,fire_name,fire_size,fire_cause,latitude,longitude,state,discovery_month,year,putout_time,Vegetation,Temp_pre_30,Temp_pre_15,Temp_pre_7,Temp_cont,Wind_pre_30,Wind_pre_15,Wind_pre_7,Wind_cont,Hum_pre_30,Hum_pre_15,Hum_pre_7,Hum_cont,Prec_pre_30,Prec_pre_15,Prec_pre_7,Prec_cont,remoteness
28416,904,1.5,Accidental,47.4546,-117.7221,WA,Sep,2012,13,15,22.65003472,20.97474537,20.84345238,17.54492521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4687775612832259
28418,FY2015-ECHOLS-005,0.7,Debris Burning,30.81638889,-83.06638889,GA,Nov,2014,0,12,15.43681592,13.78245614,13.76129032,0.0,0.8134328359999999,0.970676692,0.8193548390000001,0.0,66.16708861,62.88831169,71.59322034,0.0,25.5,0.3,0.0,0.0,0.1463604995025191
28422,FY2002-BARTOW-073,25.0,Debris Burning,34.173,-84.9429,GA,Feb,2002,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1607917350558305
28425,WF-18   BEECH ST,7.0,Arson,29.4591,-81.413,FL,Sep,2010,0,12,29.51069519,28.80213904,28.78494624,0.0,3.2975935830000003,3.520855615,4.087096774,0.0,73.89913545,72.84117647,69.37078652,0.0,0.0,0.0,0.0,0.0,0.1327205044482475
28427,STICINE RD,2.0,Other,35.02375,-88.501483,TN,Oct,2015,0,15,18.13333333,16.42599532,15.55086705,0.0,2.409836066,2.297641509,2.764739884,0.0,76.08743169,71.64858491,58.826589600000005,0.0,17.8,0.3,0.0,0.0,0.1924797592766376
28430,LAKE KILLARNEY,1.0,Arson,37.59194444,-90.60805556,MO,Nov,1999,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2102824048157296
28433,GLORY,2.5,Arson,33.35603,-110.47283,AZ,Jun,2010,0,16,26.4867872,28.4719888,27.50714286,0.0,4.250557103,4.669187675,4.541666667,0.0,15.07520891,15.84033613,18.45833333,0.0,0.0,0.0,0.0,0.0,0.4023405994443336
28437,THREE SISTERS,0.7,Accidental,34.61527778,-93.22361111,AR,May,2003,0,16,21.53430657,20.25297619,19.75151515,0.0,2.504087591,2.016071429,2.019393939,0.0,75.39830508,73.25694444,72.80254777,0.0,28.3,11.0,3.6,0.0,0.2361875954670371
28442,TUNNELCAMP,1860.0,Lightning,40.7918,-118.1857,NV,Aug,1999,4,15,23.29252078,23.00111111,24.34107143,20.88349515,3.546814404,3.201944444,3.063690476,4.729126214,25.90443213,26.33055556,26.61904762,43.57281553,0.3,0.0,0.0,1.0,0.4755183951641257
28443,20288,1.0,Arson,34.85611668,-94.99791667,OK,Apr,2011,0,16,16.68253968,15.59063136,20.23354565,0.0,3.029117063,2.945723014,4.314225053,0.0,64.64044944,66.45744681,56.93562232,0.0,0.0,0.0,0.0,0.0,0.2525622392062951
28446,A1303064,40.0,Other,42.1061,-96.2861,NE,Nov,2003,0,9,5.773318633,1.828274428,-0.216504854,0.0,3.971192053,4.6275,3.985853659,0.0,71.10882016,75.64578834,75.31282051,0.0,54.4,52.8,0.0,0.0,0.260987422097426
28448,576,40.0,Arson,34.6668,-95.5003,OK,Nov,1995,0,16,12.69622642,10.99123377,10.97974684,0.0,4.021102362,4.089285714,2.707594937,0.0,61.45337621,61.81967213,61.54487179,0.0,8.3,5.0,0.0,0.0,0.257381375960414
28453,DAHL ROAD,1.0,Debris Burning,34.5428,-79.22735,NC,Jul,2014,0,16,25.83088235,25.80183908,25.67307692,0.0,2.742514286,2.727251732,2.495258621,0.0,73.38204833,71.81670534,76.46521739,0.0,69.2,17.0,14.7,0.0,0.1097100268194686
28459,LITTLE,81.4,Other,34.0989,-114.3431,AZ,May,2005,1,16,24.14728682,28.17435897,30.0130137,27.81052632,2.817418351,2.611254019,2.946206897,6.310526316,30.10108865,25.32797428,19.64827586,24.55555556,0.0,0.0,0.0,0.0,0.4403629273045542
28470,RL087,6.0,Other,47.8767,-94.9739,MN,Apr,2006,0,15,-0.247529412,3.855018587,3.982142857,0.0,3.772457627,4.093122677,4.140079365,0.0,59.21563089,59.96840149,44.52380952,0.0,20.6,19.8,0.0,0.0,0.2471053841819348
28475,FERRY CYN,18559.0,Lightning,45.3954,-120.9448,OR,Jul,2001,4,9,21.20844875,23.46333333,24.9172619,23.26804124,5.667590027999999,5.885833333,6.694642857000001,7.341237112999999,46.11911357,46.59166667,41.54166667,42.82474227,2.8,0.0,0.0,0.0,0.5020936728670435
28482,PING ROAD,1.0,Debris Burning,48.83583333,-114.9875,MT,Mar,2000,0,15,-0.927439024,1.904136253,2.126020408,0.0,1.457804878,1.818978102,2.488265306,0.0,79.38860104,77.11398964,73.51322751,0.0,10.3,5.1,0.0,0.0,0.4409567028832102
28491,MONTGOMERY,3.5,Arson,41.60667,-87.25111,IN,Oct,1993,0,15,12.47986577,11.2659292,11.8706422,0.0,4.806966292,4.329777778,4.091743118999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1777591482574418
28493,STEVENS MILL RD,3.0,Other,35.33783333,-78.12100000000001,NC,Feb,2011,0,15,3.821484038,6.176727272999999,7.687155962999999,0.0,2.889301122,3.289272727,3.447247706,0.0,74.22533849,75.08032129,75.56132075,0.0,72.6,57.8,51.1,0.0,0.0995024418870527
28494,FY2011-SPALDING-012,5.6,Debris Burning,33.30398816,-84.2829442,GA,Mar,2011,0,16,11.88019068,10.96490872,10.75903084,0.0,2.288559322,2.730831643,1.733920705,0.0,71.90243902,73.25760649,70.74008811,0.0,119.5,82.1,34.5,0.0,0.1554432099837366
28495,NORTHRUP,3.0,Lightning,39.13527778,-105.3233333,CO,Jul,1999,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3485460299166287
28496,MACINTOSH RD. FIRE,0.8,Accidental,42.2483,-77.3068,NY,Nov,2015,3,9,8.502056277000001,8.520539419,9.159793814,7.520634921,2.329501085,2.252598753,1.419587629,0.997619048,74.16187990000002,75.98209719,74.24074074,80.94736842,52.2,36.9,0.0,26.9,0.0889869041516111
28498,OKLAHOMA RANGE,15.0,Other,64.0467,-146.35,AK,Aug,2013,3,0,17.56696429,15.715310999999998,13.4718593,11.84352941,2.202806122,1.904545455,2.071859296,1.970588235,61.15186615,67.58150852,78.11979167,72.90361446,29.2,25.4,25.1,14.2,0.7749323459417266
28513,C4,4.1,Lightning,33.15,-83.7666667,GA,Mar,2002,0,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1509213189893055
28514,THE BURN,1.0,Lightning,38.1603,-108.5706,CO,Aug,2000,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3807303561648067
28519,FY2015-EMANUEL-060,1.0,Debris Burning,32.52928056,-82.26171111,GA,Jan,2015,0,12,11.38461538,0.0,0.0,0.0,2.13986014,0.0,0.0,0.0,83.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1379191511300443
28520,SAND HILLS,90.0,Lightning,43.4721,-117.4243,OR,Aug,2006,1,9,24.81221833,22.79201486,21.57884232,22.35211268,2.559733607,2.594315992,2.829460581,3.573239437,37.32991803,38.56358382,41.79460581,44.47887324,0.0,0.0,0.0,0.0,0.4667917914704953
28521,RAMSY 2,22.2,Other,41.8975,-106.4622,WY,Jul,2014,4,15,18.48362235,19.83284742,18.57915832,23.1886121,3.773314066,3.525947522,3.359519038,4.786120996,41.71097148,43.88454012,45.05443548,29.16014235,0.0,0.0,0.0,0.0,0.3584300516452952
28522,RT. 40,347.0,Accidental,37.8216,-82.92034,KY,Apr,2009,1,0,10.67958412,12.62626263,15.56149733,25.33333333,2.435255198,2.092727273,2.394652406,1.883333333,69.12655801,66.38762887,59.92934783,36.08333333,98.4,45.0,16.8,0.0,0.1405208124321768
28523,131,2.0,Arson,31.76592941,-89.75107936,MS,Aug,2015,0,12,27.6714751,27.74860853,27.46215139,0.0,1.74215184,1.928531599,2.217,0.0,67.64989518,66.23305955,63.80525164,0.0,44.4,37.0,27.2,0.0,0.2061166314142224
28524,AIRPORT ROAD,3.0,Arson,40.72889,-75.41806,PA,Apr,2014,0,15,8.35744888,11.22361702,9.302475248,0.0,3.699415774,3.67893617,3.000990099,0.0,64.23016650000001,57.21321962,50.75247525,0.0,212.4,86.8,0.6,0.0,0.0731664494187716
28525,REFORM,4.0,Arson,34.77916667,-92.86111111,AR,Jun,2001,0,16,23.20674487,25.37869822,26.10810811,0.0,3.132708333,3.282352941,3.1284210530000003,0.0,69.06067416,70.34361233,61.85263158,0.0,61.7,16.5,0.0,0.0,0.2327205659166731
28528,OTA 64,13.7,Lightning,43.26011,-116.07066,ID,Jul,1997,0,9,18.57275132,18.72404372,18.96571429,0.0,4.531613757,4.786885246000001,4.313142857,0.0,48.78428762,40.50546448,44.01142857,0.0,28.5,4.1,4.1,0.0,0.4531854273306712
28531,YOUNGSTER,1.0,Debris Burning,44.0725,-99.4448,SD,Apr,2004,0,15,9.137588652,8.538243626,9.766467066,0.0,5.250921986,4.906798867,5.317365269,0.0,60.83164006,63.10434783,69.62111801,0.0,40.6,14.9,10.9,0.0,0.2901509677129237
28532,OAKEY MOUNTAIN,151.0,Arson,34.928611100000005,-83.17527779999999,GA,Feb,2010,2,16,4.182211538,5.451116071,7.242241379,6.425,2.714038462,2.8171875,2.44137931,2.20625,68.35645472,59.9375,63.15086207,50.83333333,95.6,10.4,1.3,0.0,0.1444630504234747
28534,CRABTREE,1.0,Other,33.84111111,-111.4672222,AZ,Jun,2014,0,16,22.74778555,24.4799253,24.10282258,0.0,2.79034965,2.966760037,3.627822581,0.0,16.99487179,12.50326797,15.56854839,0.0,0.0,0.0,0.0,0.0,0.4118611233605922
28547,LINE,1.0,Lightning,41.97472222,-120.7513889,CA,Aug,2001,7,15,18.29254571,19.25706215,20.54166667,20.50617284,4.116123779,4.048543689,4.354666667,3.258646617,42.63355049,38.68608414,36.60666667,38.30827068,0.0,0.0,0.0,0.0,0.5012100286111503
28550,WARX,1.5,Arson,45.6606,-100.6187,SD,Apr,2003,0,15,6.191759113,7.08908046,11.42682927,0.0,4.984786054,5.248563218,5.276219512,0.0,57.34130781,51.54310345,38.44512195,0.0,0.0,0.0,0.0,0.0,0.300883301988128
28560,GAP CREEK ROAD FIRE,1.0,Debris Burning,36.26,-83.02095,TN,Mar,2015,0,0,7.514617169,9.418906395,8.970178926,0.0,1.151229698,1.5032437440000002,2.063220676,0.0,62.87315011,59.32097335,58.72766885,0.0,0.0,0.0,0.0,0.0,0.1422818829953303
28571,TRIANGLE,200.0,Accidental,37.52833333,-119.9133333,CA,Aug,1992,0,0,27.7825,27.84388889,28.13571429,0.0,4.37375,4.1677777780000005,4.160119048,0.0,78.41388889,78.36111111,77.44047619,0.0,0.0,0.0,0.0,0.0,0.4946749368873726
28572,MUSTANG232,300.0,Arson,25.56289,-80.57034,FL,Dec,1998,1,12,23.14194373,22.76546392,22.72571429,22.0,2.99028133,3.256958763,3.701142857,2.47826087,78.97470238,78.59773371,77.7654321,72.95238095,37.7,36.9,3.1,0.0,0.1287040942664516
28575,RIDGE,1.5,Utilities,40.786931,-121.966619,CA,Aug,2005,0,15,33.0,0.0,0.0,0.0,3.1,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5141604141582377
28581,20105,3.0,Arson,35.2075,-94.85194444,OK,Jul,2012,0,15,28.27130682,29.98969072,30.47782258,0.0,3.22028436,2.703561387,3.27016129,0.0,52.3952381,46.98676749,45.07661289999999,0.0,0.0,0.0,0.0,0.0,0.2509796212244271
28585,C. KINSER RD.,6.0,Debris Burning,37.2165,-86.4112,KY,Nov,2010,0,0,12.26917713,9.168215613,7.580838322999999,0.0,1.5792189680000002,1.338475836,0.993013972,0.0,57.79329609,56.94720169,61.13146552,0.0,20.9,7.9,0.3,0.0,0.1722121268781156
28588,FY2013-HARALSON-069,9.2,Debris Burning,33.90484722,-85.18569167,GA,Mar,2013,0,16,8.29038282,10.50422535,11.96975806,0.0,3.5452847810000003,3.542816901,3.478024194,0.0,57.83950617,57.37033399,57.412527,0.0,0.0,0.0,0.0,0.0,0.1631529511181104
28592,POWERS BRANCH,18.0,Debris Burning,36.74146,-83.97400999999999,KY,Mar,2011,0,0,11.43195541,11.90740741,15.11507937,0.0,1.816271502,1.6091836730000002,1.826984127,0.0,55.69012116,54.85886722,52.4484127,0.0,0.0,0.0,0.0,0.0,0.150531628517051
28593,FY2001-DECATUR-023,1.22,Debris Burning,30.8647,-84.7126,GA,Jan,2001,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1610707921219512
28598,UPLAND WINGS,300.0,Other,38.125833,-91.047778,MO,Mar,2006,1,0,6.566210046,9.875510204,12.2578125,13.13636364,4.871118721,4.826734694,5.109375,7.768181817999999,62.99155609,69.9503386,73.3304721,39.5,69.0,62.9,54.3,0.0,0.2140481437261128
28606,HENDERSON - 297,15.0,Utilities,31.58636667,-95.48623333,TX,Jul,2011,0,12,30.11706629,30.71643192,30.6097561,0.0,2.2272342430000003,2.098779343,2.039227642,0.0,58.08325494,56.36244131,59.13008129999999,0.0,0.0,0.0,0.0,0.0,0.2593722868479446
28607,SPRING,0.7,Lightning,35.28666667,-111.99,AZ,Aug,1992,1,15,18.17847553,18.05283993,17.7159633,18.37468354,1.679023114,1.427019983,1.4707182319999998,1.878205128,58.65744401,64.2626087,69.48708487,66.20512821,0.0,0.0,0.0,0.0,0.4161280021265905
28609,SKULL CREEK,102.0,Arson,35.8736,-96.3264,OK,Mar,2008,1,15,3.970670996,3.622269807,5.318478261,10.67916667,3.275974026,3.138543897,2.8097826089999995,3.025,69.51251359999999,70.0995671,63.62295082,62.04166667,59.0,41.7,1.0,0.0,0.2643867448829995
28615,559,1.0,Lightning,43.95166667,-121.21916670000002,OR,Jul,2006,0,9,21.57844475,21.83835616,22.81547619,0.0,2.996452933,2.9613698630000003,3.132142857,0.0,43.6880985,39.75549451,36.48809524,0.0,11.3,0.3,0.0,0.0,0.5053209957746261
28626,TRAIN,5.0,Utilities,41.8508,-103.6931,NE,Jul,2006,0,15,21.9379771,22.56417625,23.13793103,0.0,3.879961832,3.5245210730000003,3.486206897,0.0,53.70736434,56.31311155,55.78947368,0.0,93.8,2.4,1.2,0.0,0.3315961919442873
28627,SHILOH #2 - CLEMENTS RD.,2.1,Other,35.73083333,-80.81955,NC,Feb,2011,0,15,3.960770659,5.085,8.882539683,0.0,1.855849582,1.895185185,2.525992063,0.0,61.72934617,58.12896622,50.5297619,0.0,17.4,0.3,0.0,0.0,0.1230236614819322
28628,POWER LINE,1.0,Other,35.535267,-88.193517,TN,Oct,2011,0,15,18.56390086,17.07826087,15.0577381,0.0,1.883279396,2.106410256,1.3261904759999998,0.0,72.56536697,68.51025641,65.98214286,0.0,51.3,0.5,0.0,0.0,0.1893589374308857
28632,COLORADO GULCH,2.5,Utilities,46.955,-114.0025,MT,Aug,2014,1,15,22.66728538,22.31098398,24.63718593,23.60344828,2.838317757,2.931408776,2.310659898,3.0111111110000004,41.57593458,41.16859122,35.12690355,38.55555556,13.8,13.8,1.6,0.0,0.4314096855004645
28634,UNNAMED FIRE 0525,2.0,Accidental,34.97515,-119.4268,CA,Aug,2004,0,16,28.89197605,28.77445783,29.38814433,0.0,3.057724551,3.033253012,3.060824742,0.0,33.58443114,33.09156627,31.88659794,0.0,0.0,0.0,0.0,0.0,0.4911907726866424
28635,CENTER,0.6,Lightning,35.43416667,-111.91944440000002,AZ,Jun,2005,2,15,15.22889417,15.97607656,18.36428571,15.59824561,3.769916766,3.33923445,3.725510204,2.777192982,40.64447087,41.03827751,33.37755102,62.47368421,9.4,8.8,0.6,8.0,0.4153367640674661
28640,BLACK BUTTE,42.0,Lightning,41.5333,-108.7611,WY,Jul,2007,12,15,23.16101469,23.28160622,22.74578947,22.07097701,4.151023192,4.549459459,4.283146067,3.459195402,22.91950887,29.22702703,33.050561800000004,44.4421365,0.0,0.0,0.0,7.4,0.3810673261776403
28648,EMERALD,2.0,Other,33.9375,-116.9375,CA,Apr,2014,0,16,14.80629921,17.37268409,17.61968912,0.0,2.36704162,2.31543943,2.343005181,0.0,62.54791432,52.65871122,58.85340314,0.0,3.8,0.0,0.0,0.0,0.4665820532557407
28650,545,0.8,Other,44.00444444,-121.4561111,OR,Jul,2007,0,15,19.4867872,22.66201117,23.96407186,0.0,3.126703755,2.8703910610000003,3.107784431,0.0,42.04038997,39.14565826,36.51807229,0.0,0.0,0.0,0.0,0.0,0.5077365173695612
28652,LETTERKENNY FIRE,19.7,Other,39.99667,-77.73333000000001,PA,Sep,2015,0,0,22.10074627,19.47918782,19.1442623,0.0,2.474404015,2.493094629,2.728571429,0.0,65.35822785,64.57800512,64.18131868,0.0,45.2,21.1,2.0,0.0,0.0936372165768739
28653,LIVINGSTON - 62,1.0,Other,31.4995,-93.91453333,TX,Feb,2011,0,12,11.28066605,15.95018519,19.86706349,0.0,2.584821842,2.395462963,3.013492063,0.0,76.30432692,76.46018519,78.04761905,0.0,2.9,0.0,0.0,0.0,0.2447647543780895
28655,STAPLES JOHNSON ROAD,2.0,Other,36.07,-81.99133333,NC,Mar,2011,0,0,5.553041017999999,4.10707457,5.165605096,0.0,3.430315889,3.304302103,4.061358811,0.0,65.54714065,67.91438356,67.04120879,0.0,0.0,0.0,0.0,0.0,0.1332186022529242
28657,5TH COURT ( 33),2.0,Debris Burning,30.5863,-83.70299999999999,FL,Jan,2012,0,12,13.66433566,0.0,0.0,0.0,1.801398601,0.0,0.0,0.0,77.32167832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1522303167323848
28665,30210,10.0,Arson,35.93166667,-95.02888889,OK,Mar,2012,0,15,13.50349977,15.77966102,15.21713147,0.0,3.038777415,2.466101695,1.670318725,0.0,68.71454006,73.0027933,67.42196532,0.0,0.0,0.0,0.0,0.0,0.252195587106867
28666,30121,3.0,Debris Burning,35.98033333,-94.76458333,OK,Mar,2010,0,15,1.225522042,2.638218924,2.462151394,0.0,2.270301624,2.193877551,1.683466135,0.0,68.27117842,62.71669794,60.93306288,0.0,0.0,0.0,0.0,0.0,0.2496976896306992
28667,FLYING M,1.5,Lightning,40.683,-118.1174,NV,May,2001,0,15,12.10645161,14.17317073,17.36326531,0.0,3.584720497,3.883129584,3.473333333,0.0,41.99254658,32.21515892,28.43589744,0.0,5.6,0.0,0.0,0.0,0.4748710770490341
28672,FY2001-CHARLTON-070,1.5,Lightning,30.4525,-82.0805,GA,Jun,2001,0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1378560810748055
28676,CO RD 28,40.0,Arson,35.323583,-84.755667,TN,Apr,2010,0,15,11.49490269,13.58981481,17.28910891,0.0,2.1076923080000003,2.088888889,1.08039604,0.0,69.72382048,64.51881414,57.72303922,0.0,0.0,0.0,0.0,0.0,0.158380374387058
28677,FY2000-GORDON-076,1.12,Debris Burning,34.4472,-84.96600000000001,GA,Jun,2000,0,16,21.63184979,22.34873096,21.9546875,0.0,1.810987483,1.868781726,1.8609375,0.0,71.24797407,72.80307692,70.32317073,0.0,67.2,65.2,4.3,0.0,0.1608219018140759
28678,EAGLE,2.9,Lightning,35.4564,-83.7961,NC,Apr,2012,4,15,15.27761768,15.09689558,13.96606786,20.78819444,1.4254082609999998,1.474317968,1.5706586830000002,1.292361111,66.39313472,69.77066667,70.67507003,64.86407767,0.0,0.0,0.0,0.0,0.1496902167467355
28680,SIGNAL,6.0,Lightning,41.4072,-120.5153,CA,Jul,2010,0,15,21.24449036,23.01983471,23.04260355,0.0,2.5398071630000003,2.460055096,2.24852071,0.0,36.51239669,33.64187328,31.53254438,0.0,0.6,0.3,0.0,0.0,0.4990143219048872
28681,79,1.0,Other,44.49277778,-121.7708333,OR,Jun,2011,0,15,9.053081761,9.126075949,10.09145729,0.0,3.20302267,3.435279188,3.290954774,0.0,61.9962169,62.17302799,62.68686869,0.0,31.1,11.5,9.9,0.0,0.5108225758318305
28682,PRISON,10.0,Utilities,35.5317,-98.9975,OK,Mar,2006,0,15,5.765984655,7.171428571,14.79532164,0.0,6.074519846,5.271666667,6.677777777999999,0.0,49.98329049,58.02398082,43.33918129,0.0,0.0,0.0,0.0,0.0,0.2898027071685518
28684,TH 5 FIRE,1.0,Accidental,39.49416667,-82.28111111,OH,Apr,2006,0,0,13.10640439,13.98457447,11.40040161,0.0,3.110704483,2.581914894,2.52811245,0.0,64.63425926,64.01630435,61.67073171,0.0,153.5,98.4,17.6,0.0,0.1339930170993815
28689,20018,4.0,Arson,34.78833333,-94.77305556,OK,Jan,2012,0,16,6.926229508,0.0,0.0,0.0,1.339139344,0.0,0.0,0.0,69.22319475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2505043585825286
28690,TWINKLE,2.15,Lightning,33.0475,-107.9927778,NM,Jul,2014,1,16,28.52960526,28.76666667,28.98042328,24.05151515,4.328668478,4.119398907,4.352747253,3.9,23.11956522,25.4863388,26.29120879,63.40625,2.0,0.0,0.0,5.8,0.3781442768558181
28693,RL042,1.5,Other,48.0178,-94.8756,MN,Apr,2005,0,15,-3.740205224,0.693457944,4.361277445,0.0,2.500513299,2.177362021,2.668862275,0.0,70.37542332,68.64064064,67.06178489999999,0.0,0.0,0.0,0.0,0.0,0.2461626258441203
28699,GUYON CREEK,2.0,Arson,38.55719738,-82.08862552,WV,Oct,1992,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1327330626898137
28712,DONNA,10.0,Other,26.11861111,-98.05277778,TX,May,2005,0,12,10.55633609,13.61298343,18.29470588,0.0,5.903856749,6.432596685,6.288823529,0.0,66.33134328,75.19871795,68.82208589,0.0,0.0,0.0,0.0,0.0,0.2880988825839674
28717,TOY,456.0,Lightning,42.8573,-116.50901,ID,Aug,2012,3,4,27.14162037,27.50592593,26.81026786,24.45474537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4577455054319121
28718,FY2001-DOUGHERTY-006,2.35,Debris Burning,31.5159,-84.1961,GA,Jan,2001,0,12,6.686971235,3.468253968,0.608695652,0.0,4.271454219,4.58244898,4.886153846,0.0,65.58823529,61.46491228,67.58730159,0.0,0.0,0.0,0.0,0.0,0.155940936398522
28721,TALLEY LANE,2.5,Other,35.54933333,-80.52083333,NC,Mar,2011,0,15,10.73010703,9.648148148,10.42063492,0.0,2.601675198,2.428055556,2.343650794,0.0,52.83125599,56.20318352,50.51209677,0.0,0.0,0.0,0.0,0.0,0.1204903188403703
28729,DAKOTA FIRE,1.1,Debris Burning,43.9708666,-89.1773,WI,Jun,2012,0,9,18.1572327,18.12967581,19.66081871,0.0,2.653836478,2.083042394,1.211695906,0.0,58.71794872,64.51282051,58.9408284,0.0,4.6,4.6,0.3,0.0,0.1944722444320648
28730,W.WOLFPOINT,4.0,Accidental,48.0725,-105.8144,MT,Oct,2006,0,15,9.470385396,9.05011236,5.85787037,0.0,5.21693712,4.695955056,4.773148148,0.0,70.07384615,64.58202247,68.74074074,0.0,157.6,39.4,38.8,0.0,0.350421804883789
28731,BOBGIDGE,4.5,Debris Burning,48.25325,-109.78675,MT,Apr,2014,0,15,2.376869392,6.835159817,7.765217391,0.0,4.7709375,5.23196347,5.022222222,0.0,64.38244514,52.55251142,51.86956522,0.0,15.3,5.6,3.0,0.0,0.389288648957371
28740,WILLILYN PARK,1.0,Accidental,35.24015,-80.98878333,NC,Mar,2012,0,15,9.869802867,11.37837838,10.5416309,0.0,3.213165014,3.167577413,3.296956522,0.0,63.77882798,59.87878788,52.80786026,0.0,139.9,104.9,13.8,0.0,0.1248198802379905
28745,BRYAN CHALK,3.0,Accidental,35.8061,-78.44558333,NC,Mar,2012,0,15,9.430097538,10.87476809,11.33928571,0.0,1.772921505,1.796289425,1.895436508,0.0,59.24845488,60.82462687,59.53652393,0.0,0.0,0.0,0.0,0.0,0.1020640129488175
28746,VINCIK FIRE,25.0,Debris Burning,32.31198333,-100.1367,TX,Jan,2012,0,12,6.523333332999999,12.65248227,0.0,0.0,4.471666667,5.10070922,0.0,0.0,63.08781870000001,38.04964539,0.0,0.0,0.0,0.0,0.0,0.0,0.3027599920976247
28756,MCCLARY ROAD,4.0,Debris Burning,34.43616666,-78.85583333,NC,Sep,2010,0,16,26.49688662,25.57227907,25.72738095,0.0,1.319888476,1.233674419,1.416269841,0.0,76.51259328,71.96261682,66.77689243,0.0,39.7,0.0,0.0,0.0,0.1065130184592575
28757,UNNAMED FIRE 0504,1.0,Utilities,35.212872,-119.595419,CA,Aug,1998,0,15,30.30353607,30.12493075,30.61656805,0.0,3.067801418,3.037604457,2.990419162,0.0,42.80992908,43.20891365,39.33532934,0.0,0.0,0.0,0.0,0.0,0.4927631885132599
28763,177,4.0,Arson,34.4969444,-93.5730556,AR,Aug,2010,1,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2395095246774354
28767,FY2012-COFFEE-032,1.0,Debris Burning,31.46747115,-82.91568262,GA,Dec,2011,0,12,13.72,15.14031805,14.30831643,0.0,2.088930233,1.994855005,2.531034483,0.0,71.32036947,71.38629593,71.17970402,0.0,0.0,0.0,0.0,0.0,0.144521453618786
28769,SHORTS TRAILER PARK,15.0,Arson,37.7007139,-81.63639066,WV,Nov,1999,1,0,10.44335938,10.7992126,7.764705882,15.125,3.003940887,2.9061032860000005,3.431730769,3.85,55.26410256,55.79807692,50.41346154,65.75,3.0,0.0,0.0,0.0,0.1291545429746554
28776,HOG LOT FIRE,289.0,Other,38.048889,-93.783056,MO,Jan,2006,1,0,4.523809524,0.0,0.0,0.0,4.610714286,0.0,0.0,0.0,75.30434783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2394044631653467
28777,HELENS,2.0,Lightning,32.21542,-110.55463,AZ,Jun,2000,1,12,27.67231638,30.16759777,31.18452381,31.26086957,3.949911504,3.882332155,4.026119403,3.468421053,15.08185053,15.84397163,16.20895522,10.47368421,0.0,0.0,0.0,0.0,0.4039488133525957
28779,ASSIST 1,5.0,Debris Burning,42.7083,-108.6482,WY,Apr,2005,0,4,2.874187192,3.779651163,9.214691943,0.0,3.382561576,3.591860465,3.929383886,0.0,53.69560878,51.2992126,33.08056872,0.0,29.4,17.0,0.0,0.0,0.3795169828661404
28784,PERRY CANYON,45.0,Lightning,45.75638889,-112.1005556,MT,Jul,2007,3,15,18.45418327,21.08579088,20.83333333,23.4,2.747808765,2.478552279,2.627222222,3.0823529410000003,42.01726428,38.1152815,39.74444444,39.35294118,5.3,0.5,0.5,0.6,0.4127112459753652
28792,9048,1.5,Accidental,30.44185,-94.2602,TX,Mar,2013,0,12,12.63163318,12.09948187,13.34642032,0.0,3.419948187,3.239293139,2.876102088,0.0,57.38721414,54.065762,60.46635731,0.0,0.0,0.0,0.0,0.0,0.248792513823659
28796,MAJOR LN,3.0,Debris Burning,36.40355,-84.02600000000001,TN,Mar,2010,0,0,1.799906716,3.039179104,2.477045908,0.0,1.365415298,1.442816901,1.7832,0.0,77.99436796,75.275,76.41703057,0.0,0.0,0.0,0.0,0.0,0.1511898314407034
