,fire_name,veg_label
36124,OR-BFZ-2174,C3 Grassland/Steppe
36132,GRECHEN LN  ROMO,Secondary Tropical Evergreen Broadleaf Forest
36145,4MCEMETERY,Secondary Tropical Evergreen Broadleaf Forest
36153,MARTIN CREEK,Temperate Evergreen Needleleaf Forest TmpENF
36154,TRAIL7,Other
36166,MAINTENANCE,Polar Desert/Rock/Ice
36169,FY2013-BARTOW-004,Secondary Tropical Evergreen Broadleaf Forest
36173,GIBSON,Polar Desert/Rock/Ice
36174,"827 S 3RD AVENUE, AL",Secondary Tropical Evergreen Broadleaf Forest
36177,RIVER,Polar Desert/Rock/Ice
36178,ENTERPRISE FIRE,C3 Grassland/Steppe
36183,CRNR BAR,Polar Desert/Rock/Ice
36195,457,Open Shrubland
36198,STONEY RUN,Other
36204,SKI HILL,Polar Desert/Rock/Ice
36208,MILE POST 84,Polar Desert/Rock/Ice
36227,SPUR,Other
36230,SLEEPER,Other
36234,GAR/FOWLER,C3 Grassland/Steppe
36235,FY2002-POLK-081,Secondary Tropical Evergreen Broadleaf Forest
36240,FLOWERS LANE,Polar Desert/Rock/Ice
36242,CAREFREE,Secondary Tropical Evergreen Broadleaf Forest
36251,MEDICINE LODGE,Polar Desert/Rock/Ice
36253,BUDDY ROAD (67),Open Shrubland
36257,REECE,Other
36258,6222,Open Shrubland
36260,4024,Open Shrubland
36274,SCHELL,Other
36280,FORD,Secondary Tropical Evergreen Broadleaf Forest
36282,JAKES MOUNTAIN,Polar Desert/Rock/Ice
36283,CEDAR LANE (66),Open Shrubland
36284,WINDMILL,Open Shrubland
36291,KATE BULLOCK,Other
36300,FOXTROTTER,Other
36301,SARASOAP,Polar Desert/Rock/Ice
36303,TGU SPRING,Desert
36313,BRISCO MT,Polar Desert/Rock/Ice
36318,LOWER ROCK,Temperate Evergreen Needleleaf Forest TmpENF
36320,POLE SHED,Polar Desert/Rock/Ice
36326,20261,Secondary Tropical Evergreen Broadleaf Forest
36330,SLEEPER,Polar Desert/Rock/Ice
36336,ANTELOPE,Other
36340,SECTION 10 BRIDGE,C3 Grassland/Steppe
36352,BROWN,Secondary Tropical Evergreen Broadleaf Forest
36355,BOOTH,Secondary Tropical Evergreen Broadleaf Forest
36363,DRY CANYON,Other
36380,RL121,Polar Desert/Rock/Ice
36384,MARTIN HILL,Other
36387,RED ROCK,Polar Desert/Rock/Ice
36393,FISH CREEK,Desert
36394,FY2013-NEWTON-004,Secondary Tropical Evergreen Broadleaf Forest
36395,NE30032B,Polar Desert/Rock/Ice
36398,TALKALAI TRAIL,Secondary Tropical Evergreen Broadleaf Forest
36402,CASAGRANDE,Open Shrubland
36403,GREEN GRASS VALLEY,Other
36433,52,Polar Desert/Rock/Ice
36434,CARIBOU,Polar Desert/Rock/Ice
36439,WILD HORSE,C3 Grassland/Steppe
36440,SPRINGS,Other
36444,GREENBRIAR,Other
36458,FY2002-SCREVEN-108,Open Shrubland
36463,MILE LONG FIELD FIRE,Polar Desert/Rock/Ice
36466,LAWS,Other
36470,PENN SCOTT,Secondary Tropical Evergreen Broadleaf Forest
36471,HENDERSON,Open Shrubland
36475,BLACKSOIL2,Other
36486,ST. ANNES,Polar Desert/Rock/Ice
36490,BUFFALO CREEK,Other
36491,DUKE VEE,C3 Grassland/Steppe
36498,10138,Secondary Tropical Evergreen Broadleaf Forest
36512,FY2011-TAYLOR-029,Open Shrubland
36513,FY2001-BALDWIN-015,Secondary Tropical Evergreen Broadleaf Forest
36516,LATENIGHT,Secondary Tropical Evergreen Broadleaf Forest
36517,VODKA,Open Shrubland
36519,BAPCHULE,Secondary Tropical Evergreen Broadleaf Forest
36520,LORETTA,Secondary Tropical Evergreen Broadleaf Forest
36521,BRATT,Other
36526,490,Other
36532,ARENA,Secondary Tropical Evergreen Broadleaf Forest
36538,FY2011-DODGE-098,Open Shrubland
36546,8.52015E+12,Open Shrubland
36556,UNIT 19,Other
36564,TREEFIRE,Secondary Tropical Evergreen Broadleaf Forest
36580,I84MP239,C3 Grassland/Steppe
36585,BIRCH CRK,Temperate Evergreen Needleleaf Forest TmpENF
36591,VEHICLE,Polar Desert/Rock/Ice
36594,LIVINGSTON - 756,Open Shrubland
36605,SANTA MARIA,Open Shrubland
36608,GOSHUTEPK,Polar Desert/Rock/Ice
36617,140,Other
36618,ALCONA 01 BLAISDEL,Polar Desert/Rock/Ice
36623,WINDY GULCH,Desert
36628,GARHEB,Other
36630,PERIGRINE,Open Shrubland
36636,RED LAKE 139,Polar Desert/Rock/Ice
36637,DRY HOLLOW,C3 Grassland/Steppe
36641,IR#1571,Polar Desert/Rock/Ice
36645,POWERRY,Other
36654,PASS THRU (O4),Open Shrubland
36657,"925 CO RD 1476, AL",Secondary Tropical Evergreen Broadleaf Forest
36659,SPRING,Other
36664,SIMMS VALLEY,Other
36668,HAGADONE,Polar Desert/Rock/Ice
36674,HWY 80,C3 Grassland/Steppe
36684,HWY 2 (30),Open Shrubland
36685,BUDDY REAMY ROAD,Secondary Tropical Evergreen Broadleaf Forest
36686,BUTTES,Polar Desert/Rock/Ice
36689,FY2016-LONG-002,Open Shrubland
36690,FY2002-CHARLTON-026,Open Shrubland
36708,PERRY FARM FIRE,C3 Grassland/Steppe
36718,SPHINX,C3 Grassland/Steppe
36725,INDIAN,Secondary Tropical Evergreen Broadleaf Forest
36726,COMSTOCK,C3 Grassland/Steppe
36733,MILLER,Polar Desert/Rock/Ice
36734,DUSTY,Other
36736,LOWER PEACE RIVER (14),Open Shrubland
36747,OT08,C3 Grassland/Steppe
36751,BARWICK,Other
36753,FRANKLIN BYPASS #2,Other
36756,TOOLBOX,Open Shrubland
36759,BLACKJACK 2,Other
36760,FLOWINGWEL,Temperate Evergreen Needleleaf Forest TmpENF
36761,LUKE ROAD FIRE,Secondary Tropical Evergreen Broadleaf Forest
36764,"13065 HOUSE BERRY RD., AL",Secondary Tropical Evergreen Broadleaf Forest
36766,FAULKNERLN,C3 Grassland/Steppe
36770,FY2012-PULASKI-055,Open Shrubland
36779,1.09201E+13,Open Shrubland
36783,SNIPTONCYN,C3 Grassland/Steppe
36784,FRIDAY NIGHT,Polar Desert/Rock/Ice
36785,OPEN WELL,Polar Desert/Rock/Ice
36799,CLOVERDALE RD / PLACER RD,Polar Desert/Rock/Ice
36801,NEW PINA,Secondary Tropical Evergreen Broadleaf Forest
36802,HUNTER FALLS,C3 Grassland/Steppe
36808,GIL,Secondary Tropical Evergreen Broadleaf Forest
36821,RAVEN RIDGE,Other
36825,2905,Other
36828,EIRR3,Temperate Evergreen Needleleaf Forest TmpENF
36835,7,Other
36840,SECOND CHANCE,Polar Desert/Rock/Ice
36850,FY2012-WHEELER-060,Open Shrubland
36860,HENDERSON - 184,Open Shrubland
36864,TUG,Secondary Tropical Evergreen Broadleaf Forest
36870,HOGATZA,Other
36885,NDFASSIST7,Polar Desert/Rock/Ice
36893,BATTERY,C3 Grassland/Steppe
36895,CURLYFRYS,Secondary Tropical Evergreen Broadleaf Forest
36897,HARDT,Secondary Tropical Evergreen Broadleaf Forest
36898,FY2012-JOHNSON-041,Open Shrubland
36899,JOAN,Polar Desert/Rock/Ice
36907,EARL1,Polar Desert/Rock/Ice
36917,MILE MARKER,Polar Desert/Rock/Ice
36918,4 DOG,Other
36928,LAKE RD FIELD,Secondary Tropical Evergreen Broadleaf Forest
36930,FY2013-HARALSON-073,Secondary Tropical Evergreen Broadleaf Forest
36932,FY2011-BURKE-038,Secondary Tropical Evergreen Broadleaf Forest
36939,BASELINE,Secondary Tropical Evergreen Broadleaf Forest
36940,4.52014E+12,Open Shrubland
36941,502 STEPHENSON RD.,C3 Grassland/Steppe
36943,CLOVER,Other
36944,SLAUGHTER,C3 Grassland/Steppe
36945,FY2013-TROUP-001,Secondary Tropical Evergreen Broadleaf Forest
36947,FAUGHT RIDGE,Secondary Tropical Evergreen Broadleaf Forest
36955,DOG TOWN,Polar Desert/Rock/Ice
36958,DORRACH FIRE,Polar Desert/Rock/Ice
36959,MODENA,Other
36960,GRAND BLUFF #160,Open Shrubland
36973,JONES,Polar Desert/Rock/Ice
36978,SANDCREEK,C3 Grassland/Steppe
36980,52 MAYO FIRE,Open Shrubland
36983,STINSON,Polar Desert/Rock/Ice
36990,FY2013-BERRIEN-002,Open Shrubland
36992,GOLDER,Polar Desert/Rock/Ice
36993,ATLANTIC OLF BARRACKS FIRE,Secondary Tropical Evergreen Broadleaf Forest
36995,NATION RIVER,Other
37005,ROCKEY FLATS,Secondary Tropical Evergreen Broadleaf Forest
37006,RAY WINTER,C3 Grassland/Steppe
37007,SUNNY AVENUE FIRE,Polar Desert/Rock/Ice
37009,BITTER,Desert
37012,CHURCH FIRE,Polar Desert/Rock/Ice
37021,WINDY BRANCH WAY FIRE,Secondary Tropical Evergreen Broadleaf Forest
37022,JOLE,Polar Desert/Rock/Ice
37029,TWO FIRES,Polar Desert/Rock/Ice
37030,ORIOLE POND,Other
37033,S. W. MASHOES WILDFIRE,Polar Desert/Rock/Ice
37038,NW SARAH L,Polar Desert/Rock/Ice
37049,BAY,Polar Desert/Rock/Ice
37051,GREEN ACRES,Secondary Tropical Evergreen Broadleaf Forest
37054,SOUTH RIVER RD FIRE,Secondary Tropical Evergreen Broadleaf Forest
37055,NEW BEGINNING,Polar Desert/Rock/Ice
37060,OR-BFZ-2380,C3 Grassland/Steppe
37062,PIMA,Open Shrubland
37066,FY2013-GILMER-005,Secondary Tropical Evergreen Broadleaf Forest
37076,30256,Polar Desert/Rock/Ice
37079,FY2001-FLOYD-030,Secondary Tropical Evergreen Broadleaf Forest
37081,TIN CAN,Polar Desert/Rock/Ice
37089,FY2014-TWIGGS-013,Open Shrubland
37092,PAINTE,Polar Desert/Rock/Ice
37094,ALTOONA 12,Open Shrubland
37097,LONG,Other
37099,3 WELL,Temperate Evergreen Needleleaf Forest TmpENF
37103,HANSEN,Secondary Tropical Evergreen Broadleaf Forest
37106,GOODNOE,Polar Desert/Rock/Ice
37109,BOOKCLIFF,Other
37113,FY2012-TROUP-008,Secondary Tropical Evergreen Broadleaf Forest
37120,CHEESMAN,Polar Desert/Rock/Ice
37122,LEOLA,Polar Desert/Rock/Ice
37129,30/HORSE BARN RD-0094,Open Shrubland
37131,KENWOOD,Other
37135,OTA 19,C3 Grassland/Steppe
37139,9,Other
37143,I KNEW IT,Polar Desert/Rock/Ice
37145,OAK,Secondary Tropical Evergreen Broadleaf Forest
37146,EASTLINE,Polar Desert/Rock/Ice
37147,SUPPLYCK7,Polar Desert/Rock/Ice
37154,SAVANNAH,Polar Desert/Rock/Ice
37163,MARBLE HILLS,Polar Desert/Rock/Ice
37168,Z-WATER,C3 Grassland/Steppe
37173,03/TWO TRAIL ROAD-0052,Open Shrubland
37174,SPENCER,Polar Desert/Rock/Ice
37175,COON CREEK,Other
37176,QUEBEC MOUNTAIN,Polar Desert/Rock/Ice
37179,PADHAM FIRE,Polar Desert/Rock/Ice
37180,OLSEN HILL,Polar Desert/Rock/Ice
37182,CLARK,Secondary Tropical Evergreen Broadleaf Forest
37183,FY2015-GRADY-010,Open Shrubland
37186,HEN,C3 Grassland/Steppe
37192,LIVINGSTON - 280,Open Shrubland
37201,1050 WEST,Temperate Evergreen Needleleaf Forest TmpENF
37211,SE 67,Secondary Tropical Evergreen Broadleaf Forest
37215,CANYON CR.,C3 Grassland/Steppe
37220,LIVINGSTON - 8083,Open Shrubland
37221,A1305054,C3 Grassland/Steppe
37226,GLENWOOD HILLS,Other
37229,57-ELAINE STREET FIRE -1212,Open Shrubland
37246,OLEMA I,Other
37250,CAPPS,Other
37260,432226,Other
37263,WILLIS FIRE,Secondary Tropical Evergreen Broadleaf Forest
37269,ABC,Other
37273,(33) RABON RD,Open Shrubland
37276,ROAD N,Secondary Tropical Evergreen Broadleaf Forest
37279,PORCH ROCK RD 3 15 13,Polar Desert/Rock/Ice
37289,FY2002-GRADY-025,Open Shrubland
37292,SUGAR RUN RD,Other
37294,CONCHO 2,Polar Desert/Rock/Ice
37302,LONGHORN,Open Shrubland
37308,POWERJUNCT,Open Shrubland
37318,AARONS CREEK,Other
37320,FY2002-MCDUFFIE-042,Secondary Tropical Evergreen Broadleaf Forest
37321,WF SJU5,Open Shrubland
37328,BRIGHT,Other
37332,DEEP CREEK,Other
37334,BROADFOOT,Other
37339,FY2013-WILCOX-013,Open Shrubland
37343,PURGATORY FIRE,Secondary Tropical Evergreen Broadleaf Forest
37348,BENSEN,Open Shrubland
37350,FY2001-CRISP-031,Open Shrubland
37359,HENDERSON - 007,Open Shrubland
37361,POWERLINE RD (58),Open Shrubland
37362,RAMSEYE BRANCH FIRE,Other
37365,SUPPORTER,Polar Desert/Rock/Ice
37371,3117,Polar Desert/Rock/Ice
37388,BAMBOO,Secondary Tropical Evergreen Broadleaf Forest
37393,PISGAH,Polar Desert/Rock/Ice
37398,HOWARD MOUNTAIN,Secondary Tropical Evergreen Broadleaf Forest
37401,FY2014-WAYNE-028,Open Shrubland
37407,529,Open Shrubland
37411,HOMESITE,Secondary Tropical Evergreen Broadleaf Forest
37413,HIGHLAND GAMES ROAD,Secondary Tropical Evergreen Broadleaf Forest
37415,WESTKULLIH,Secondary Tropical Evergreen Broadleaf Forest
37423,GROUSE MTN,Other
37424,LITTLE SUWANNEE,Open Shrubland
37429,SEATON,Polar Desert/Rock/Ice
37430,966,Open Shrubland
37441,BARRETT,Open Shrubland
37444,MACK FIRE,C3 Grassland/Steppe
37450,1.09201E+13,Open Shrubland
37451,CANNA ROAD FIRE (53),Open Shrubland
37455,PINECREST,Other
37459,CONTINENTAL 2,C3 Grassland/Steppe
37463,FY2000-POLK-139,Secondary Tropical Evergreen Broadleaf Forest
37471,PROGRESS FIRE,Polar Desert/Rock/Ice
37475,PAXSON,Other
37481,SIMON,Other
37486,HAINES,Secondary Tropical Evergreen Broadleaf Forest
37489,NO NAME,Desert
37490,EAST ANDRE,Other
37499,NBROCKTON,Polar Desert/Rock/Ice
37505,SHITIKE PH,Polar Desert/Rock/Ice
37513,FY2014-WILKINSON-007,Open Shrubland
37527,CLOUSER ONE,Desert
37530,223 ROAD FIRE,Polar Desert/Rock/Ice
37531,SCROGGIE STRIKE,Polar Desert/Rock/Ice
37542,OLD FIRE TOWER ROAD,Other
37543,CASCADE,Other
37568,MILL CREEK ROAD,Secondary Tropical Evergreen Broadleaf Forest
37569,BELCHER AV / THORNTON RD,Other
37570,9.32015E+12,Secondary Tropical Evergreen Broadleaf Forest
37576,9132,Open Shrubland
37589,BUCKET,Polar Desert/Rock/Ice
37595,FY2000-HARALSON-053,Secondary Tropical Evergreen Broadleaf Forest
37596,CROOKS,Polar Desert/Rock/Ice
37600,30186,Other
37602,RAIN DROP,Secondary Tropical Evergreen Broadleaf Forest
37603,GRANITE,Other
37604,UNIT P-9 WILDFIRE,Polar Desert/Rock/Ice
37605,DAVIS RD.,Other
37606,59,Other
37607,WELLS,Polar Desert/Rock/Ice
37608,HAUL ROAD,Other
37613,CAPPS,Other
37616,OTAY 198,Open Shrubland
37619,PINE CREEK,Polar Desert/Rock/Ice
37620,ALLEN,Polar Desert/Rock/Ice
37623,03/NEWMAN PT RD-0673,Open Shrubland
37628,HEAVY,C3 Grassland/Steppe
37636,FY2012-TOOMBS-045,Open Shrubland
37645,PORK CHOP,Polar Desert/Rock/Ice
37657,SPRING GULCH,Polar Desert/Rock/Ice
37662,AIRPORT FIRE,Polar Desert/Rock/Ice
37663,DUCK POND,Other
37669,WOODVILLE - 189,Open Shrubland
37671,ROCK,Polar Desert/Rock/Ice
37674,RANGE FIRE,Open Shrubland
37701,HIGDON,Other
37702,OLD HWY,Polar Desert/Rock/Ice
37707,DOUBLE K,Other
37712,6025,Secondary Tropical Evergreen Broadleaf Forest
37716,GARCIA 1,Other
37717,STO29469874,Polar Desert/Rock/Ice
37718,MS0814,Polar Desert/Rock/Ice
37719,CODY,Secondary Tropical Evergreen Broadleaf Forest
37727,CRAW,Other
37739,WILLOW ROAD,Polar Desert/Rock/Ice
37744,LONDONDERRY,Other
37748,TXPTEAST,Open Shrubland
37756,SANDSPRING,C3 Grassland/Steppe
37761,SUMMIT,Other
37766,GOOSENECK,Other
37769,BURNTBEET,C3 Grassland/Steppe
37776,015-023,Other
37780,SPRING CREEK,Other
37782,FY2015-DODGE-006,Open Shrubland
37784,DAGUERRA,Other
37787,RT 399 1ST GATE ON LEFT,Polar Desert/Rock/Ice
37796,COOKSEY,Open Shrubland
37799,LANDFILL,Polar Desert/Rock/Ice
37801,RESERVE,Polar Desert/Rock/Ice
37810,LIPAZANNER FIRE,Other
37827,241ST,Polar Desert/Rock/Ice
37828,GOLDMINE,Secondary Tropical Evergreen Broadleaf Forest
37829,FY2011-TIFT-097,Open Shrubland
37834,SAWMILL,Open Shrubland
37842,1.09202E+13,Open Shrubland
37849,HALFWAY,Secondary Tropical Evergreen Broadleaf Forest
37850,WEST HUNT,Temperate Evergreen Needleleaf Forest TmpENF
37851,ROPE,Secondary Tropical Evergreen Broadleaf Forest
37852,YADEN LANE,Other
37855,RIVER BOTTOM,Polar Desert/Rock/Ice
37865,FY2013-HANCOCK-034,Secondary Tropical Evergreen Broadleaf Forest
37871,BEE ROCK,Secondary Tropical Evergreen Broadleaf Forest
37877,ROUND HOUSE FIRE,Polar Desert/Rock/Ice
37883,FY2002-CHATTOOGA-028,Secondary Tropical Evergreen Broadleaf Forest
37885,TYE FORK FIRE,Other
37900,JIM CREEK,Polar Desert/Rock/Ice
37903,COCKRAN 1,Other
37909,KNIGHTON,Polar Desert/Rock/Ice
37914,20192,Secondary Tropical Evergreen Broadleaf Forest
37919,DRISKELLLN,Temperate Evergreen Needleleaf Forest TmpENF
37924,HOGTOMMY,Polar Desert/Rock/Ice
37926,FY2014-DADE-032,Secondary Tropical Evergreen Broadleaf Forest
37929,SAND CYN,Polar Desert/Rock/Ice
37931,KENTON,Secondary Tropical Evergreen Broadleaf Forest
37935,FY2000-WHITFIELD-044,Secondary Tropical Evergreen Broadleaf Forest
37938,TISHTANG#10,Polar Desert/Rock/Ice
37939,GILLEY HILL,Polar Desert/Rock/Ice
37940,FY2015-COLQUITT-009,Open Shrubland
37941,MM 147,Polar Desert/Rock/Ice
37942,LINDEN - 137,Secondary Tropical Evergreen Broadleaf Forest
37951,SHELL,Polar Desert/Rock/Ice
37955,OTA 33,C3 Grassland/Steppe
37960,SANTA,Open Shrubland
37967,STATE PARK,Other
37976,SLEEPER I & II,Polar Desert/Rock/Ice
37989,CHAMPLIN,Other
37999,HORMEL,Other
38008,GOLD FORK,Polar Desert/Rock/Ice
38013,CAYADA CREEK,Polar Desert/Rock/Ice
38018,HORSE HUNTER,Polar Desert/Rock/Ice
38019,LGT 151,Polar Desert/Rock/Ice
38023,TRANSIENT,Polar Desert/Rock/Ice
38024,REESE-HURT HAY FIRE,Other
38027,JACK,Other
38033,WINTERBURG,Secondary Tropical Evergreen Broadleaf Forest
38035,NORTHFORK,Polar Desert/Rock/Ice
38036,TRAIL,Polar Desert/Rock/Ice
38041,BEARWALO,Secondary Tropical Evergreen Broadleaf Forest
38049,RL210,Polar Desert/Rock/Ice
38059,END OF KAYS RD.,C3 Grassland/Steppe
38064,LITTLE COAL RIVER,Other
38069,FY2002-COWETA-088,Secondary Tropical Evergreen Broadleaf Forest
38070,FY2015-FLOYD-019,Secondary Tropical Evergreen Broadleaf Forest
38075,LINDEN - 317,Open Shrubland
38079,CHEROKE,Other
38083,BOURGEAU R,Polar Desert/Rock/Ice
38087,STREET,Other
38092,CINDER-,Desert
38093,POPLAR,Other
38097,FY2015-BURKE-016,Open Shrubland
38100,HENDERSON - 7009,Open Shrubland
38118,WF TANK BATTERY WEST,Open Shrubland
38120,RIVERBEND ROAD (22),Open Shrubland
38125,FOSTER,Polar Desert/Rock/Ice
38126,FRITZLER,C3 Grassland/Steppe
38133,FY2002-HARRIS-066,Open Shrubland
38134,GLENDA,Secondary Tropical Evergreen Broadleaf Forest
38142,JONES CANYON,Other
38147,4.52014E+12,Open Shrubland
38151,FY2014-ATKINSON-002,Open Shrubland
38159,SHUTTLE,Secondary Tropical Evergreen Broadleaf Forest
38171,BITTER,Other
38187,FY2002-HARALSON-062,Secondary Tropical Evergreen Broadleaf Forest
38188,PEAK,Desert
38201,I-10 ROAD (12),Open Shrubland
38202,APPLE ORCHARD CIRCLE,Other
38204,255 (40),Open Shrubland
38208,CHERRY GUL,Polar Desert/Rock/Ice
38209,CLEAR CUT,Other
38218,ROAN RIDGE,C3 Grassland/Steppe
38221,ATHOS,Polar Desert/Rock/Ice
38222,TESLA,Other
38223,METRO (29),Open Shrubland
38224,PEACH,Secondary Tropical Evergreen Broadleaf Forest
38229,NEWMARK,Other
38242,ALLEN PARK,Polar Desert/Rock/Ice
38244,K J FIRE,Polar Desert/Rock/Ice
38247,BLOWDOWN,Polar Desert/Rock/Ice
38254,FY2011-CRISP-031,Open Shrubland
38260,BARNES FIRES,Polar Desert/Rock/Ice
38265,373 FIRE,Other
38267,V ROAD,Other
38268,129036-05007-10082015-1354,Other
38271,SWAMP,Polar Desert/Rock/Ice
38275,RL107,Polar Desert/Rock/Ice
38276,WHEAT,Secondary Tropical Evergreen Broadleaf Forest
38277,CHATFIELD,Polar Desert/Rock/Ice
38278,FY2002-DAWSON-020,Secondary Tropical Evergreen Broadleaf Forest
38283,BLACK DOG,Secondary Tropical Evergreen Broadleaf Forest
38289,DOUBLE,Secondary Tropical Evergreen Broadleaf Forest
38291,FY2015-CLINCH-005,Open Shrubland
38296,FY2012-WARE-021,Open Shrubland
38312,CRAIGHOLEN,Polar Desert/Rock/Ice
38318,PEANUTS,C3 Grassland/Steppe
38321,CAL 5,Other
38324,CUT ROCK,Polar Desert/Rock/Ice
38333,RL213,Polar Desert/Rock/Ice
38342,FY2011-DODGE-148,Open Shrubland
38347,WILDHORSE 1,Polar Desert/Rock/Ice
38349,THUNDER  FROG,Polar Desert/Rock/Ice
38357,HINES,Polar Desert/Rock/Ice
38362,OWL,Secondary Tropical Evergreen Broadleaf Forest
38371,AMERICAN,Other
38373,DEER STAND,Open Shrubland
38374,VIGIL,Secondary Tropical Evergreen Broadleaf Forest
38382,NORTH H.B.,Polar Desert/Rock/Ice
38385,11210,Polar Desert/Rock/Ice
38388,PINE,Polar Desert/Rock/Ice
38389,RAMSEY,Polar Desert/Rock/Ice
38396,BUCK,Polar Desert/Rock/Ice
38397,STEWART LAKE,Desert
38400,LD2209,Polar Desert/Rock/Ice
38402,POTTERY,Other
38403,BRUIN CREEK,Other
38406,FY2012-TREUTLEN-052,Open Shrubland
38418,MTN MEADOWS,Polar Desert/Rock/Ice
38421,FIRST,Other
38423,DONT KNOW,Polar Desert/Rock/Ice
38432,FY2014-PIKE-006,Secondary Tropical Evergreen Broadleaf Forest
38436,SEABOY,C3 Grassland/Steppe
38440,HOUSTON,Secondary Tropical Evergreen Broadleaf Forest
38443,CASTLEPOIN,Temperate Evergreen Needleleaf Forest TmpENF
38444,CAR,Temperate Evergreen Needleleaf Forest TmpENF
38446,ROCK SPRINGS FIRE,Other
38454,JAMES SHOCKLEY 2 20 11,Polar Desert/Rock/Ice
38466,LIVINGSTON - 749,Open Shrubland
38467,MARTINSON FIRE,Polar Desert/Rock/Ice
38469,POCHAHONTA,Other
38472,FY2002-FANNIN-053,Secondary Tropical Evergreen Broadleaf Forest
38475,194 AVE,Open Shrubland
38490,388 FIRE                                          ,Polar Desert/Rock/Ice
38492,HENDERSON - 582,Open Shrubland
38495,OASIS,C3 Grassland/Steppe
38503,FY2011-LANIER-048,Open Shrubland
38507,LATE,Secondary Tropical Evergreen Broadleaf Forest
38520,SOLACE,Polar Desert/Rock/Ice
38526,FY2000-PULASKI-056,Open Shrubland
38537,MOUND FIRE,Open Shrubland
38539,HIDALGO4,Open Shrubland
38541,HARPER ST (57),Open Shrubland
38548,BATES RD (32),Open Shrubland
38551,DEHESA,Open Shrubland
38558,FY2011-MACON-043,Open Shrubland
38562,TOAD,Polar Desert/Rock/Ice
38566,"LODGE ST, AL",Open Shrubland
38569,30514,Polar Desert/Rock/Ice
38571,UNION COMP,Other
38573,ECHO,Polar Desert/Rock/Ice
38576,VIRGINIA PEAK,Temperate Evergreen Needleleaf Forest TmpENF
38581,CHERRYVILLE ROAD,Polar Desert/Rock/Ice
38589,28,Other
38596,NORTHFORK,Open Shrubland
38598,SWAN FALLS,C3 Grassland/Steppe
38605,1540056,Other
38606,KUCHUK,Other
38608,RIDGE RD,Polar Desert/Rock/Ice
38611,NARROWS 5,Secondary Tropical Evergreen Broadleaf Forest
38622,BAILEY CRK,Temperate Evergreen Needleleaf Forest TmpENF
38624,SUNRISE,Open Shrubland
38638,S TURN,Other
38642,SAND MINE (29),Open Shrubland
38644,JOHN,Other
38650,FY2002-HARALSON-020,Secondary Tropical Evergreen Broadleaf Forest
38655,804,C3 Grassland/Steppe
38657,HENDERSON - 137,Open Shrubland
38659,FY2011-GLASCOCK-017,Secondary Tropical Evergreen Broadleaf Forest
38664,CHANGE,Other
38667,60TH AVE TRASH(21),Open Shrubland
38677,FY2015-GILMER-004,Secondary Tropical Evergreen Broadleaf Forest
38682,BARTON,Other
38685,IRENE,Other
38688,9.32015E+12,Secondary Tropical Evergreen Broadleaf Forest
38691,TIMBER LANE,Open Shrubland
38693,WIED,Polar Desert/Rock/Ice
38700,CROOKED STREET FIRE,Other
38707,FY2002-STEWART-015,Open Shrubland
38713,LEE,Polar Desert/Rock/Ice
38721,FY2012-IRWIN-010,Open Shrubland
38722,INDEPENDEN,Polar Desert/Rock/Ice
38724,BROWNS CREEK,Temperate Evergreen Needleleaf Forest TmpENF
38728,MS2112,Polar Desert/Rock/Ice
38732,RED LAKE 279,Polar Desert/Rock/Ice
38737,13,Polar Desert/Rock/Ice
38741,MAZZETTI,Secondary Tropical Evergreen Broadleaf Forest
38743,FY2013-TWIGGS-039,Open Shrubland
38759,FY2011-WORTH-097,Open Shrubland
38760,MILL CREEK FIRE,Open Shrubland
38765,SANDERSON,Secondary Tropical Evergreen Broadleaf Forest
38767,LEADER,Other
38769,DEVIL SKULL,Other
38774,ORANGE TREE FIRE,Open Shrubland
38791,DURRANCE (18),Open Shrubland
38792,10360,Secondary Tropical Evergreen Broadleaf Forest
38793,1500034,Other
38799,RIVER RD 2,Other
38801,LINDEN - 492,Secondary Tropical Evergreen Broadleaf Forest
38804,SADDLEBACK,Desert
38805,BENNETT ROAD,C3 Grassland/Steppe
38806,CHURCH,Polar Desert/Rock/Ice
38807,SMITH CREEK #1,Secondary Tropical Evergreen Broadleaf Forest
38812,TOWER,Other
38818,DAHL LAKE,Polar Desert/Rock/Ice
38819,BEAVER JACK,Polar Desert/Rock/Ice
38822,"WHITE OAK CHURCH D , AL",Open Shrubland
38825,CHIMNEY,Secondary Tropical Evergreen Broadleaf Forest
38826,HARBOUR DR. (08),Open Shrubland
38828,GOSHEN RANGE,Temperate Evergreen Needleleaf Forest TmpENF
38830,BEAVER SLIDE,Other
38831,VIEWPOINT,Open Shrubland
38833,FY2002-HALL-018,Secondary Tropical Evergreen Broadleaf Forest
38854,RT. 10 GRAFTON,Other
38862,ELLIOT,Other
38863,HONEY BUNCH #1,Polar Desert/Rock/Ice
38865,RYE,Other
38867,BRANCH OFF,Other
38868,LINDEN - 340,Secondary Tropical Evergreen Broadleaf Forest
38870,MUD HOLE,Polar Desert/Rock/Ice
38873,BILTMORE CIRCLE,Polar Desert/Rock/Ice
38877,TONKA TOY,Open Shrubland
38882,MIDGET,Open Shrubland
38883,TANK,Other
38885,SODA,C3 Grassland/Steppe
38891,ISUZU,Open Shrubland
38898,BOTTLE,Secondary Tropical Evergreen Broadleaf Forest
38899,HIGHWAY 5 FIRE,Polar Desert/Rock/Ice
