,fire_index,fire_size,fire_cause,latitude,longitude,discovery_month,putout_time,Temp_cont,Wind_cont,Hum_cont,Prec_cont,year
10154,41192,1.5,Debris Burning,32.23821111,-84.12911667,Feb,0,0.0,0.0,0.0,0.0,2015
10155,41202,7.0,Debris Burning,33.639988,-79.48689300000001,Feb,0,0.0,0.0,0.0,0.0,2011
10156,41212,1.38,Debris Burning,41.42786338,-73.69767879,Apr,0,0.0,0.0,0.0,0.0,2004
10157,41219,7.0,Debris Burning,30.3965,-95.65568333,Aug,0,0.0,0.0,0.0,0.0,2011
10158,41237,1.0,Arson,32.048229,-85.76473399999999,Jun,0,0.0,0.0,0.0,0.0,2007
10159,41239,3.02,Debris Burning,31.25531389,-83.63930278,Feb,0,0.0,0.0,0.0,0.0,2014
10160,41247,20.0,Arson,34.95371666,-95.43251667,Jan,0,0.0,0.0,0.0,0.0,2009
10161,41252,1.0,Lightning,45.80333333,-114.095,Aug,3,24.8,2.066666667,46.53333333,0.0,1998
10162,41253,9.3,Utilities,41.085456,-75.01919000000001,Apr,2,10.44791667,2.754166667,40.41666667,0.0,2012
10163,41255,2.0,Debris Burning,33.59856703,-89.07852576,Jul,0,0.0,0.0,0.0,0.0,2013
10164,41258,5.0,Utilities,48.0,-105.0005,Jun,0,0.0,0.0,0.0,0.0,2000
10165,41259,1.0,Debris Burning,46.3922,-100.5939,Jul,0,0.0,0.0,0.0,0.0,2007
10166,41261,80.0,Arson,34.97555556,-94.91222222,Mar,0,0.0,0.0,0.0,0.0,2012
10167,41269,3.0,Accidental,36.1333,-110.234,Jul,0,0.0,0.0,0.0,0.0,2000
10168,41275,20.0,Utilities,39.06405,-121.201431,Jun,0,0.0,0.0,0.0,0.0,2002
10169,41277,6.0,Debris Burning,33.647179,-79.739349,Feb,0,0.0,0.0,0.0,0.0,2011
10170,41285,1.0,Debris Burning,37.44,-95.66,Mar,0,0.0,0.0,0.0,0.0,2015
10171,41288,50.0,Arson,38.804581,-120.886719,Aug,1,0.0,0.0,0.0,0.0,2001
10172,41291,1.5,Debris Burning,37.7537,-82.6878,Mar,1,15.64929577,3.377464789,59.49295775,0.0,2015
10173,41293,35.0,Debris Burning,31.850675,-81.688875,Apr,0,0.0,0.0,0.0,0.0,2014
10174,41295,2.0,Debris Burning,44.0753,-99.6115,May,0,0.0,0.0,0.0,0.0,1994
10175,41301,1.0,Lightning,36.97327,-118.69827,Aug,35,24.08807786,3.781265207,32.24390244,12.7,2000
10176,41304,1.0,Debris Burning,38.09906994,-81.44351406,Apr,0,0.0,0.0,0.0,0.0,1999
10177,41305,2.0,Debris Burning,31.89145996,-89.49368791,Oct,0,0.0,0.0,0.0,0.0,1993
10178,41317,7.0,Lightning,43.38333333,-103.6483333,Jul,1,17.16666667,3.334782609,65.95652174,0.0,2001
10179,41319,85.4,Debris Burning,45.94634284,-93.18693604,May,0,0.0,0.0,0.0,0.0,2013
10180,41321,4.0,Debris Burning,35.276533,-86.9808,Nov,0,0.0,0.0,0.0,0.0,2012
10181,41324,346.0,Lightning,30.0302,-81.6236,Jul,19,28.96168582,3.376819923,70.34099617,28.2,2011
10182,41331,78.6,Utilities,42.00222222,-111.7588889,Jul,4,25.75257732,2.225773196,38.41237113,0.0,2003
10183,41334,1.5,Debris Burning,47.8703,-94.9822,Apr,0,0.0,0.0,0.0,0.0,2004
10184,41336,2.0,Debris Burning,37.5911,-83.72355,May,0,0.0,0.0,0.0,0.0,2007
10185,41340,25.0,Lightning,47.87333333,-116.3883333,Aug,2,20.52340426,2.953191489,42.87234043,0.0,1994
10186,41344,0.8,Utilities,42.625,-122.6081,Apr,0,0.0,0.0,0.0,0.0,2015
10187,41349,3.0,Accidental,38.0502,-85.7974,Sep,0,0.0,0.0,0.0,0.0,2002
10188,41350,5.0,Debris Burning,41.5809,-77.25518000000001,Apr,2,12.95,1.759322034,64.25423729,0.0,2015
10189,41352,9.6,Lightning,28.7531,-80.9245,Aug,0,0.0,0.0,0.0,0.0,2010
10190,41359,1.0,Arson,39.602275,-82.269549,Apr,0,0.0,0.0,0.0,0.0,2015
10191,41366,55.0,Accidental,41.61799,-87.27693000000001,May,0,0.0,0.0,0.0,0.0,2000
10192,41370,1.3,Accidental,44.0667,-99.404,Mar,0,0.0,0.0,0.0,0.0,2002
10193,41380,1.0,Lightning,42.69666667,-112.0936111,Jul,2,21.14285714,1.842857143,44.57142857,0.0,2000
10194,41386,5.0,Lightning,31.7783167,-97.2558,Sep,0,0.0,0.0,0.0,0.0,2011
10195,41387,2.0,Debris Burning,31.99845519,-88.53843448,Sep,0,0.0,0.0,0.0,0.0,1995
10196,41400,5.0,Debris Burning,32.202807,-86.767125,Mar,0,0.0,0.0,0.0,0.0,2004
10197,41401,4.0,Accidental,37.8175,-83.66916667,Apr,0,0.0,0.0,0.0,0.0,1999
10198,41403,1.0,Lightning,45.6556,-100.9714,Jul,0,0.0,0.0,0.0,0.0,2008
10199,41404,50.0,Lightning,37.3544,-113.9739,May,0,0.0,0.0,0.0,0.0,1996
10200,41407,650.0,Lightning,33.0909,-113.0552,Aug,2,34.7,3.746666667,40.36666667,0.0,2005
10201,41408,8.0,Debris Burning,26.40666667,-98.94333333,Jan,1,0.0,0.0,0.0,0.0,2010
10202,41418,2.0,Debris Burning,31.00505,-88.372557,Jan,0,0.0,0.0,0.0,0.0,2008
10203,41423,1.0,Utilities,37.205833,-121.953167,Sep,0,0.0,0.0,0.0,0.0,2015
10204,41425,8.0,Accidental,33.11083427,-89.44104936,Jan,0,0.0,0.0,0.0,0.0,2015
10205,41431,15.0,Arson,33.823929,-87.05063299999999,Mar,0,0.0,0.0,0.0,0.0,2007
10206,41433,8.0,Arson,48.47363052,-96.33017364,May,0,0.0,0.0,0.0,0.0,2012
10207,41437,1.3,Accidental,32.81894444,-84.61486111,Feb,0,0.0,0.0,0.0,0.0,2015
10208,41439,1365.0,Utilities,42.6144,-108.6057,Sep,2,20.275,3.4625,28.125,0.0,2000
10209,41441,2.75,Accidental,32.9553,-82.704,Apr,0,0.0,0.0,0.0,0.0,1995
10210,41442,1.0,Accidental,33.31328772,-84.51153633,Apr,0,0.0,0.0,0.0,0.0,2011
10211,41444,110.0,Arson,36.38699999,-94.70300001,Apr,0,0.0,0.0,0.0,0.0,2009
10212,41445,2.0,Arson,63.8496,-145.6523,Jun,3,13.115,1.605,66.68421053,0.0,1993
10213,41447,2.0,Debris Burning,33.70472222,-94.82000017,Mar,0,0.0,0.0,0.0,0.0,2012
10214,41456,2.0,Debris Burning,38.42733333,-91.19366667,Dec,0,0.0,0.0,0.0,0.0,2013
10215,41466,556.0,Lightning,48.8572,-121.1017,Aug,65,16.60568047,2.508472554,75.54600484,59.1,2015
10216,41478,2.0,Arson,32.1382823,-89.07461641,Mar,0,0.0,0.0,0.0,0.0,1994
10217,41482,31.0,Lightning,35.1675,-85.20100000000001,Jun,1,22.98611111,2.045833333,63.37142857,0.0,2007
10218,41485,12.0,Arson,34.50721869,-88.52773007,May,0,0.0,0.0,0.0,0.0,1992
10219,41498,5.0,Debris Burning,30.6583,-87.1116,Mar,0,0.0,0.0,0.0,0.0,2013
10220,41501,1.0,Debris Burning,32.8251,-116.746983,Dec,0,0.0,0.0,0.0,0.0,2012
10221,41512,1.8,Arson,48.8911,-99.8736,Apr,0,0.0,0.0,0.0,0.0,2007
10222,41513,20.0,Accidental,46.3833,-100.6004,Oct,0,0.0,0.0,0.0,0.0,1994
10223,41518,1.0,Accidental,43.05362832,-108.47579009999998,Oct,0,0.0,0.0,0.0,0.0,2007
10224,41522,400.0,Arson,33.98333333,-116.8333333,Sep,1,25.41666667,3.8,32.83333333,0.0,1992
10225,41529,4.7,Debris Burning,31.71597231,-82.69284794,Feb,0,0.0,0.0,0.0,0.0,2012
10226,41530,1.0,Accidental,48.1145,-105.2041,Mar,0,0.0,0.0,0.0,0.0,1992
10227,41531,3011.0,Lightning,33.8309,-107.8825,Jul,3,0.0,0.0,0.0,0.0,2003
10228,41538,30.0,Debris Burning,33.062386,-79.771202,Mar,0,0.0,0.0,0.0,0.0,2011
10229,41543,4.0,Arson,34.415825,-80.183563,Jun,0,0.0,0.0,0.0,0.0,2011
10230,41545,7.98,Arson,32.6126,-83.3861,Nov,0,0.0,0.0,0.0,0.0,2001
10231,41556,38.0,Lightning,41.31081,-98.83572,Aug,0,0.0,0.0,0.0,0.0,2012
10232,41568,0.9,Lightning,44.03416667,-120.3575,Jul,2,24.26470588,3.080392157,35.8627451,0.3,2014
10233,41569,2.0,Arson,41.1482,-123.6809,Jul,1,10.42173913,1.789855072,91.27777778,0.5,2009
10234,41573,82.0,Lightning,42.3797,-114.7175,Jun,0,0.0,0.0,0.0,0.0,2010
10235,41579,2.0,Debris Burning,37.7,-97.57,Mar,0,0.0,0.0,0.0,0.0,2015
10236,41581,2.0,Arson,47.9194,-98.7976,Apr,0,0.0,0.0,0.0,0.0,1994
10237,41589,331.0,Lightning,41.3085,-114.3961,Jun,3,23.34449761,4.420095694,26.12440191,0.0,2003
10238,41593,3.0,Debris Burning,33.07199094,-89.7399253,Jul,0,0.0,0.0,0.0,0.0,1999
10239,41597,6.0,Utilities,30.2145,-85.2708,Dec,0,0.0,0.0,0.0,0.0,2011
10240,41600,2.0,Lightning,43.63916667,-122.1072222,Aug,6,16.30858469,2.275813953,49.9044289,0.0,2014
10241,41605,5.0,Debris Burning,34.75267,-95.07267,Oct,0,0.0,0.0,0.0,0.0,2015
10242,41609,3.0,Arson,32.86701826,-89.55101041,Oct,0,0.0,0.0,0.0,0.0,1993
10243,41614,12.9,Lightning,34.43361111,-117.7686111,Aug,0,0.0,0.0,0.0,0.0,2012
10244,41615,4.8,Debris Burning,32.07465833,-82.69596111,Feb,0,0.0,0.0,0.0,0.0,2013
10245,41616,1.8,Accidental,45.063761,-97.351897,Apr,0,0.0,0.0,0.0,0.0,2015
10246,41617,3.3,Lightning,64.8175,-157.8531,Jun,1,13.70416667,1.154166667,62.29166667,0.0,2011
10247,41619,9.15,Accidental,31.0533,-84.9735,Nov,0,0.0,0.0,0.0,0.0,1994
10248,41626,8.0,Utilities,33.21416667,-94.53366667,Sep,0,0.0,0.0,0.0,0.0,2011
10249,41630,3.0,Debris Burning,31.93398294,-89.76764815,Aug,0,0.0,0.0,0.0,0.0,2015
10250,41631,7.0,Debris Burning,43.924535,-115.907467,Oct,1,10.875,1.177777778,69.01492537,0.0,2011
10251,41635,2.0,Lightning,37.2188,-112.8812,Jun,21,0.0,0.0,0.0,0.0,2001
10252,41636,20.6,Lightning,45.00527778,-114.0688889,Sep,5,18.80169972,1.2375,48.72443182,0.5,2007
10253,41643,1.0,Lightning,35.78472222,-106.8341667,Aug,0,0.0,0.0,0.0,0.0,2000
10254,41645,1.0,Debris Burning,31.1349552,-89.54513994,Nov,0,0.0,0.0,0.0,0.0,1995
10255,41646,2.0,Debris Burning,35.401667,-86.921667,Mar,0,0.0,0.0,0.0,0.0,2010
10256,41648,3.0,Lightning,46.348,-108.4503,Jul,1,20.54166667,1.6333333330000002,69.625,2.8,2005
10257,41649,1.0,Arson,64.7,-146.5833,Apr,13,6.440960452000001,2.238135593,49.64035088,5.4,2007
10258,41653,1.0,Debris Burning,43.1792,-102.713,Jan,0,0.0,0.0,0.0,0.0,2002
10259,41655,1.0,Accidental,48.3469,-108.7599,Jun,0,0.0,0.0,0.0,0.0,2008
10260,41656,1187.0,Lightning,42.9024,-113.1353,Aug,1,22.5,3.6,41.83333333,0.0,2000
10261,41670,12.0,Lightning,44.0125,-120.0378,Jul,4,26.76432292,0.0,0.0,0.0,2012
10262,41674,2.0,Debris Burning,38.63,-95.18,Mar,0,0.0,0.0,0.0,0.0,2015
10263,41678,4.5,Debris Burning,34.608953,-87.802185,Feb,0,0.0,0.0,0.0,0.0,2005
10264,41679,0.8,Debris Burning,30.1211,-81.9429,Mar,0,0.0,0.0,0.0,0.0,2011
10265,41688,2.0,Debris Burning,30.19071667,-95.64583333,Nov,0,0.0,0.0,0.0,0.0,2010
10266,41693,1.7,Accidental,33.3806,-110.4423,Jun,0,0.0,0.0,0.0,0.0,2004
10267,41695,1.0,Accidental,48.4622,-108.7574,Jul,0,0.0,0.0,0.0,0.0,2008
10268,41697,1.55,Debris Burning,32.25174441,-81.33688056,Jan,0,0.0,0.0,0.0,0.0,2012
10269,41704,1.7,Debris Burning,33.39088889,-82.58913889,Oct,0,0.0,0.0,0.0,0.0,2013
10270,41711,2.0,Arson,30.98119066,-89.20371779999999,May,0,0.0,0.0,0.0,0.0,1998
10271,41712,1.2,Debris Burning,33.0241,-83.7499,Jul,0,0.0,0.0,0.0,0.0,1996
10272,41714,3.9,Debris Burning,34.1559,-85.1493,Feb,0,0.0,0.0,0.0,0.0,2002
10273,41717,1.0,Arson,34.66025693,-88.22285576,Apr,0,0.0,0.0,0.0,0.0,1997
10274,41726,31.0,Arson,35.7067,-94.6269,Mar,0,0.0,0.0,0.0,0.0,2012
10275,41727,1.0,Arson,43.58388889,-85.83777778,Aug,0,0.0,0.0,0.0,0.0,2004
10276,41730,1.5,Debris Burning,35.801361,-104.969361,Mar,0,0.0,0.0,0.0,0.0,2012
10277,41732,5.87,Debris Burning,31.0533,-84.8737,Feb,0,0.0,0.0,0.0,0.0,2002
10278,41733,1.0,Debris Burning,46.52694834,-95.00886943,Jul,0,0.0,0.0,0.0,0.0,2014
10279,41738,1.0,Debris Burning,66.5663,-145.2693,Jun,1,11.20833333,1.725,47.45833333,0.0,1999
10280,41739,1435.4,Lightning,40.6636,-114.8006,Jul,3,30.75700935,4.619626168,28.341121500000003,7.6,2006
10281,41740,150.0,Arson,34.34361111,-94.67194444,Nov,0,0.0,0.0,0.0,0.0,2009
10282,41743,3.0,Arson,33.1334,-110.134,May,0,0.0,0.0,0.0,0.0,1993
10283,41747,3242.0,Lightning,35.485,-118.5013889,Aug,0,0.0,0.0,0.0,0.0,2000
10284,41749,3.0,Debris Burning,37.36984652,-81.19628812,Mar,0,0.0,0.0,0.0,0.0,1992
10285,41750,32.0,Lightning,42.95361111,-122.58944440000002,Aug,5,22.69815951,2.42375,50.23125,0.0,2009
10286,41751,3.0,Arson,48.0019,-99.0475,Apr,0,0.0,0.0,0.0,0.0,2007
10287,41752,5.0,Arson,30.575,-88.88583333,Aug,7,29.74670659,5.341317365,72.28143713,0.0,2000
10288,41753,2.0,Debris Burning,35.0247,-114.6269,Jan,0,0.0,0.0,0.0,0.0,2002
10289,41761,1.0,Lightning,48.87611111,-118.68805559999998,Aug,0,0.0,0.0,0.0,0.0,2002
10290,41764,5.11,Debris Burning,32.2184,-83.4699,Aug,0,0.0,0.0,0.0,0.0,2000
10291,41768,3.08,Accidental,31.63078225,-83.24487047,May,0,0.0,0.0,0.0,0.0,2011
10292,41774,0.8,Arson,32.1321,-81.5698,Oct,0,0.0,0.0,0.0,0.0,1996
10293,41779,1.0,Debris Burning,34.3814,-94.8472,Oct,0,0.0,0.0,0.0,0.0,2014
10294,41782,1.0,Debris Burning,35.31583333,-83.79666667,Dec,0,0.0,0.0,0.0,0.0,2005
10295,41785,0.63,Lightning,44.42157297,-73.99306421,Aug,0,0.0,0.0,0.0,0.0,2006
10296,41788,1.0,Debris Burning,39.345575,-123.229273,Mar,0,0.0,0.0,0.0,0.0,2009
10297,41793,8.05,Debris Burning,33.84691944,-85.111425,Feb,0,0.0,0.0,0.0,0.0,2014
10298,41807,228.7,Debris Burning,34.4194,-96.6217,Dec,0,0.0,0.0,0.0,0.0,2007
10299,41809,3.0,Lightning,65.9091,-161.06799999999998,Jul,1,15.85714286,3.107142857,81.53571429,5.8,2004
10300,41811,4.0,Arson,34.651362,-87.731053,Apr,0,0.0,0.0,0.0,0.0,2006
10301,41818,2.5,Arson,41.51981218,-74.08011551,Sep,0,0.0,0.0,0.0,0.0,2004
10302,41829,0.56,Arson,34.85327822,-85.49876225,Feb,0,0.0,0.0,0.0,0.0,2011
10303,41831,2.0,Debris Burning,34.82418169,-89.52281616,Jun,0,0.0,0.0,0.0,0.0,1998
10304,41833,32.0,Debris Burning,36.76672,-85.61698,Nov,0,0.0,0.0,0.0,0.0,2008
10305,41834,14.0,Accidental,35.171040000000005,-94.35538,Aug,0,0.0,0.0,0.0,0.0,2011
10306,41835,2.0,Arson,34.75850753,-89.11701676,Jun,0,0.0,0.0,0.0,0.0,1998
10307,41836,1.0,Debris Burning,35.6621,-92.7025,Jan,0,0.0,0.0,0.0,0.0,2014
10308,41840,10.62,Debris Burning,32.1669,-83.2863,Aug,0,0.0,0.0,0.0,0.0,1995
10309,41843,20.0,Debris Burning,33.15801484,-88.95909919,Mar,0,0.0,0.0,0.0,0.0,1998
10310,41845,25.0,Arson,31.00888104,-89.33227094,Feb,0,0.0,0.0,0.0,0.0,1994
10311,41847,1221.0,Lightning,29.3125,-81.7969444,Jun,14,26.75944334,1.7624254469999998,78.49776286,0.0,2010
10312,41848,144.0,Lightning,48.8931,-121.1539,Aug,33,15.06602769,2.308945687,81.80368764,76.9,2008
10313,41853,1.5,Debris Burning,36.11866667,-78.56283333,Jun,0,0.0,0.0,0.0,0.0,2012
10314,41857,4.0,Utilities,39.40870209,-78.73669436,Mar,0,0.0,0.0,0.0,0.0,2004
10315,41860,184.0,Arson,37.70070168,-81.39094473,Oct,1,17.53333333,2.492307692,59.76923077,0.0,1999
10316,41865,1.0,Arson,35.0667,-108.784,Apr,0,0.0,0.0,0.0,0.0,1992
10317,41866,0.68,Arson,34.3101,-84.8613,Oct,0,0.0,0.0,0.0,0.0,1993
10318,41867,2.9,Debris Burning,32.47311111,-81.99369444,Feb,0,0.0,0.0,0.0,0.0,2013
10319,41876,1.0,Accidental,35.10795,-87.39868299999999,Jul,0,0.0,0.0,0.0,0.0,2012
10320,41882,3.0,Arson,33.355,-97.7675,Jul,0,0.0,0.0,0.0,0.0,2005
10321,41885,1.0,Arson,31.326512,-87.201031,Dec,0,0.0,0.0,0.0,0.0,2004
10322,41887,6.7,Debris Burning,34.84517778,-85.38020833,Nov,0,0.0,0.0,0.0,0.0,2013
10323,41895,1.0,Arson,32.434677,-80.691414,Jul,0,0.0,0.0,0.0,0.0,2012
10324,41897,40.0,Accidental,46.97,-95.3806,Apr,0,0.0,0.0,0.0,0.0,2006
10325,41901,1.0,Debris Burning,35.540667,-85.0865,Apr,0,0.0,0.0,0.0,0.0,2007
10326,41903,2.5,Arson,42.18989019,-75.90613786,Apr,0,0.0,0.0,0.0,0.0,2003
10327,41904,2.0,Debris Burning,29.4767,-82.5778,Feb,0,0.0,0.0,0.0,0.0,2015
10328,41906,34.0,Arson,37.55,-91.04166667,May,0,0.0,0.0,0.0,0.0,1992
10329,41908,8.0,Utilities,35.134567,-88.41634,Aug,0,0.0,0.0,0.0,0.0,2007
10330,41912,190.0,Arson,32.15333333,-89.57333333,Mar,1,20.45555556,0.97037037,70.03703704,0.0,2007
10331,41921,11.0,Debris Burning,32.86171667,-95.3132,Feb,0,0.0,0.0,0.0,0.0,2014
10332,41926,0.65,Arson,31.8236,-81.4316,Sep,1,24.4375,4.29375,71.0,0.0,1997
10333,41927,0.68,Debris Burning,33.41978333,-83.56298333,Mar,0,0.0,0.0,0.0,0.0,2013
10334,41935,40.0,Debris Burning,37.479420000000005,-83.35387,Apr,1,25.34583333,1.883333333,35.875,0.0,2009
10335,41936,124.0,Lightning,48.82166667,-120.88,Aug,60,21.36427567,3.324331927,43.76793249,0.3,1998
10336,41945,1.0,Lightning,33.559490000000004,-93.4721,Jul,0,0.0,0.0,0.0,0.0,2011
10337,41947,5.0,Utilities,33.136,-92.49706,Jul,0,0.0,0.0,0.0,0.0,2015
10338,41971,49.0,Accidental,31.34583333,-95.04972222,Feb,0,0.0,0.0,0.0,0.0,2009
10339,41980,1.5,Debris Burning,31.67287341,-81.98669415,Feb,0,0.0,0.0,0.0,0.0,2012
10340,41983,5.0,Arson,32.369386,-86.043581,Jan,0,0.0,0.0,0.0,0.0,2003
10341,41988,1.0,Lightning,40.73416667,-120.9188889,Aug,0,0.0,0.0,0.0,0.0,2004
10342,42006,6.0,Arson,33.776138,-79.416557,Apr,0,0.0,0.0,0.0,0.0,2014
10343,42024,1032.0,Lightning,41.1841,-117.521,Jun,1,21.36153846,2.465384615,28.73076923,0.0,2000
10344,42027,8.3,Lightning,33.565222,-105.875528,Aug,0,0.0,0.0,0.0,0.0,2009
10345,42028,24.0,Utilities,32.63188111,-95.06650991,Oct,0,0.0,0.0,0.0,0.0,2010
10346,42030,3.0,Debris Burning,32.78923118,-88.92077896,Nov,0,0.0,0.0,0.0,0.0,1999
10347,42031,25.0,Debris Burning,31.63153233,-90.05738497,Jan,0,0.0,0.0,0.0,0.0,1993
10348,42036,1.0,Lightning,39.645,-107.9601,Jul,1,26.59090909,2.740909091,28.68181818,0.0,2002
10349,42044,1.0,Arson,31.04659601,-91.09575461,Oct,0,0.0,0.0,0.0,0.0,1999
10350,42053,3.5,Lightning,45.69833333,-115.09,Aug,3,0.0,0.0,0.0,0.0,1996
10351,42057,1.0,Arson,48.8264,-99.743,Apr,0,0.0,0.0,0.0,0.0,2007
10352,42059,8.2,Debris Burning,35.2957,-88.49145,Mar,1,17.6875,3.504166667,46.20833333,0.0,2009
10353,42061,10.0,Accidental,37.2124,-82.6837,Mar,0,0.0,0.0,0.0,0.0,2015
10354,42062,1.0,Debris Burning,25.654611,-80.512277,Mar,0,0.0,0.0,0.0,0.0,1994
10355,42067,5.0,Arson,34.63166667,-89.12,Mar,0,0.0,0.0,0.0,0.0,1992
10356,42068,20.0,Arson,33.393611,-86.280339,Nov,0,0.0,0.0,0.0,0.0,2005
10357,42069,39.0,Lightning,43.57027778,-115.7213889,Jul,1,26.19032258,4.103225806,29.51612903,0.0,2000
10358,42072,1.5,Accidental,33.3192,-110.502,Apr,0,0.0,0.0,0.0,0.0,1998
10359,42078,59.2,Lightning,43.18543,-116.09931,Oct,0,0.0,0.0,0.0,0.0,1999
10360,42095,3.0,Lightning,43.3616,-106.2689,Jul,0,0.0,0.0,0.0,0.0,2000
10361,42101,2.5,Lightning,35.110803000000004,-106.6119,Sep,2,22.334,2.202040816,42.53061224,0.0,2009
10362,42110,2.0,Accidental,33.3334,-110.4673,Jun,0,0.0,0.0,0.0,0.0,1993
10363,42112,2.0,Accidental,46.3936,-100.601,Apr,0,0.0,0.0,0.0,0.0,2002
10364,42126,4.0,Arson,38.74166667,-82.53805556,Mar,0,0.0,0.0,0.0,0.0,2002
10365,42135,1.98,Debris Burning,31.48602236,-83.41811475,Apr,0,0.0,0.0,0.0,0.0,2012
10366,42138,2.0,Utilities,36.69632,-85.27311999999999,Apr,0,0.0,0.0,0.0,0.0,2009
10367,42148,19941.0,Lightning,45.22027778,-114.43805559999998,Jul,110,21.48805621,1.378819119,46.50822755,0.0,2007
10368,42158,1.0,Utilities,25.7647,-80.4187,May,0,0.0,0.0,0.0,0.0,2011
10369,42164,14.5,Debris Burning,35.8566667,-87.6883333,Oct,0,0.0,0.0,0.0,0.0,2005
10370,42170,2.0,Utilities,43.5379,-116.0871,Oct,0,0.0,0.0,0.0,0.0,1998
10371,42172,2700.0,Utilities,30.00388889,-96.83805556,Sep,6,26.00235849,2.656839623,31.74761905,0.0,2011
10372,42173,1.75,Accidental,43.11343036,-77.55618665,May,0,0.0,0.0,0.0,0.0,2005
10373,42176,60.0,Lightning,36.2833,-113.2174,Jun,1,27.6,5.108333333,76.70833333,0.0,1994
10374,42179,0.7,Debris Burning,35.17633333,-82.47601667,Apr,0,0.0,0.0,0.0,0.0,2013
10375,42183,100.0,Debris Burning,33.183334,-79.599998,Mar,0,0.0,0.0,0.0,0.0,2011
10376,42188,10.0,Lightning,26.8051,-81.8719,Apr,0,0.0,0.0,0.0,0.0,2014
10377,42195,4.0,Debris Burning,36.4275,-105.5708,Feb,0,0.0,0.0,0.0,0.0,2000
10378,42201,1.5,Accidental,43.66083333,-85.98444444,Jun,0,0.0,0.0,0.0,0.0,2008
10379,42202,1.0,Lightning,36.56666667,-105.55,Jun,2,19.37826087,4.7239130430000005,31.06521739,0.0,1992
10380,42204,5.9,Utilities,45.2758,-101.7721,Sep,0,0.0,0.0,0.0,0.0,2009
10381,42211,1.0,Arson,34.83914251,-89.43075107,Feb,0,0.0,0.0,0.0,0.0,1992
10382,42212,10.0,Accidental,37.78,-94.82,Mar,0,0.0,0.0,0.0,0.0,2015
10383,42218,6.13,Debris Burning,31.02392266,-84.47110883,Feb,0,0.0,0.0,0.0,0.0,2011
10384,42225,197.0,Lightning,35.637778000000004,-115.666389,Sep,2,27.27058824,3.574509804,39.23529412,0.3,2006
10385,42226,1.0,Debris Burning,30.55166667,-94.40222222,Oct,0,0.0,0.0,0.0,0.0,2010
10386,42227,2.0,Lightning,33.92333333,-111.9811111,Aug,0,0.0,0.0,0.0,0.0,1996
10387,42231,2.0,Utilities,26.1698,-80.8545,May,0,0.0,0.0,0.0,0.0,2006
10388,42240,4.0,Arson,41.0268,-123.5667,Jun,0,0.0,0.0,0.0,0.0,2007
10389,42243,5.0,Debris Burning,36.9085,-84.9313,Nov,0,0.0,0.0,0.0,0.0,2015
10390,42246,1.5,Lightning,41.180367,-122.022667,Sep,0,0.0,0.0,0.0,0.0,2013
10391,42248,2.0,Debris Burning,35.72,-87.69,Feb,0,0.0,0.0,0.0,0.0,2005
10392,42250,5.0,Arson,32.54439261,-89.79745283,Sep,0,0.0,0.0,0.0,0.0,1997
10393,42260,40.0,Utilities,32.40186338,-89.21792826,Feb,0,0.0,0.0,0.0,0.0,1994
10394,42264,7.0,Debris Burning,33.859793,-86.55957099999999,Dec,0,0.0,0.0,0.0,0.0,2003
10395,42277,5.0,Arson,36.0208,-118.7965,Jul,0,0.0,0.0,0.0,0.0,1998
10396,42280,5.0,Accidental,33.024,-83.3567,Sep,0,0.0,0.0,0.0,0.0,1993
10397,42290,16.0,Lightning,46.62361111,-121.5497222,Aug,9,12.90555556,3.754248366,68.48803828,3.2,2003
10398,42303,23.6,Lightning,35.9164,-109.2187,Aug,0,0.0,0.0,0.0,0.0,2004
10399,42315,80.0,Arson,31.64107499,-89.77824321,Sep,0,0.0,0.0,0.0,0.0,1995
10400,42317,1.0,Lightning,31.10753333,-94.824,May,0,0.0,0.0,0.0,0.0,2011
10401,42321,1.8,Debris Burning,34.72948333,-84.81603611,Feb,0,0.0,0.0,0.0,0.0,2014
10402,42322,15.0,Arson,30.84592814,-89.44844088,Sep,0,0.0,0.0,0.0,0.0,2015
10403,42329,6.8,Arson,36.6994,-84.5364,Nov,1,11.58064516,0.0983606559999999,63.80392157,0.0,2005
10404,42332,2.0,Debris Burning,30.71611111,-88.94805556,Mar,2,21.47325581,4.018604651,81.56626506,0.0,2007
10405,42333,1.0,Arson,47.25,-95.567,Apr,0,0.0,0.0,0.0,0.0,1999
10406,42336,17.0,Arson,30.76980315,-88.56250917,Feb,0,0.0,0.0,0.0,0.0,1993
10407,42338,1.78,Debris Burning,34.7386,-85.031,Mar,0,0.0,0.0,0.0,0.0,1993
10408,42341,2.0,Lightning,43.9794,-112.3147,Aug,0,0.0,0.0,0.0,0.0,2000
10409,42350,16.0,Debris Burning,38.72861111,-119.4308333,Jul,0,0.0,0.0,0.0,0.0,1999
10410,42351,1.0,Lightning,29.11777778,-81.57916667,May,0,0.0,0.0,0.0,0.0,1999
10411,42354,577.0,Arson,41.29166667,-123.5583333,Jul,37,13.01119082,1.811286844,87.93898305,3.4,2013
10412,42355,43.3,Lightning,31.07172222,-82.1345,May,0,0.0,0.0,0.0,0.0,2015
10413,42369,84.0,Utilities,33.493320000000004,-92.97455,Oct,0,0.0,0.0,0.0,0.0,2011
10414,42370,16.6,Arson,35.925,-96.6986,Jan,0,0.0,0.0,0.0,0.0,2008
