,fire_name,fire_size,stat_cause_descr,latitude,longitude,state,discovery_month,putout_time,year
7097,LINDEN - 625,4.0,Lightning,32.56221667,-94.46426667,TX,Sep,1 days 00:00:00.000000000,2011
7098,MT EMMA,1350.0,Lightning,36.2966,-113.1644,AZ,Jun,18 days 00:00:00.000000000,1999
7099,CIGARETTE ROCK,2271.0,Lightning,47.38861111,-112.8697222,MT,Sep,10 days 00:00:00.000000000,2006
7100,NULATO R N,20.0,Lightning,66.8033,-158.2372,AK,Jul,1 days 00:00:00.000000000,2005
7101,WILLOW  (31),10.0,Lightning,27.7392,-80.5895,FL,Apr,0,2015
7102,COTTON BALES,1.0,Equipment Use,30.10683333,-98.90983333,TX,Apr,2 days 00:00:00.000000000,2015
7103,NORWOOD,4.0,Arson,45.723,-96.7476,SD,Apr,0,2004
7104,TRAILHEAD,500.0,Equipment Use,33.5,-111.3216667,AZ,Jun,2 days 00:00:00.000000000,1993
7105,FY2015-LONG-015,5.1,Debris Burning,31.79972222,-81.74972222,GA,Dec,0,2014
7106,GOLF COURSE,2.5,Miscellaneous,35.3681,-119.5033,CA,Jul,0,2011
7107,BARN,1.0,Miscellaneous,36.138691,-118.808222,CA,Jul,0,2014
7108,105,5.0,Smoking,37.84,-94.77,KS,Mar,0,2015
7109,SOUTH VOTLER,1.0,Lightning,45.52638889,-113.9433333,ID,Jul,1 days 00:00:00.000000000,2006
7110,CEDAR KNOL,2.0,Lightning,38.44614,-112.60374,UT,Jul,1 days 00:00:00.000000000,2002
7111,JESUS SAVES,16.0,Arson,35.7133,-94.5342,OK,Feb,1 days 00:00:00.000000000,2011
7112,C4WF2,1.0,Debris Burning,33.1333333,-83.7666667,GA,Apr,0,2002
7113,PANTHER ROAD,3.0,Equipment Use,39.06014515,-79.23880204,WV,Mar,0,2015
7114,COBRA,1.0,Debris Burning,43.17528,-102.63672,SD,Sep,0,2014
7115,PRONG,1150.0,Lightning,40.6833,-107.934,CO,Jul,4 days 00:00:00.000000000,1994
7116,10018,5.0,Arson,34.31666667,-95.68816668,OK,Jan,0,2009
7117,BLOSSBURG,1.0,Missing/Undefined,46.62922,-112.32436,MT,Sep,1 days 00:00:00.000000000,1994
7118,331668,1.0,Lightning,67.1329,-147.986,AK,Jul,0,1993
7119,215 AVE,1.0,Miscellaneous,25.59628,-80.522006,FL,Mar,0,1994
7120,FY2002-CATOOSA-041,0.65,Debris Burning,34.8758,-85.0323,GA,Dec,0,2001
7121,BEAN TWO WFU,7.0,Lightning,37.56666667,-108.44,CO,Jul,2 days 00:00:00.000000000,1998
7122,CLEAR,4317.0,Lightning,41.86666667,-121.125,CA,Jul,2 days 00:00:00.000000000,2001
7123,20169,2.0,Arson,34.68596668,-94.98474998,OK,Aug,0,2010
7124,HWY 299  E/ BLACK RANCH R,1.0,Arson,40.890117,-121.6501,CA,Jun,0,2013
7125,FY2012-EMANUEL-058,11.0,Debris Burning,32.76856612,-82.13541831,GA,Mar,0,2012
7126,EMERSON ROAD FIRE,0.6,Miscellaneous,43.76695,-90.00806,WI,Apr,0,2014
7127,GREEN,1065.0,Lightning,43.35694444,-109.8563889,WY,Aug,88 days 00:00:00.000000000,2013
7128,FLAT TOP,40.0,Lightning,32.13065,-104.5838,NM,Jun,6 days 00:00:00.000000000,2003
7129,1.32014E+12,10.0,Debris Burning,33.86592069,-89.29593974,MS,Mar,0,2014
7130,SANOSTEE2,2.0,Lightning,36.4,-109.084,AZ,Jul,1 days 00:00:00.000000000,1996
7131,EYE FIRE,2.0,Lightning,41.480303,-112.000831,UT,Jun,0,2011
7132,LEVY/CHUNKY POND FIRE,53.0,Equipment Use,29.4142,-82.6287,FL,Dec,0,2010
7133,310,1.0,Debris Burning,39.41,-96.74,KS,Nov,0,2015
7134,COPLEY TRACE,12.0,Equipment Use,37.97493349,-82.25418822,WV,May,0,2014
7135,30250,3.0,Arson,35.81204999,-94.91204999,OK,Apr,0,2011
7136,SE MAGNUM,1.0,Children,48.1203,-105.2022,MT,Mar,0,2002
7137,SPRING,2470.0,Lightning,40.298,-117.7479,NV,Jun,4 days 00:00:00.000000000,1996
7138,SNAG CITY,21.0,Arson,33.56111111,-85.70083333,AL,Oct,1 days 00:00:00.000000000,2003
7139,BSFMU STEELE,29.0,Lightning,41.90194444,-121.98555559999998,CA,Sep,0,1999
7140,PLEASANT VIEW RD.,2.0,Children,38.02210447,-81.07189165,WV,Jan,0,1999
7141,MAXWELL,4.0,Lightning,45.66527778,-108.0377778,MT,Aug,1 days 00:00:00.000000000,2003
7142,RAPTOR,1.0,Lightning,44.3855556,-115.725278,ID,Aug,3 days 00:00:00.000000000,2010
7143,FY2012-ATKINSON-019,2.4,Debris Burning,31.18722352,-83.01493969,GA,Feb,0,2012
7144,TEMBLOR,3.0,Lightning,35.1,-119.6343,CA,Jul,0,1996
7145,NUBBINS RIDGE,2.0,Arson,37.45236454,-81.12590703,WV,Nov,0,2001
7146,FASHBY,1.0,Campfire,39.50685757,-78.74637474,WV,Feb,0,2004
7147,9039,1.0,Debris Burning,30.79715,-94.10928333,TX,Mar,0,2013
7148,HAY CREEK,1.0,Lightning,46.1758,-106.1911,MT,Jul,3 days 00:00:00.000000000,2006
7149,MUD SPRING,40.0,Lightning,41.2999,-117.8176,NV,Sep,1 days 00:00:00.000000000,1996
7150,FRIENDLY,69060.0,Lightning,30.475,-82.395,FL,May,20 days 00:00:00.000000000,1999
7151,COUNTY LINE (22),341.7,Lightning,26.94,-81.5412,FL,Apr,0,2014
7152,RYAN,40.0,Lightning,34.0667,-116.21754,CA,Aug,1 days 00:00:00.000000000,1996
7153,6011,13.0,Debris Burning,32.72631667,-94.64713333,TX,Jan,0,2015
7154,SCOTT PV15,15.0,Miscellaneous,26.1976,-98.3705,TX,Mar,0,2002
7155,RENEKE,1.6,Campfire,35.22194444,-112.1397222,AZ,May,1 days 00:00:00.000000000,2001
7156,DOG VALLEY PEAK,217.0,Lightning,38.66666667,-112.5416667,UT,Jul,2 days 00:00:00.000000000,1996
7157,STAPPER FIRE,130.0,Lightning,30.42283333,-101.6416667,TX,Jun,4 days 00:00:00.000000000,2011
7158,THREET,5.0,Arson,39.936181,-122.09345,CA,May,0,1999
7159,CRANE SPGS,4.0,Lightning,40.4999,-115.8676,NV,Jul,1 days 00:00:00.000000000,1994
7160,3,40.0,Debris Burning,38.94,-96.64,KS,Jan,0,2015
7161,6048,9.0,Miscellaneous,32.29846667,-94.55398333,TX,Mar,0,2013
7162,LIZZIE SPR,600.0,Debris Burning,41.0005,-109.0268,WY,Oct,5 days 00:00:00.000000000,1996
7163,MUD,14.8,Lightning,34.2125,-109.7763889,AZ,Aug,41 days 00:00:00.000000000,2011
7164,DRYCOULEE,1.0,Lightning,47.575,-108.246,MT,Aug,1 days 00:00:00.000000000,2000
7165,118650-02222-02202015-1158,1.0,Debris Burning,38.3741,-93.8018,MO,Feb,0,2015
7166,NICKELS,4.0,Lightning,48.0211,-106.1322,MT,Jul,0,2008
7167,CHIMNEY 3,3.5,Arson,36.0172,-118.824917,CA,Jul,0,2013
7168,AMERICAN PEAT,3.0,Equipment Use,35.659,-76.545,NC,Dec,0,2006
7169,105,4.0,Arson,48.0383,-99.0369,ND,Apr,0,2008
7170,JOYCE,0.8,Miscellaneous,48.8361,-99.8328,ND,Apr,0,2012
7171,SULPHER SPRINGS FIRE,55.0,Debris Burning,37.042,-84.500999,KY,Oct,1 days 00:00:00.000000000,2014
7172,UXO AREA,24.0,Miscellaneous,40.44,-76.57,PA,Mar,0,2012
7173,CHARLIE HOLLOW,6.0,Miscellaneous,37.9777,-82.7094,KY,Sep,0,2010
7174,FY2012-CATOOSA-011,2.7,Children,34.88106747,-85.15907776,GA,May,0,2012
7175,LIL TURDS,2.0,Lightning,43.0531,-102.5633,SD,Aug,0,2009
7176,FY2016-BAKER-003,1.4,Debris Burning,31.16473056,-84.49439444,GA,Dec,0,2015
7177,DEL99,10.0,Miscellaneous,39.355,-122.189,CA,Aug,0,2003
7178,HARPER,3.0,Debris Burning,32.26833333,-89.575,MS,Feb,0,1996
7179,NO VEGETABLES,4.1,Campfire,44.6539,-101.8806,SD,Apr,0,2015
7180,SASSE,220.0,Debris Burning,43.1311,-102.3336,SD,Apr,1 days 00:00:00.000000000,2006
7181,BLACKWATER,1.0,Miscellaneous,33.0001,-111.634,AZ,Sep,0,1992
7182,ORR,2.0,Arson,35.057990000000004,-98.46202,OK,Sep,0,2011
7183,TUNNEL HOLLOW,23.0,Campfire,38.3105556,-79.1897222,VA,Mar,0,2010
7184,KRESBACH THREAT,3.0,Debris Burning,47.22277778,-95.78611111,MN,Apr,0,2010
7185,SPURGEON,15.5,Miscellaneous,36.4405,-96.1378,OK,Mar,0,2010
7186,1261 ETHIER RD,1.0,Children,46.32464,-120.78052,WA,Jun,0,2012
7187,TYPHOID,0.8,Campfire,38.0711,-113.7283,UT,May,2 days 00:00:00.000000000,2008
7188,POND LILY,2.0,Miscellaneous,37.54166667,-119.1041667,CA,Aug,2 days 00:00:00.000000000,2011
7189,FY2011-PIKE-020,1.47,Miscellaneous,33.03034538,-84.33826077,GA,Jun,0,2011
7190,HOLLY CREEK,1.0,Miscellaneous,34.81305556,-84.70111111,GA,May,0,2007
7191,163,1.0,Debris Burning,38.29,-97.64,KS,Mar,0,2015
7192,GABRIEL,1.0,Children,34.15833333,-117.89166670000002,CA,Sep,0,1998
7193,JC,0.8,Campfire,38.56092,-109.59467,UT,Jun,0,2008
7194,MOUNTAIN,5.0,Lightning,36.6261,-114.1858,NV,Jul,0,2006
7195,INWOOD,1.2,Children,39.3409749,-78.09271784,WV,Mar,0,1995
7196,MCCOY,107.0,Lightning,40.1172,-117.6064,NV,May,1 days 00:00:00.000000000,2006
7197,DUCK CREEK,29.0,Lightning,44.77361111,-111.1438889,MT,Jul,3 days 00:00:00.000000000,2000
7198,RIVER FIRE,492.0,Miscellaneous,35.03444444,-114.6361111,AZ,Jun,9 days 00:00:00.000000000,2003
7199,FY2012-WILKES-016,6.1,Debris Burning,33.6448836,-82.60381640000001,GA,Mar,0,2012
7200,RUSTAD LAKE NORTH,15.0,Arson,46.979,-96.213,MN,May,0,2014
7201,WASHINGTON,0.6,Lightning,46.69166667,-115.575,ID,Aug,0,1996
7202,FLEMING MILL ROAD #2,5.0,Lightning,36.46035,-77.99845,NC,Jul,0,2012
7203,COVE VIEW,0.8,Missing/Undefined,38.7354,-112.115197,UT,Aug,0,2012
7204,FY2001-MCINTOSH-089,15.5,Children,31.515,-81.3746,GA,May,0,2001
7205,RATTLE  SNAKE FIRE,1.0,Equipment Use,25.8937,-80.3874,FL,Mar,1 days 00:00:00.000000000,2011
7206,COON,40.0,Smoking,34.19166667,-109.6466667,AZ,Oct,0,1998
7207,UNGALIKTHIUK,2.0,Lightning,59.1,-160.12,AK,Jun,29 days 00:00:00.000000000,2015
7208,SOUTH,10.8,Missing/Undefined,36.0411,-118.869233,CA,Jun,0,2012
7209,LUCAS,5.0,Debris Burning,42.9511,-108.9476,WY,May,0,2006
7210,THORPE ROAD,1.4,Miscellaneous,47.6205,-117.4464,WA,Sep,11 days 00:00:00.000000000,2014
7211,CREEK,1234.0,Miscellaneous,40.373406,-120.728697,CA,Jul,10 days 00:00:00.000000000,2006
7212,FY2014-DOUGHERTY-004,1.12,Debris Burning,31.50925,-84.00685,GA,Mar,0,2014
7213,CUT FENCE,1.2,Debris Burning,48.8242,-99.8772,ND,May,0,2008
7214,TOM FOLLEY,25.0,Arson,43.6482,-123.522,OR,Sep,0,2014
7215,LOCKHART,1.5,Arson,37.865633,-120.439164,CA,Nov,0,2005
7216,SCHULTZ LAKE,1.0,Equipment Use,43.80138889,-85.84,MI,Jul,0,2001
7217,SENIOR#2,1.0,Arson,41.0499,-123.6845,CA,Aug,0,1996
7218,215 AVE,18.0,Miscellaneous,25.621282,-80.542007,FL,Jun,0,1997
7219,GET HOME,1.5,Arson,46.3789,-100.5876,ND,Apr,1 days 00:00:00.000000000,2004
7220,31,5.0,Debris Burning,38.29,-97.27,KS,Mar,0,2015
7221,MARY RONAN,4.5,Missing/Undefined,47.93538,-114.34527,MT,Aug,18 days 00:00:00.000000000,1998
7222,PLT #1,0.8,Miscellaneous,45.9741,-91.346,WI,Apr,0,2004
7223,FOUR LANE,53.0,Equipment Use,37.06166667,-119.45166670000002,CA,Oct,1 days 00:00:00.000000000,1992
7224,MEDICINE ROCK #1,5.0,Missing/Undefined,46.9393,-112.19921,MT,Jun,1 days 00:00:00.000000000,1993
7225,PRINCE,1.0,Debris Burning,31.45400047,-109.7334976,AZ,Jan,0,2012
7226,CONWAY,2.5,Miscellaneous,34.7658,-96.5169,OK,Mar,0,2006
7227,FY2011-TREUTLEN-089,30.0,Debris Burning,32.39487664,-82.56767447,GA,Mar,0,2011
7228,A1307010,80.0,Arson,42.0753,-96.3644,NE,Mar,0,2007
7229,WATKINS,1200.0,Lightning,48.85,-108.0507,MT,May,0,1992
7230,LEWIS-KEMP CIRCLE,1.4,Missing/Undefined,36.42283333,-81.53513333,NC,Feb,0,2011
7231,DANIEL LANE,2.2,Debris Burning,35.9532,-89.38601700000001,TN,Oct,0,2010
7232,FY2014-RICHMOND-029,0.66,Debris Burning,33.40548056,-82.04899722,GA,Apr,0,2014
7233,FY2013-CARROLL-008,1.6,Lightning,33.43808611,-85.27662778,GA,Jul,0,2012
7234,RL366,15.0,Arson,48.1761,-95.5872,MN,Aug,0,2006
7235,DRY BREAD HOLLOW,1.0,Campfire,41.40222222,-111.5405556,UT,Jun,0,2001
7236,MARTIN,10.0,Miscellaneous,33.35888889,-97.6525,TX,Aug,1 days 00:00:00.000000000,2003
7237,LINDSLEY PLACE,108.0,Debris Burning,35.2545,-87.547067,TN,Apr,0,2014
7238,FY2013-WORTH-019,1.16,Debris Burning,31.52747222,-83.77665,GA,Mar,0,2013
7239,BADGER,1.47,Arson,36.95444439999999,-92.9519444,MO,Nov,0,2010
7240,FAY,2.1,Lightning,35.40361111,-111.99944440000002,AZ,Jul,4 days 00:00:00.000000000,2006
7241,HEART CLCH,15.0,Lightning,44.4499,-116.7177,ID,Jun,1 days 00:00:00.000000000,1992
7242,VUNDIK LAK,267.0,Lightning,67.388,-143.7635,AK,Jun,38 days 00:00:00.000000000,2004
7243,MILL CREEK #2,20.0,Railroad,35.6497222,-82.26138890000001,NC,Apr,0,2010
7244,3,400.0,Miscellaneous,39.22,-96.18,KS,Mar,0,2015
7245,RATTLESNK,30.0,Miscellaneous,42.9899,-115.7643,ID,Jun,0,1997
7246,RICHARDSON ROAD,2.0,Debris Burning,36.4233,-79.73383333,NC,Mar,0,2014
7247,GOAT LADY,7.0,Arson,33.30194444,-86.04666667,AL,Mar,1 days 00:00:00.000000000,2002
7248,EASTMANS,25.0,Arson,45.6097,-96.9781,SD,Mar,0,2003
7249,RANSACK,2.3,Equipment Use,45.53166667,-113.9891667,ID,Jul,1 days 00:00:00.000000000,2011
7250,1760 DOGTOWN ROAD,1.0,Debris Burning,39.47932235,-79.80010279,WV,Apr,0,2014
7251,91 BOULDER FLATS,2.2,Arson,42.9092,-108.8153,WY,Aug,0,2011
7252,IAQUA,5.8,Missing/Undefined,40.67119,-123.89999,CA,Sep,0,2014
7253,FY2000-CRISP-071,1.68,Children,31.9786,-83.794,GA,May,0,2000
7254,FISH TRAP,80.0,Lightning,31.0475,-86.74138889,AL,Jun,0,2006
7255,1,1.0,Arson,47.9247,-99.2053,ND,Apr,0,2009
7256,PLAINS,2.0,Miscellaneous,40.479086,-122.206789,CA,Sep,0,2006
7257,FY2002-EARLY-022,2.15,Debris Burning,31.2933,-85.07600000000001,GA,Oct,0,2001
7258,HIWAY,3.0,Arson,34.06166667,-107.0683333,NM,Sep,0,1997
7259,ANDERSON,1.0,Equipment Use,43.3122,-100.4704,SD,Jul,0,1999
7260,BLOODY,10.0,Lightning,33.565,-109.9839,AZ,Jul,0,2005
7261,HENDERSON - 090,1.0,Children,31.6275,-94.80194444,TX,Apr,0,2011
7262,RYGEB,3.0,Lightning,47.2486,-108.4104,MT,Jul,1 days 00:00:00.000000000,2003
7263,WYKOFF RUN,352.0,Arson,41.23917,-78.17667,PA,May,0,2013
7264,FAIRGROUNDS,2.1,Equipment Use,39.481022,-110.782157,UT,Apr,1 days 00:00:00.000000000,2010
7265,HARRISBURG FIRE,264.0,Arson,30.98944444,-93.90194444,TX,Jun,0,2009
7266,OR21,14.0,Smoking,42.1167,-96.367,NE,Nov,0,1999
7267,GOLD,4.0,Lightning,35.86888889,-118.4175,CA,Jul,2 days 00:00:00.000000000,2003
7268,NEW BRITTON HWY,1.0,Debris Burning,34.24166667,-78.66166667,NC,Mar,0,2012
7269,NELSON,2.0,Miscellaneous,35.7181,-114.7064,NV,Jun,2 days 00:00:00.000000000,2014
7270,FY2000-GILMER-034,2.02,Debris Burning,34.7385,-84.5733,GA,Mar,0,2000
7271,1.41201E+13,4.0,Campfire,34.57925745,-88.26615770000001,MS,Mar,0,2014
7272,FY2014-SCREVEN-011,0.89,Debris Burning,32.94388889,-81.59555556,GA,Feb,0,2014
7273,WOODWARD,5.5,Equipment Use,45.1086,-101.5824,SD,Jun,0,2002
7274,SKY RANCH,2.0,Miscellaneous,37.0828,-113.3081,UT,Jul,1 days 00:00:00.000000000,2010
7275,SHIELDS,5.0,Missing/Undefined,36.777917,-120.7211,CA,Apr,0,2013
7276,BULL,2.0,Debris Burning,33.54333333,-85.68333333,AL,Oct,0,1998
7277,FY2012-CHARLTON-026,24.7,Debris Burning,30.49626771,-82.20978235,GA,Mar,0,2012
7278,VILLAGE,129730.0,Lightning,43.33972222,-115.4997222,ID,Aug,1 days 00:00:00.000000000,2013
7279,MCMANN,0.6,Miscellaneous,44.34811,-108.91517,WY,May,0,2012
7280,CAN,1.0,Debris Burning,26.53833333,-99.09777778,TX,Jul,1 days 00:00:00.000000000,2004
7281,THREE MILE CREEK,5.0,Campfire,37.86944444,-112.5122222,UT,Jun,1 days 00:00:00.000000000,2000
7282,FY2011-MONROE-016,1.1,Debris Burning,33.00869723,-83.81811278,GA,Feb,0,2011
7283,TWO BEAR RANCH,4.6,Debris Burning,48.4217,-114.4215,MT,May,0,2011
7284,MAIZE,4.0,Arson,33.15014,-111.81077,AZ,Jun,0,2009
7285,FY2012-GILMER-009,1.5,Debris Burning,34.74639419,-84.485326,GA,Mar,0,2012
7286,FISH CAMP,10.0,Arson,31.50333333,-88.765,MS,Apr,0,1996
7287,EDISON,1.0,Debris Burning,37.31176942,-81.15404321,WV,Mar,0,2000
7288,MEADOW CREEK,2.0,Campfire,39.57166667,-106.1086111,CO,Jul,1 days 00:00:00.000000000,2005
7289,RAILROAD,1.0,Children,34.17333333,-109.8883333,AZ,Jun,1 days 00:00:00.000000000,1995
7290,PHEASENT,80.0,Smoking,36.6667,-106.0839,NM,Jun,0,1998
7291,BRAZIL,5.0,Equipment Use,45.605217,-112.445983,MT,Jul,1 days 00:00:00.000000000,2011
7292,FOURTEEN,1.0,Equipment Use,34.48611111,-118.2866667,CA,Jun,0,2012
7293,TRASH DUMP,2.0,Debris Burning,43.0075,-102.5483,SD,Mar,0,2009
7294,CORRAL,12500.0,Lightning,40.875,-120.875,CA,Jun,14 days 00:00:00.000000000,2008
7295,TEJON,13.0,Miscellaneous,34.45,-117.70194440000002,CA,Jun,0,2012
7296,SCOTT,3.0,Smoking,33.7668,-104.5339,NM,Mar,0,1992
7297,INDIAN FLATS,1.0,Lightning,46.81888889,-111.6297222,MT,Jul,0,2005
7298,1482,49.0,Arson,37.18916667,-83.48888889,KY,Dec,7 days 00:00:00.000000000,2012
7299,KLIKITARIK,7680.0,Lightning,63.3167,-161.5,AK,Jun,3 days 00:00:00.000000000,2015
7300,BALLARD,20.0,Debris Burning,47.0666,-95.9003,MN,Apr,0,1999
7301,PINECREST LN 475,35.0,Powerline,35.028267,-88.9039,TN,Feb,0,2015
7302,TURKEY,2.0,Lightning,34.22666667,-107.67,NM,Jun,0,1998
7303,BISHOP LANE,6.32,Miscellaneous,45.571740000000005,-87.9052,WI,Apr,0,2009
7304,15TH STREET(01),1.0,Miscellaneous,29.6758,-82.3052,FL,May,0,2015
7305,GREY ROCK,17.0,Miscellaneous,40.70527778,-105.29666670000002,CO,Mar,4 days 00:00:00.000000000,2011
7306,FY2000-MILLER-085,11.44,Debris Burning,31.1561,-84.8347,GA,Jun,0,2000
7307,BURKE,50.0,Missing/Undefined,39.072653,-123.172254,CA,Jul,1 days 00:00:00.000000000,2010
7308,SICK COW (47) ,9.0,Lightning,27.2657,-80.6815,FL,May,14 days 00:00:00.000000000,2011
7309,BUD,2.0,Powerline,43.5197,-102.0875,SD,Nov,0,2008
7310,PINEY CRK,5.0,Lightning,43.945,-106.8806,WY,Aug,5 days 00:00:00.000000000,2003
7311,FY2002-DOUGHERTY-012,1.8,Campfire,31.5844,-84.2364,GA,Nov,0,2001
7312,POWELL HOOKS,1.0,Missing/Undefined,35.61253333,-78.01608333,NC,Jan,0,2011
7313,RED LAKE 109,1.5,Arson,47.8711,-94.8905,MN,Mar,0,2012
7314,WILLOW,5.0,Debris Burning,40.1277,-108.3026,CO,May,0,2000
7315,FY2000-CALHOUN-032,3.27,Debris Burning,31.4817,-84.6772,GA,Jun,0,2000
7316,CAT,30.0,Lightning,38.7225,-78.53055556,VA,Mar,3 days 00:00:00.000000000,2000
7317,NADINE ROAD,15.0,Equipment Use,32.6252,-103.1267,NM,Sep,0,2009
7318,MCNARY,5.0,Lightning,34.29861111,-112.51555559999998,AZ,Aug,1 days 00:00:00.000000000,2000
7319,FY2011-WORTH-065,5.0,Debris Burning,31.43483786,-83.84392999,GA,Mar,0,2011
7320,RED LAKE 145,3.0,Miscellaneous,47.8586,-94.9161,MN,Apr,0,2012
7321,HAY,47.0,Miscellaneous,34.9489,-114.6186,CA,Sep,5 days 00:00:00.000000000,2007
7322,MAHANOY RIDGE #1,1.25,Debris Burning,40.44222,-77.10528000000001,PA,Mar,0,2013
7323,STRAW,3.5,Equipment Use,45.8906,-100.8044,SD,May,0,2015
7324,BECKY,2.0,Lightning,40.0585,-114.4636,NV,Aug,0,1997
7325,NARROWS,1.0,Campfire,34.55,-85.26666667,GA,Mar,0,1996
7326,SOUTH FORK,111.2,Lightning,67.0422,-150.1933,AK,Jun,14 days 00:00:00.000000000,2005
7327,DOG PATCH,2.5,Equipment Use,45.0222,-101.1143,SD,May,0,2007
7328,DERRICK,1.0,Equipment Use,36.3042,-120.383561,CA,Jul,0,2003
7329,PALOVERDE3,2.0,Debris Burning,32.3667,-112.0007,AZ,May,0,1995
7330,FY2014-DODGE-045,4.8,Lightning,32.15429167,-82.92791389,GA,May,0,2014
7331,DURHAM-DAYTON HWY / OROVI,1.0,Equipment Use,39.646112,-121.725469,CA,Aug,0,2014
7332,FY2013-JONES-014,0.9,Debris Burning,33.03502778,-83.537825,GA,Mar,0,2013
7333,STUBBLE,70.0,Arson,48.8239,-100.0297,ND,May,0,2013
7334,WRIVERCAN2,50.0,Railroad,43.5166,-108.1673,WY,Aug,0,1993
7335,UNION,0.9,Lightning,42.91861111,-122.39,OR,Jul,1 days 00:00:00.000000000,2009
7336,OR-BFZ-2174,3.0,Lightning,43.88083333,-119.1472222,OR,Jul,5 days 00:00:00.000000000,2004
7337,GRECHEN LN  ROMO,1.0,Debris Burning,33.768453,-117.14723,CA,Nov,0,2014
7338,4MCEMETERY,16.0,Miscellaneous,34.9014,-96.52,OK,Feb,0,2006
7339,MARTIN CREEK,2.0,Lightning,42.95777778,-110.6919444,WY,Jul,4 days 00:00:00.000000000,2000
7340,TRAIL7,1.9,Miscellaneous,37.49,-90.97527778,MO,Apr,1 days 00:00:00.000000000,2015
7341,MAINTENANCE,1.0,Arson,48.8142,-99.8458,ND,Apr,0,2007
7342,FY2013-BARTOW-004,103.0,Lightning,34.27351944,-84.6657,GA,Jul,0,2012
7343,GIBSON,2.3,Debris Burning,35.011866999999995,-86.39613299999999,TN,Jan,0,2014
7344,"827 S 3RD AVENUE, AL",38.0,Equipment Use,33.8435828,-87.2769107,AL,Jan,0,2011
7345,RIVER,0.8,Lightning,47.566,-114.3332,MT,Jul,1 days 00:00:00.000000000,2012
7346,ENTERPRISE FIRE,1.5,Equipment Use,43.92667,-122.94861000000002,OR,Sep,0,2012
7347,CRNR BAR,1.2,Fireworks,41.9514,-116.1331,NV,Jul,0,2005
7348,457,3.0,Debris Burning,31.02433351,-89.82099605,MS,Sep,0,2015
7349,STONEY RUN,1.0,Campfire,38.96743061,-80.25960339,WV,Mar,0,2002
7350,SKI HILL,50.0,Debris Burning,44.46916667,-114.33305559999998,ID,Oct,2 days 00:00:00.000000000,1999
7351,MILE POST 84,1.0,Missing/Undefined,44.20181,-106.23631,WY,Sep,0,2014
7352,SPUR,20.0,Equipment Use,37.70611111,-119.7669444,CA,Oct,0,2012
7353,SLEEPER,7.0,Lightning,37.00305556,-80.99805556,VA,May,0,2001
7354,GAR/FOWLER,1.0,Lightning,45.3667,-67.4994,ME,Sep,0,1995
7355,FY2002-POLK-081,4.0,Arson,34.0359,-85.148,GA,Feb,0,2002
7356,FLOWERS LANE,10.0,Lightning,35.385,-79.268333,NC,Apr,0,2015
7357,CAREFREE,2.5,Equipment Use,33.8267,-112.3714,AZ,Jun,1 days 00:00:00.000000000,2010
7358,MEDICINE LODGE,90.0,Lightning,44.9011,-113.0125,MT,Jul,3 days 00:00:00.000000000,2013
7359,BUDDY ROAD (67),3.0,Miscellaneous,30.7163,-85.573,FL,May,0,2011
7360,REECE,1.0,Miscellaneous,36.216,-80.68743333,NC,Sep,0,2013
7361,6222,5.0,Miscellaneous,32.7475,-94.29866667,TX,Aug,0,2013
7362,4024,17.64,Debris Burning,30.63598333,-95.91915,TX,Sep,0,2015
7363,SCHELL,45.0,Lightning,38.7666,-114.6675,NV,Aug,2 days 00:00:00.000000000,1996
7364,FORD,10.0,Lightning,33.3268,-105.1322,NM,Jun,0,1994
7365,JAKES MOUNTAIN,2.5,Lightning,48.13083333,-116.26583329999998,ID,Aug,5 days 00:00:00.000000000,2014
7366,CEDAR LANE (66),1.5,Equipment Use,30.703000000000003,-85.8764,FL,Nov,0,2014
7367,WINDMILL,260.0,Arson,29.58333333,-94.51666667,TX,Oct,0,1992
7368,KATE BULLOCK,11.0,Lightning,36.4125,-78.44,NC,Jul,2 days 00:00:00.000000000,2010
7369,FOXTROTTER,17.0,Arson,36.71694444,-92.78388889,MO,Oct,0,1999
7370,SARASOAP,7.0,Miscellaneous,35.7325,-94.5855,OK,Nov,0,2005
7371,TGU SPRING,11.0,Miscellaneous,40.3931,-122.1347,CA,Aug,0,2010
7372,BRISCO MT,4.3,Missing/Undefined,41.1731,-74.9269,PA,May,0,2010
7373,LOWER ROCK,3.0,Equipment Use,42.7544,-112.2325,ID,Jul,0,2001
7374,POLE SHED,1.0,Smoking,35.68301667,-79.03323333,NC,Nov,0,2012
7375,20261,45.0,Debris Burning,34.90324999,-94.67381668,OK,Nov,0,2010
7376,SLEEPER,0.8,Campfire,44.26861,-89.73778,WI,Jul,0,2015
7377,ANTELOPE,56.3,Lightning,38.38712,-113.25673,UT,Jul,2 days 00:00:00.000000000,2000
7378,SECTION 10 BRIDGE,1.4,Miscellaneous,46.0486,-89.9842,WI,May,0,2006
7379,BROWN,1.5,Children,33.3501,-110.484,AZ,May,0,1992
7380,BOOTH,0.8,Miscellaneous,34.0053,-114.4127,AZ,Jan,0,2001
7381,DRY CANYON,4.0,Lightning,39.45,-108.8673,CO,Sep,2 days 00:00:00.000000000,1994
7382,RL121,1.0,Debris Burning,47.8677,-95.0242,MN,Apr,0,1999
7383,MARTIN HILL,4.0,Equipment Use,39.825,-78.52389000000001,PA,Apr,0,2012
