,fire_name,discovery_month,putout_time,year
3421,RAILROAD,Nov,18,1999
3423,FY2012-CRISP-027,Mar,0,2012
3424,CASTLE RCK,Sep,0,1995
3432,FY2015-LOWNDES-003,Aug,0,2014
3435,PERKINS,Aug,2,2004
3439,PEABODY,Jul,0,1995
3444,WILDCAT TRAIL,Sep,2,2010
3446,FY2013-BROOKS-027,Mar,0,2013
3447,GRAY,Jun,0,2001
3465,CLEAR FORK,Mar,3,2000
3472,ALTHOUSE,May,1,2002
3476,FORBES TRAIL (58),Sep,0,2014
3487,HUNGRY,Jul,3,2006
3491,1262,May,0,2015
3493,FY2012-BUTTS-007,Jan,0,2012
3509,THOMAS,Sep,0,2013
3511,868,Oct,0,2015
3512,VALLEY,Jul,0,2005
3516,NE300013A,Jan,0,2014
3517,LARABEE /,Aug,1,1995
3519,LITTLE CANE CREEK FIRE,Nov,0,2011
3521,VIRGINIA,Mar,0,2000
3528,POWER,May,0,1993
3529,RD07-09,Dec,3,2006
3531,KORB 1 FIRE,Jun,0,2013
3537,WALKER,Mar,0,2015
3538,BIG BRANCH,Nov,0,2015
3542,10303,Nov,0,2012
3543,FY2014-LUMPKIN-020,Mar,0,2014
3544,COUCH,Apr,0,2015
3547,RODEO,Aug,1,1996
3548,WOODS,Aug,0,2012
3549,SELLECK,Sep,1,2000
3551,POSEY HOLLOW 2,Apr,0,2013
3554,ALDER,Feb,0,2012
3555,CRUMB HOLLOW,Oct,0,2001
3566,ORCHARD ADDITION,Feb,0,2001
3576,E WILLIAMS,Sep,0,2005
3606,SIXTEEN BOXES,Apr,0,2015
3610,CORPORATION 98,Aug,1,1998
3612,RL 128,May,0,2013
3618,REICHE,May,0,2013
3619,ONEIDA FARMS,Apr,0,2012
3620,RED TAIL,Jun,0,2013
3631,ERSOLE (38),Jun,0,2011
3641,DUMP,Feb,0,2005
3643,HORSE CREEK,Jun,2,2006
3648,MIESTER,Feb,0,2006
3663,D-5 SPRING,May,0,2003
3666,UNKNOWN,Nov,0,2013
3670,FLOW THOMAS FIRE,Feb,0,2011
3671,THORNBUTTE,Aug,1,1996
3679,FY2011-CARROLL-024,Feb,0,2011
3709,PATRICIA L DANIEL,Feb,0,2009
3710,FY2011-MCINTOSH-081,Jun,0,2011
3721,7.92014E+12,Jan,0,2014
3723,162 CAR,Oct,0,2000
3728,WEAVER ROAD,May,1,2009
3735,HOUND,Nov,0,1997
3736,MEADOW FORK,Mar,0,2014
3739,LOWE,Jan,0,2013
3740,STAR,Aug,0,2001
3747,MOOSE,Aug,1,2003
3750,RL122,Apr,0,1999
3751,STATE GAME LANDS,Apr,0,2012
3763,BEAVER CREEK #7,Jul,0,2007
3767,SCHRIENER,Aug,7,2008
3770,MAIN,Apr,0,2008
3775,L H DITCH,Mar,0,2006
3776,MOOSE TWO,Jul,2,2014
3780,HECK # 9,Jun,1,2015
3783,HILLSIDE LANE,Feb,0,2012
3784,HANG DOG,Jul,0,2006
3785,SAW 2,Apr,6,2009
3791,FISHER VALLEY ROAD FIRE 2,Apr,0,2015
3793,DUSTDEVIL,Jun,0,1998
3796,HOUSE ROAD,Apr,152,2015
3798,ADAMS,Jun,4,2008
3807,650 FIRE,Oct,1,2010
3816,GRIZZLY RIDGE,Jul,1,2007
3819,FIELDS,Aug,0,2003
3824,E 22ND ST / SAMPSON ST,Sep,0,2013
3839,SHAVER RD,Sep,0,2011
3843,NORTH CASH CREEK,Jul,0,2008
3845,UPPER KINKAID,Jul,2,2014
3851,LIVINGSTON - 7,Jan,0,2009
3852,FY2011-CHATTOOGA-064,Mar,1,2011
3853,RL240,Apr,0,2002
3869,WHITES LAKE 1,Oct,0,2012
3872,LEGACY (53) **,Mar,0,2012
3876,BUNKER HILL HGTS,Nov,0,2001
3878,HEADSET,Aug,0,2011
3881,RODEO CRK,Aug,3,2001
3883,SANDDUNE 1,Jul,0,1995
3887,POINTSPRNG,Aug,0,1993
3915,GRANDMA'S,Jun,1,1996
3923,PINEY CREEK,Nov,1,2003
3926,POOL HOUSE,Apr,0,2013
3929,WESTWOOD,Jun,0,2005
3938,PRIMESTAR,Feb,0,2010
3939,FY2003-HENRY-009,Sep,0,2002
3940,WYMAN,Aug,3,2002
3949,CLOVERDALE,Aug,0,2013
3957,MILE POST,Jun,0,1992
3962,10336,Nov,0,2010
3964,SHAMROCK,Jan,0,2006
3966,FIVE,Jul,0,1999
3982,A1304015,Apr,0,2004
3987,FY2012-MILLER-004,Aug,0,2011
3989,FY2014-WILCOX-008,Mar,0,2014
3996,BIKE,Aug,1,2015
4000,FY2002-MCINTOSH-034,Mar,0,2002
4002,STATE,Nov,0,1998
4013,FOSTER CREEK,Jun,15,2014
4015,2.92014E+12,Nov,0,2014
4017,CARIBOU,Sep,13,2012
4021,SHADY GROVE(21),Jun,0,2015
4022,LIVINGSTON - 580,Jun,0,2011
4036,CR 204  (55),May,0,2012
4038,RIVERSIDE FIRE,Apr,0,2015
4055,71,Mar,0,2015
4057,JALEPENO,Dec,0,2005
4060,PAUL,May,0,2015
4064,BROOKLYN BAY (10),Feb,0,2013
4073,197TH,Jan,0,1992
4074,KELSO,Jul,0,2003
4075,CLE4694353,Mar,0,2014
4077,ARCH CREEK,Aug,0,2015
4078,KIOWA UNIT 34-3,Aug,0,2009
4084,KELSO,Oct,1,2013
4090,SCOUT,Mar,0,2003
4097,9021,Jan,0,2014
4109,HWY 77 AND NW 150TH,Jul,1,2012
4112,MINERAL CREEK,Aug,2,2002
4115,RIVERTON,Aug,1,2010
4116,097 LOOP,Aug,0,2011
4117,FIREBOX,Jun,0,2000
4119,TEEC NOS POS,Oct,0,2015
4129,RAINBOW,Jun,9,1999
4130,ROLAND,Jun,0,2007
4134,ELECTRA,Aug,0,2006
4138,FY2011-POLK-076,Feb,0,2011
4144,DUETTE RD. (41),Jul,0,2012
4147,HORSESHOE FIRE,Apr,1,2005
4149,STOMPING,Jul,1,2001
4151,MARCOOT CHARCOAL #3,Jul,0,1999
4155,FY2012-TAYLOR-005,Aug,0,2011
4156,SOUTHTWIN,Apr,0,2003
4161,TAG RIVER3,Jul,10,2002
4164,EASEMENT,Mar,0,1996
4176,BROWN,May,7,1999
4178,WORK ALOT,Aug,0,2011
4180,1.09201E+13,Feb,0,2014
4183,POPHER CREEK,Oct,2,2003
4185,8101,Oct,0,2015
4186,1.09202E+13,Feb,0,2015
4208,KEEBLE PIT,Apr,0,2001
4214,"WILLIE POWELL RD, AL",Mar,0,2011
4217,15-0001,Jan,0,2015
4218,FBI 2 FIRE,Apr,3,2007
4222,WATER TANK,Jan,0,2000
4224,DAVE,Jul,5,2000
4226,THREE LINKS,Jul,91,2007
4235,FY2011-LUMPKIN-040,Mar,0,2011
4237,FLINT,Jul,0,2010
4241,SWIFT RIVER,Jul,4,2013
4243,DEVIL,Jun,1,2008
4244,NORTH OTTER,May,0,2007
4261,FY2002-GILMER-020,Nov,0,2001
4262,CHASE,Jun,0,1998
4269,LOBATO,Jun,2,2008
4274,3 K PUMPHS,Jul,0,2002
4294,8.92015E+12,Jan,0,2015
4309,ANDERSON BEND2,Nov,1,2012
4318,RIVER,May,2,1997
4319,BORADER 25,Jul,0,2007
4320,CABIN,Nov,0,1993
4322,VOLCANO,Jun,0,1992
4334,MELTING FENCE,Jan,0,2014
4336,58-TRILLIUM FIRE-0355,Nov,0,2010
4341,BEAR,Jun,0,2003
4342,OPIE,Mar,3,2006
4351,CEMETARY,Jun,0,1993
4354,BUCKS BR.,Jan,0,2005
4357,HOT ASH FIRE,Jan,0,2013
4362,SCALES,Jun,0,2008
4364,182ND AVE (42),Nov,0,2012
4367,ASH,Sep,12,2008
4371,SEPTIC SPRAY III,Nov,0,2012
4386,CAT BRANCH,Jul,0,1998
4392,HALFMOON 16,Apr,9,2013
4399,FY2013-TWIGGS-027,Feb,0,2013
4414,30315,Apr,0,2010
4415,FY2012-TAYLOR-028,Feb,0,2012
4416,OLDSMOBILE,Mar,1,2010
4420,YAK,Jul,4,2013
4423,ASSIST 6,Aug,5,1996
4436,PITTMAN,Jun,1,2000
4440,HESPERIA,Aug,0,2006
4444,848,Oct,0,2015
4453,PHEASANT,May,0,2015
4460,TWO ANGELS,Jul,0,2006
4462,WHITES FERRY ROAD,Apr,0,2014
4464,NARROWS,Aug,4,2012
4467,WEST CREEK,Apr,0,2011
4469,WESTERN,Apr,0,2006
4470,PIPKIN2,Feb,0,1992
4483,APACHE,Jun,0,2011
4491,FY2013-HALL-006,Nov,0,2012
4497,FY2001-MCINTOSH-073,Apr,0,2001
4505,SW CR 100A (04),Mar,0,2015
4512,10215,Sep,1,2010
4513,FY2002-UPSON-095,Apr,0,2002
4514,DUDLEY DRIVE,Mar,0,2001
4516,FY2015-POLK-003,Aug,0,2014
4520,JACKSON 2,Aug,3,1998
4521,70TH (11),Aug,0,2015
4528,SHE BEAR MOUNTAIN,Jun,6,2002
4531,MISSAUKEE 08 - WEST FALMOUTH,Jul,0,2012
4537,HALLOWEEN,Oct,0,1999
4538,BARKER,Apr,0,2012
4541,INDIANA,Aug,1,2002
4545,B AND C FIRE,Jul,0,2014
4547,NO NAME 160,Nov,0,2006
4556,STAMPEDE,Apr,6,2014
4557,ML26,May,0,2000
4563,ASK FIRST,Mar,10,2009
4564,MICHELLES RIDGE,Apr,0,1998
4568,ITALIAN SPRINGS,Jul,2,2009
4569,RL 049,May,0,2013
4582,GRAHAM,Apr,13,2015
4585,ROAD,May,2,1993
4590,WEST TOLAR,Jun,0,2011
4594,MONTEREY,Aug,0,2010
4595,ANTONE,Jul,47,1996
4596,BLOCK D,Sep,1,2015
4599,SNOWY,Apr,0,2008
4601,LITTLE CAT,Jul,1,2014
4604,GREASY CREEK,Jan,0,2014
4605,PRATT SANDHILLS,Apr,0,2008
4608,FY2011-MCDUFFIE-043,Jun,0,2011
4611,HAUSER,Jul,2,2005
4616,FY2011-BARTOW-044,Feb,0,2011
4620,FY2012-OGLETHORPE-023,Apr,0,2012
4622,DOE CREEK,Jul,0,2001
4625,EAGLE POINT,Apr,0,2009
4634,RIZZI,Jun,1,2010
4640,A-10,Mar,1,2002
4646,MS1815,Apr,0,1997
4662,SIGN CREEK,Aug,31,2000
4678,ROMAN,Jul,0,2012
4698,JONES 2,Aug,1,2013
4709,GOLD STRIKE,Nov,0,2009
4718,6115,Aug,0,2015
4721,ALESSANDRO,Mar,1,2007
4722,06-12-ANDERSON STREET FIRE-0882,Apr,0,2011
4726,FY2011-TREUTLEN-103,May,0,2011
4727,POWDER HOUSE CANYON,Jun,3,2015
4729,UNNAMED FIRE 0363,Oct,0,1998
4732,2520,Dec,0,2007
4733,OTA 217,Jul,0,2011
4735,133,Apr,0,2007
4736,SABRE,Jul,0,2006
4737,BOAT DOCKS,Jul,0,1995
4739,BRUSH VALLEY ROAD FIRE,Apr,0,2015
4745,30528,Dec,0,2011
4747,MESQUITE,Sep,2,2006
4750,COTTONWOOD CREEK,Oct,2,2011
4752,GULL LAKE,Apr,0,2009
4758,FIVE KIDS,Jul,0,2008
4771,CRESTVIEW,Jun,1,2007
4772,OIL CREEK,Aug,2,2008
4773,ASPEN,Jun,28,2003
4792,LOOKOUT TOWER ROAD,Mar,0,2010
4793,CRANBERRY ROAD FIRE,May,0,2015
4801,HULL DRAW,May,0,2012
4807,BLACK EGG,Mar,0,2013
4808,POWERLINE FIRE(03),May,0,2014
4809,BUNYAN POINT,Sep,55,2000
4813,ANGLE FIRE 3/22/14,Mar,0,2014
4814,LAVA,Aug,0,2003
4816,SHEKLUKSHU,Jul,10,1997
4821,STEAMBOAT,Sep,1,1994
4829,NOT QUITE,Feb,0,2007
4835,20223,Feb,0,2009
4838,WOODEN TOWER,Dec,3,2006
4866,RL352,May,0,2005
4868,FY2011-CLAYTON-004,Feb,0,2011
4872,2 LAZY 2,Oct,0,2010
4878,STRIKE,Jun,0,2002
4880,RL164,May,0,2008
4881,KEITH,May,0,1992
4903,CANYON,Jun,0,2004
4904,KEMMER,Mar,0,2009
4906,CAMP,Jul,2,1994
4916,HOTTLE FIRE,Jul,0,2011
4924,QUAKY HAVENS,Oct,1,2001
4925,MURDICK FIRE,Apr,0,2002
4929,ROONEY HOLLOW,Apr,0,2005
4930,COSTILLO,Jun,0,2000
4934,LITTLE BEAVER,Jan,3,2015
4939,"HWY 99 / CR 27, AL",Feb,0,2011
4941,STATEHOUSE JR.,Aug,0,2011
4942,FY2012-MCDUFFIE-029,Mar,0,2012
4945,FY2002-POLK-063,Dec,0,2001
4946,BAKERSFIELD,Feb,0,2011
4948,FY2011-WHEELER-066,Mar,0,2011
4949,DEERHORN,Sep,16,2008
4952,FY2002-BARTOW-049,Nov,0,2001
4955,DOG TOWN 1,Jul,0,2001
4960,FY2012-BEN HILL-032,Mar,0,2012
4964,SAWMILL,Jul,108,2007
4965,GOOSE 2,Jan,0,1998
4967,JOHNSON,Mar,0,2014
4973,LOST PRAIRIE NORTH,Jun,1,1992
4977,DAM,Apr,0,2005
4980,RAMER SELMER RD,Oct,0,2015
4986,ABRAMS VIEWS,Nov,0,2012
4988,HOEFER FIRE,Oct,0,2014
4990,COPPER,Apr,5,2002
4992,UNITY,Mar,0,1998
5007,FATHERS DAY,Jun,0,2012
5013,FY2002-FLOYD-016,Oct,0,2001
5015,LIMEKILN,Jun,1,1995
5026,JONES RD. 1,Jul,0,2010
5030,OREGON,Oct,0,1999
5034,SOUTH TRAIL II,Aug,2,2000
5040,POST MOUNTAIN,Mar,0,2013
5041,"OLD STAGE RD., AL",Jun,1,2011
5044,NORTH ROCK CREEK,Apr,0,2014
5052,FY2013-LANIER-009,Feb,0,2013
5070,TIGER CREEK,Feb,2,2005
5075,30499,Mar,0,2009
5083,7069,Aug,0,2013
5095,SALVAGE,Feb,0,2008
5102,R3,Mar,0,1995
5113,SPARL PLUG,Mar,0,2015
5119,GONZALES,May,0,1995
5138,BECKY,Aug,1,2000
5140,AIRPORT,Jun,0,2007
5144,FY2014-RICHMOND-007,Oct,0,2013
5158,9.32014E+12,Mar,0,2014
5164,EAST,Aug,2,1996
5167,AXON ROAD,Apr,0,1997
5174,LAIDLOW,Aug,15,1998
5178,FY2011-GLYNN-028,May,0,2011
5190,RL522,Apr,0,2003
5192,MILEPOST 7,Jun,0,2013
5196,ALDERS,Jun,0,2002
5213,103,Apr,0,2007
5218,PRESTON,Sep,3,1996
5221,FY2012-PEACH-016,Mar,0,2012
5231,FATHER'S DAY 03,Jun,4,2003
5236,EAST POINT,Jul,1,2010
5245,FY2001-TAYLOR-006,Aug,0,2000
5247,STATE,Nov,0,2001
5258,OAK 38,May,0,2013
5259,LENNY,Mar,0,1998
5264,FY2003-POLK-016,Aug,0,2002
5269,BOWL CREEK,Aug,2,2000
5284,ISHKOTEN,Jul,1,2012
5287,FISH LAKE,Aug,39,2000
5290,FY2014-LONG-003,Feb,0,2014
5294,1290,Sep,0,2015
5303,CHARLES,Jun,0,2013
5306,FY2001-MUSCOGEE-003,Jul,0,2000
5311,MAUI,Nov,3,2005
5312,GREENER PASTURE  (06),Apr,0,2011
5319,FY2002-DECATUR-058,Feb,0,2002
5324,FY2011-LONG-080,Mar,0,2011
5325,GOODE1,Jan,0,2000
5330,FY2001-BLECKLEY-048,Feb,0,2001
5332,101-4,Jul,1,1996
5351,SHILOH RD,Apr,0,2010
5359,OUTDOORSMAN FIRE,Mar,0,2011
5361,958,Sep,1,2006
5364,UTAH HILL,Jun,3,2005
5370,HENDERSON - 120,Apr,0,2009
5371,SONOMA,Jul,0,1994
5377,9290-SOUTH,Jul,0,1992
5380,CADDO,Mar,0,2006
5383,MARCELL,Apr,0,2007
5389,FY2002-EARLY-051,Feb,0,2002
5390,STATE,Jul,0,2004
5399,FILLY,Jul,93,2000
5408,BORDER PNF 04-02,Jul,17,1997
5409,TONEY BUTTE,Jul,50,2014
5410,BATTLE,Jul,2,2005
5411,1.61202E+13,Feb,1,2015
5412,TIPTON,Mar,0,2012
5416,"31197 HWY 431, AL",Feb,0,2011
5419,HOG RUN,Nov,0,1999
5430,LONGROCK,Aug,0,2001
5434,GOOSE LAKE SUBSTATIO,Jun,0,2011
5437,TOPAUM,Oct,0,2005
5443,REVEL,Mar,0,2010
5445,UNKNOWN,Mar,0,2013
5455,EMIGRATION I,Jul,6,2000
5467,192ND ROAD (61),Mar,0,2013
5474,6,Jan,0,2015
5483,LAKE POINT RD (32),Mar,0,2015
5484,FIRST CANYON,Aug,3,2006
5487,EMPTY,Apr,0,2014
5489,S.HUBBUTTE,Aug,1,1995
5501,STABLE,Oct,1,2008
5512,POWERLINE ROW,Mar,0,1999
5514,MM-162,Jun,1,2014
5525,WILDHORSE #2,Nov,0,1995
5527,18,Mar,0,2015
5536,ELLIS,Mar,0,1993
5544,BLUE RIDGE,Apr,0,2005
5551,LINDEN - 634,Sep,0,2011
5553,FY2011-CANDLER-057,Mar,0,2011
5555,FY2011-WORTH-055,Feb,0,2011
5560,SE 16 AVE(01),Jun,0,2012
5571,RL268,Apr,0,2006
5573,EASTLAND RD 8646,Mar,0,2009
5576,RL 024,Mar,0,2015
5593,14 TWO,Sep,0,1999
5597,CUTTER,Jun,0,1994
5598,CIPV MILL,Jun,1,2006
5603,KEINTZ,Apr,0,2002
5604,162ND ROAD (61),Jan,0,2013
5608,ROSE #5,Jan,0,1997
5610,COALDALE,Nov,0,1993
5611,NOON,Oct,0,2003
5617,ROSEBUD/CUSTER COMPLEX,Aug,3,1995
5618,FY2011-IRWIN-052,Feb,0,2011
5634,CREEDS CROSSING,Nov,0,2011
5636,1.41202E+13,Jan,0,2015
5645,YOCUM,Mar,0,2011
5660,TWIN BUTTE,Apr,0,2000
5675,LIVINGSTON - 227,Aug,0,2009
5678,POWERLINE,Jun,0,1999
5680,ROUTE 340 BY-PASS,Nov,0,2001
5682,ZOAR RIDGE,Mar,0,2003
5686,BLUE SPRIN,Aug,1,1996
5692,HEART BREAK (O6),May,0,2010
5697,STERLING,Jun,3,2015
5702,RATTLESNAKE,Jun,5,2000
5708,CUMBERLAND,Jun,0,2012
5711,BEAR CREEK PNF,Jul,0,1997
5713,IX,Jul,1,2012
5721,TRUEMAN #3,Apr,0,2012
5732,CAMAS CRK,Jul,0,2005
5738,GOLD BRICK FIRE,Mar,1,2008
5748,FY2014-EMANUEL-010,Nov,0,2013
5752,BLACK,Sep,5,2010
5755,POPLAR FLATS FIRE,Oct,0,2008
5758,SCHOOL,Jul,1,2000
5763,EASTER,Apr,0,2012
5764,ROUNGBOTTOM,Apr,3,1999
5768,SOUTH SUMMIT,May,2,2013
5769,BUCK LN,Apr,0,2013
5770,30314,Jul,0,2012
5773,930,Feb,0,2015
5781,FY2011-WILKINSON-017,Feb,0,2011
5792,ENAS,May,0,1992
5799,CORRAL,Aug,3,2013
5819,FY2002-BRANTLEY-036,Feb,0,2002
5820,ALTAPASS,Mar,1,2013
5826,FY2002-CLAY-007,Jan,0,2002
5827,CHEVRON,Jun,0,2000
5828,SANTAN,Jul,0,1993
5831,TH1706,Apr,0,1996
5832,FRITZ SPUR,Aug,1,1999
5851,1.41201E+13,Jan,0,2014
5859,POLE FIRE,Sep,0,1998
5860,FY2012-TROUP-005,Oct,0,2011
5866,GRINDER,Jun,0,2001
5871,HORSESHOE,Mar,0,2012
5875,FOUR TRACK,Oct,0,2006
5881,FAWN TRAIL,May,0,2014
5882,FY2001-LUMPKIN-030,Jan,0,2001
5890,FIRST,Mar,0,1997
5893,FY2014-COLUMBIA-006,Jan,0,2014
5915,FY2002-MILLER-037,Feb,0,2002
5920,SYCAMORE,Nov,0,2013
5923,BOHANNON,Jul,80,2007
5925,WHITE,Jul,0,2002
5928,LAKE ROAD,Jul,0,2001
5931,201536,Oct,0,2015
5940,WARP,Sep,4,2002
5945,FIRST AVENUE (11),Jun,0,2011
5949,WW SOUTH,Jun,0,1999
5953,OTA 23,Aug,0,2007
5956,CASWELL,May,0,1993
5961,CLA20330809,Jun,0,2014
5966,KRAMER,May,0,2013
5971,ANGUS,Sep,0,2012
5976,WATTS,Apr,0,2009
5977,COYOTE 1,Sep,1,1995
5978,BIG CREEK WF,Feb,1,2009
5980,SALT CREEK MARSH,Feb,7,2006
5991,ROAD 10 HALF,Jul,0,2014
6001,RAILROAD,Mar,0,2006
6009,CRATER,May,1,2013
6012,NEWELL PRONG,Aug,2,2015
6022,MITCHELL CREEK,Apr,0,2015
6028,CROW CREEK,Aug,1,2007
6029,BENNETT CANYON,Jul,0,2000
6040,WEST MILFORD,Mar,0,1999
6043,SHANG,Jul,0,2012
6055,HILLS,Apr,0,1996
6056,BUSH,Jul,1,2009
6060,CAVERN,Jul,0,1994
6065,MOORE,Jul,1,2006
6071,EDDYVILLE,Feb,0,2004
6075,158 BLUE SKY,Jul,0,2015
6080,KING,Jul,0,2005
6083,TMCOMPLEX2,Apr,0,1999
6090,FLAT ROCK,Nov,0,2010
6096,BFE 1,Jan,0,2006
6098,BUCK,Mar,0,2009
6104,SOUTH MARVINE,Jul,28,2003
6111,BLUE MTN,Aug,3,2000
6114,AIRPORT,Feb,1,2002
6117,LOWER EDNA,Apr,0,2013
6119,7024,Feb,0,2015
6121,3 BALE,Aug,0,2013
6123,BUCK LAKE,Mar,2,1999
6125,PINE RIDGE,Jul,2,2009
6126,BEAUTY HILL 2,Oct,0,2011
6130,FY2001-MILLER-022,Jan,0,2001
6136,FY2013-WAYNE-025,Feb,0,2013
6137,MULTIPLE START,May,0,2011
6140,PINEGROVE 1,May,3,2013
6141,CASTLE,Jul,2,2002
6143,LOST,Jul,0,2008
6151,RT. 94,Mar,0,1995
6159,1201 WINAWAY #2,Jun,1,2012
6160,COAL 2,Mar,0,2012
6166,COAL,Aug,0,2005
6180,J & M FIRE,Feb,0,2012
6186,129895-02810-10252015-1607,Oct,0,2015
6187,DEE'S FIRE,Jul,2,2011
6188,LAUREL LANE FIRE,May,0,2010
6189,CEDAR VALLEY,Sep,1,2010
6199,EUCALYPTUS,Jun,0,1996
6203,CEMETERY,Oct,1,1993
6205,FY2002-DOOLY-029,Mar,0,2002
6208,FY2015-SCHLEY-006,Apr,0,2015
6211,LICK BRANCH,Mar,0,2013
6215,FY2013-HARALSON-041,Nov,0,2012
6217,FY2016-MARION-003,Jul,0,2015
6227,PITCHING MACHINE FIRE,Mar,0,2010
6247,HAYFIELD  (47),May,0,2015
6249,OLD FILSON,Aug,1,1999
6256,LINDEN - 53,Mar,0,2011
6261,BLUE MOUNTAIN,Aug,2,2009
6263,LAKE,Mar,3,2012
6266,COON HOLLOW,Feb,0,2011
6268,SICKLE,Jul,0,2006
6270,25 RD #2,Jul,0,1998
6279,FY2002-WHITFIELD-031,Feb,0,2002
6295,EC20079,Jan,0,2006
6296,WOODY'S,Mar,0,1992
6300,20144,May,0,2010
6302,FY2002-HALL-038,Feb,0,2002
6309,MCBEE,Jul,2,2007
6311,FAIRPLAINS SHINN ROAD,Apr,0,2014
6313,PORTER,Aug,1,2002
6330,A1306002,Apr,0,2006
6336,SHERWOOD LOOP FIRE,May,1,2006
6338,STARR,Mar,0,2005
6340,FLAT SPGS,Jun,0,1992
6342,SOUTHFORK,Aug,0,2012
6345,CABIN CREEK,Aug,2,1996
6346,FY2002-EARLY-002,Aug,0,2001
6352,DEAD COW FIRE,Sep,0,2010
6353,MARSHALL #2,Aug,0,2007
6355,222,Aug,0,2015
6362,BAYS MT,Apr,0,2011
6365,"SUGARCAMP, HUFF CREEK",Nov,1,2015
6367,LIVINGSTON - 192,Mar,0,2011
6370,SLOSSER RD,Apr,0,2008
6371,ROGER'S PASTURE,Jun,9,2008
6376,GLOW STICK(11),May,1,2011
6386,MILLIGAN,Dec,0,2002
6387,RL 240,Apr,0,2015
6389,LAST CHANCE RIDGE,Aug,4,2002
6393,KARNS #2,Nov,0,2005
6398,PHILLPS,May,0,1992
6417,HONEY LOCUST,Aug,0,2008
6419,20473,Nov,0,2009
6427,SPRING,Jan,0,2006
6429,FY2000-PULASKI-052,Feb,0,2000
6433,GRAYPOINT,Aug,4,1999
6442,HWY 4,Jul,20,2014
6445,J-O,Mar,3,2011
6448,HERRON RIV,Jun,50,2001
6457,COOKS,Sep,3,1999
6459,COAL CR,Mar,0,1994
6460,FISHER VALLEY ROAD FIRE,Apr,0,2015
6461,BORDER,Aug,1,2004
6467,COTTONWOOD,Aug,1,1996
6476,INDEPENDENCE,Jul,0,2011
6478,229,Jul,0,2008
6485,9.2014E+11,Jan,0,2014
6489,BOX,Mar,0,1999
6493,NORTH END,Mar,1,2003
6498,MORRISON,Jul,1,2007
6507,GROB LAKE,Jul,0,2006
6516,SANDOVAL,May,1,2003
6517,9.2014E+11,Mar,0,2014
6518,BARREL,Mar,0,1999
6519,FY2002-TAYLOR-035,Mar,0,2002
6520,LIVINGSTON - 732,Aug,0,2011
6524,SHAGGY,Jun,1,2001
6530,30118,Mar,0,2011
6532,TRAVIS CREEK,Aug,1,2003
6563,GANNETT 41,Aug,0,1993
6564,SET BOTH SIDES,Nov,0,2014
6574,KERLEY RD,Nov,1,2007
6575,SPUNKY,Apr,0,2007
6581,57 - SOYBEAN DR FIRE-0329,Feb,0,2011
6592,ROBINSON,Sep,1,2012
6594,OAK MTN.,Mar,0,2005
6597,ORDERVILLE,Oct,3,1992
6606,FY2013-BAKER-006,Dec,0,2012
6613,FY2015-MITCHELL-001,Jul,0,2014
6617,PERU,Aug,4,2001
6626,9.92014E+12,Mar,0,2014
6629,EDWARDS ROAD,Feb,0,2011
6636,BEAR,Jun,0,2004
6640,WANNA,Aug,0,2002
6641,M.JOESEPH,Jul,0,1996
6642,BOND,Apr,0,1997
6644,COAL CITY RAOD,Mar,0,1999
6651,CHURCH HILL,Jul,0,2009
6654,INDIAN WELL,Jul,2,2007
6655,FY2011-COLUMBIA-017,Jan,0,2011
6659,RL423,Apr,0,1999
6660,DRUMSPRING,Jun,0,1999
6669,EAST THOMPSON PEAK,Aug,4,2000
6672,MEREDITH,Jun,0,1993
6678,LINDEN - 700,Oct,0,2011
6682,10420,Aug,1,2011
6694,MCCAULEY,Jun,0,2001
6695,BULL RUN,Mar,0,2002
6700,F,Jul,0,1994
6701,WOOD TICK,May,0,2006
6704,WEST KILI,Apr,0,2005
6707,DEER STAND FIRE,Apr,0,2010
6709,DOF#175,Mar,0,2001
6710,70,Jul,0,2015
6714,430,Jul,1,2003
6719,SWITCHBACK,Jul,0,2012
6720,BANJO BRANCH,Jun,0,2010
6721,FERN (40),Jan,0,2012
6723,FARR,Sep,1,2007
6726,SOUTH SPRING,Jul,0,2009
6738,SCHOOL,Apr,0,1997
6740,JETPORT1N,May,1,2000
6741,BOURLAND,Jun,97,1993
6746,BEAVER,Jul,1,2003
6748,HWY 155 MM 73,Jul,5,2008
6757,BTU DOE 2,Aug,13,1999
6761,RICHMOND RIDGE 2,Aug,84,2015
6767,FY2013-BURKE-037,Feb,0,2013
6768,CLE10827143,Mar,0,2014
6771,OWL BRANCH # 3,Apr,2,2010
6776,LISMAN,Mar,0,2012
6790,RAILROAD FIRE,Sep,0,2005
6793,CEDAR,Oct,0,1998
6795,BERGER,Jul,0,2008
6798,POWERLINE 8,Mar,11,2011
6807,BLUNDELL,Aug,1,1998
6815,COPPER,Sep,5,1994
6832,MARK,May,0,2002
6841,CHEROKEE,Aug,0,2000
6846,CESSAMY,Feb,0,2009
6855,3MILE HILL,Sep,1,1992
6856,BORREGO,Jul,15,2010
6858,TURNER GULCH,Aug,1,2010
6872,CHALLENGER,Jul,0,1994
6885,5,Jan,0,2015
6892,EAGLE UNIT II,Jun,1,2010
6893,FY2012-SUMTER-042,Mar,0,2012
6898,20051,Mar,0,2012
6899,FY2000-DECATUR-085,Feb,0,2000
6901,HORSE.,Nov,5,2002
6906,MADERA,Aug,0,2015
