,fire_index,fire_size,fire_cause,latitude,longitude,discovery_month,putout_time,Temp_pre_15,Wind_pre_15,Hum_pre_15,Prec_pre_15,year
9314,37924,1.0,Lightning,40.7816,-115.5526,Jun,0,19.02139037,3.109383378,32.92761394,1.6,2004
9315,37926,3.0,Debris Burning,34.84674167,-85.57582778,Feb,0,-0.921537749,4.673333333,0.0,0.0,2014
9316,37927,1.0,Lightning,39.96666667,-111.4716667,Aug,0,23.93991228,2.502631579,35.94298246,0.0,1992
9317,37929,142.0,Accidental,35.3166,-118.4176,Aug,1,28.62741935,4.061290323,0.0,0.0,1993
9318,37931,3.0,Accidental,33.3167,-110.434,May,0,20.8158046,2.388314176,24.67816092,0.0,1993
9319,37935,59.13,Debris Burning,34.9272,-84.9494,Feb,0,2.188888889,2.508055556,65.28614458,0.0,2000
9320,37938,1.0,Arson,41.0617,-123.6842,Jun,1,12.09681979,2.382206406,87.95866142,0.0,2015
9321,37939,1.8,Arson,35.6789,-86.14676700000001,Mar,1,10.16414687,3.863066955,71.90604027,49.6,2011
9322,37940,2.2,Debris Burning,31.15673333,-83.71474722,Feb,0,9.777881041,2.269516729,66.55959137,0.0,2015
9323,37942,40.0,Debris Burning,33.09027778,-94.39944444,Apr,0,14.89807136,3.693056895,68.21405049,10.2,2009
9324,37944,1.0,Debris Burning,34.06154651,-89.37799061,Mar,0,14.18275862,3.2833333330000003,66.82163743,40.5,1992
9325,37955,16.1,Lightning,43.27308,-116.18978,Aug,0,23.95773672,2.989791183,29.09738717,0.0,2007
9326,37957,5.0,Arson,33.62365447,-90.00905777,Mar,0,11.11514286,2.633524355,65.19354839,0.0,1993
9327,37958,40.0,Utilities,32.03754448,-110.0893725,Apr,1,16.852702700000002,2.460810811,38.63063063,0.0,1992
9328,37960,2.0,Lightning,32.8175,-104.6914,Jul,1,23.05934718,5.454599407000001,71.62300319,0.0,2005
9329,37963,1.2,Lightning,34.17666667,-109.56,Aug,0,0.0,0.0,0.0,0.0,1994
9330,37967,4.0,Debris Burning,39.1375,-120.15416670000002,Nov,0,-1.822468793,1.302080444,76.76899225,13.7,2011
9331,37976,1.0,Lightning,45.8892,-100.5674,Jul,0,23.80438596,4.052850877,45.69517544,3.6,2006
9332,37994,1.0,Debris Burning,31.849486,-87.560897,Aug,0,0.0,0.0,0.0,0.0,2004
9333,37999,35.6,Debris Burning,36.8594,-94.865,Oct,4,15.88428975,1.191815616,69.29357798,0.0,2010
9334,38008,4.7,Lightning,44.0022222,-115.595556,Aug,3,12.24382022,1.4882022469999998,51.89235127,1.0,2010
9335,38013,7.0,Accidental,47.00277778,-121.8655556,Oct,4,10.64966741,2.689309577,78.4247191,18.8,2002
9336,38019,10.0,Lightning,40.9166,-121.1677,Aug,4,22.12545455,3.5163636360000003,33.21818182,1.0,1992
9337,38021,1.54,Arson,42.21114417,-75.07299021,Apr,0,5.994434137000001,3.784972171,59.65288462,225.9,2008
9338,38023,2.0,Accidental,45.67083333,-121.2427778,Aug,0,22.03435115,4.6305343510000005,46.91603053,0.0,1995
9339,38024,3.0,Utilities,36.946362,-85.52179699999999,Oct,0,18.56230122,0.905144995,68.90333717,0.0,2014
9340,38027,1082.0,Lightning,37.5642,-119.6703,Nov,40,12.23809524,3.233333333,31.57142857,0.0,2007
9341,38029,50.0,Debris Burning,34.46226871,-90.12094781,Mar,0,6.243055556,4.15,69.39884393,0.0,1993
9342,38035,12.0,Lightning,47.95,-108.634,Aug,1,20.81480447,3.096089385,41.08659218,0.0,1994
9343,38036,0.7,Lightning,35.77666667,-106.4333333,Jun,0,19.03333333,1.258888889,32.92222222,0.0,1997
9344,38041,1.8,Lightning,34.1767,-110.2773,Sep,1,22.67032967,3.568131868,43.71428571,39.6,1998
9345,38043,1.24,Arson,43.00037865,-73.8731943,Apr,0,6.997359155,3.928697183,58.55809859,89.6,2006
9346,38045,2.0,Lightning,31.2247,-85.0753,Jul,0,27.01994302,3.743874644,75.1661442,0.0,1996
9347,38046,2.0,Debris Burning,35.24505,-91.94749,Mar,0,9.631362007,3.20707635,77.02494331,55.5,2011
9348,38049,2.0,Debris Burning,48.0069,-94.7683,Apr,0,0.144612476,3.420982987,70.06048387,0.0,2003
9349,38059,34.0,Arson,46.49558,-120.57057,Oct,1,9.662440191,2.214354067,61.5645933,0.6,2013
9350,38061,2.0,Utilities,33.94,-116.8833333,Aug,0,29.10092593,3.732407407,41.61320755,0.0,1992
9351,38062,4.0,Arson,33.12988461,-89.17315059,Aug,0,26.96348315,1.688483146,80.2887538,0.0,1998
9352,38064,12.0,Utilities,38.23984885,-81.81328926,Apr,0,10.35443548,2.11391129,61.78157895,137.1,2004
9353,38068,2.0,Arson,32.50527507,-88.94704781,May,0,22.40119284,1.717693837,73.18715084,0.0,1998
9354,38069,2.5,Debris Burning,33.2987,-84.7305,Feb,0,0.0,0.0,0.0,0.0,2002
9355,38070,6.74,Debris Burning,34.18535833,-85.15802778,May,0,16.3693609,2.2212806030000003,75.27272727,72.3,2015
9356,38075,2.0,Utilities,32.62166667,-95.00555556,Jul,0,30.5826087,1.651859956,57.47045952,0.0,2011
9357,38079,2.0,Utilities,39.533061,-121.549411,May,0,0.0,0.0,0.0,0.0,2004
9358,38083,56.0,Utilities,48.2454,-118.1692,Jul,10,17.65454545,3.369230769,39.23076923,0.0,2001
9359,38085,3.0,Accidental,40.88821,-96.75539,Jul,0,26.51258427,5.1,65.80855856,42.6,2012
9360,38087,20.0,Arson,36.01381,-118.7881,Jun,0,22.42393321,2.833302412,42.75881262,0.0,2007
9361,38093,63.0,Utilities,39.83416667,-120.75,Jul,1,21.41333333,2.364166667,39.94166667,0.0,2002
9362,38097,35.82,Debris Burning,32.93683333,-82.05383333,Oct,0,20.59657407,1.333981481,77.42777778,0.0,2014
9363,38100,2.0,Debris Burning,32.3632,-95.22976667,Feb,0,9.589126214,3.4693203880000003,76.56122449,61.5,2012
9364,38107,1.25,Lightning,30.6924,-82.0596,Jul,0,26.73638889,2.801388889,78.20805369,222.4,1993
9365,38109,1.0,Accidental,34.116867,-117.18005,May,0,23.73611111,2.99255814,40.29439252,0.0,2014
9366,38120,3.1,Lightning,26.7693,-81.4203,Jun,0,25.78063063,3.105607477,76.28271028,63.8,2014
9367,38125,15.0,Utilities,41.6098,-120.398719,Jul,0,0.0,0.0,0.0,0.0,1998
9368,38126,1.0,Accidental,45.2666,-107.3673,Jul,0,27.37797619,3.769047619,30.24702381,0.0,2002
9369,38133,16.13,Arson,32.6303,-85.01,Feb,0,8.42425,2.745614035,59.86259542,62.3,2002
9370,38134,25.0,Arson,34.5544,-96.3058,Dec,0,2.8976,4.298663102,56.1233244,1.5,2005
9371,38142,12.0,Lightning,38.53611111,-119.65833329999998,Aug,3,16.15300546,2.375956284,43.63661202,0.0,2004
9372,38147,5.0,Debris Burning,30.28818069,-89.38708981,Oct,0,23.83100559,4.125139665,0.0,0.0,2014
9373,38151,3.0,Debris Burning,31.32333333,-83.02666667,Sep,0,26.40761374,1.346146704,74.31502890000002,0.0,2013
9374,38153,12.0,Debris Burning,47.44191289,-95.4190916,Apr,0,2.241666667,4.605740741,65.08953817,0.0,2014
9375,38159,3.0,Debris Burning,33.1501,-111.7824,Aug,0,0.0,0.0,0.0,0.0,1993
9376,38171,0.8,Lightning,37.82111111,-118.6863889,Aug,0,23.56565657,3.1391752580000003,31.11340206,0.0,2003
9377,38179,2.61,Debris Burning,31.4989,-84.6573,Mar,0,12.55203488,5.118658892,60.61946903,0.0,1996
9378,38186,15.0,Accidental,37.152,-84.348,Mar,0,1.881797235,3.797004608,61.56046512,15.8,2002
9379,38187,5.25,Debris Burning,33.8817,-85.2698,Apr,0,0.0,0.0,0.0,0.0,2002
9380,38188,0.8,Lightning,40.33833333,-123.3563889,Jun,3,12.31877323,3.088011152,84.69738652,0.0,2015
9381,38191,4.0,Utilities,34.859879,-82.785782,Jan,0,0.0,0.0,0.0,0.0,2014
9382,38196,2.0,Debris Burning,35.153940000000006,-93.32967,Oct,0,17.52969121,0.948693587,67.11414392,3.9,2011
9383,38200,2.25,Arson,41.37378424,-74.53925953,Apr,0,7.662576687,4.105230768999999,56.31629393,0.0,2003
9384,38201,1.0,Utilities,30.2576,-82.4838,Oct,0,18.06717593,1.169722222,0.0,0.0,2015
9385,38202,1.0,Debris Burning,39.54738493,-78.26038913,Apr,0,7.71065033,3.532516494,57.37588652,0.0,2013
9386,38204,1.0,Debris Burning,30.4279,-83.2988,Mar,0,16.428465799999998,2.030241187,82.65010799,36.6,2015
9387,38208,10.0,Lightning,44.2166,-116.5343,Aug,1,0.0,0.0,0.0,0.0,1994
9388,38209,5.0,Lightning,38.96833333,-105.385,Jun,2,0.0,0.0,0.0,0.0,1998
9389,38218,197.0,Lightning,45.44611111,-114.6163889,Sep,41,13.43089431,1.119241192,48.33062331,0.0,1999
9390,38223,5.0,Arson,27.6875,-82.4604,Mar,0,17.055621300000002,0.0,0.0,0.0,2013
9391,38224,3.0,Arson,33.89666667,-116.7616667,Jul,0,28.77142857,4.473076923,39.71,0.0,1996
9392,38242,5.2,Lightning,46.86916667,-110.8969444,Sep,8,19.47747685,2.849444444,0.0,0.0,2011
9393,38247,5.0,Arson,47.0958,-95.7925,Apr,0,6.131652661,4.610644258,69.40345821,0.0,2001
9394,38254,24.75,Accidental,31.96993417,-83.68225564,Jan,0,0.0,0.0,0.0,0.0,2011
9395,38260,1.0,Debris Burning,35.012283000000004,-87.0639,Sep,0,24.49875312,1.7325,63.2975,5.4,2010
9396,38267,5000.0,Debris Burning,38.44277778,-96.48222222,Apr,0,6.699017682000001,5.719723866,72.40695297,6.5,2011
9397,38269,10.0,Arson,31.15728042,-89.84468145,Dec,0,10.85770308,1.641736695,66.51820728,0.0,1993
9398,38271,4.1,Lightning,35.04694444,-111.47944440000002,Jul,30,18.65458515,1.830786026,68.06331878,113.6,2013
9399,38276,15.0,Lightning,33.50166667,-110.8333333,Aug,1,0.0,0.0,0.0,0.0,1995
9400,38277,0.7,Utilities,47.52416667,-116.5997222,Aug,1,21.4120603,3.21758794,48.80150754,3.0,2012
9401,38278,1.04,Arson,34.3784,-83.9918,Apr,0,14.16666667,3.520402299,61.04938272,85.0,2002
9402,38279,6.0,Debris Burning,32.36153457,-89.85742854,Aug,0,28.22686567,2.095273632,64.13965087,3.3,1999
9403,38283,4.0,Arson,34.3775,-97.8094,Aug,0,31.07116105,3.319850187,55.76029963,0.0,2006
9404,38289,21.0,Lightning,33.35093,-110.31565,Jul,0,26.66246719,3.591863517,57.69473684,12.6,2008
9405,38291,2.5,Lightning,30.78571667,-82.60953056,Jul,0,28.39660057,1.684041549,68.87912088,0.0,2014
9406,38292,48.0,Arson,31.239062,-88.031539,Jan,0,0.0,0.0,0.0,0.0,2003
9407,38296,3.49,Debris Burning,31.23775544,-82.4028778,Feb,0,14.97161779,1.596,71.52179034,0.0,2012
9408,38297,17.0,Arson,34.289423,-87.800885,Apr,0,0.0,0.0,0.0,0.0,2006
9409,38305,2.0,Accidental,45.51522046,-87.78962736,Oct,1,6.943539326000001,3.858988764,60.41011236,0.0,1993
9410,38308,2.0,Debris Burning,31.474416,-86.829051,Apr,0,0.0,0.0,0.0,0.0,2004
9411,38318,600.0,Lightning,45.4128,-107.6372,Aug,0,23.22386059,3.1563002680000003,31.82526882,0.0,2006
9412,38320,1.0,Arson,33.87725377,-89.78422312,Nov,0,13.27699115,3.356342183,74.88288288,0.0,1993
9413,38324,6.0,Debris Burning,40.741121,-111.356994,Apr,1,0.0,0.0,0.0,0.0,2010
9414,38328,72.0,Arson,34.90441486,-89.23997532,Mar,0,11.14,4.720555556,64.21597633,66.0,1996
9415,38334,0.7,Utilities,32.071151,-86.82998,Apr,0,0.0,0.0,0.0,0.0,2004
9416,38338,1.0,Lightning,41.725,-121.7283333,May,0,14.30756303,3.142577031,46.7535014,6.0,1992
9417,38342,30.45,Lightning,32.22230883,-83.03851264,May,0,23.09656453,2.009470752,58.02575107,0.0,2011
9418,38347,1.0,Lightning,35.2147,-109.0836,Jun,0,22.21424802,3.245118734,22.16886544,0.0,2008
9419,38349,15.0,Arson,35.05611111,-84.49888889,Mar,1,9.605189991,2.601482854,65.12163743,0.0,2008
9420,38356,6.0,Debris Burning,35.97843,-91.39646,Aug,0,25.22284123,2.021840149,55.77480916,1.3,2012
9421,38357,2.0,Debris Burning,47.65472222,-94.59888889,May,0,5.78551532,4.049767874,63.27575758,0.0,2011
9422,38360,31.0,Arson,30.9763588,-89.53629079999999,Feb,0,10.47977528,3.218539326,77.95505618,0.0,1992
9423,38362,18.0,Lightning,34.92194444,-120.0519444,Aug,1,12.0,0.0,94.0,0.0,2008
9424,38369,6.0,Arson,32.00895314,-89.81522609,Sep,0,27.3470024,2.313669065,67.52784504,13.2,1999
9425,38374,8.5,Lightning,33.37138889,-109.0186111,Jun,5,27.70413223,4.108815427,14.5785124,1.5,2006
9426,38378,1.0,Debris Burning,45.74045195,-93.62088713,Apr,0,11.74166667,3.832037037,73.62788462,0.0,2012
9427,38382,3.6,Utilities,41.60758,-87.28408,Apr,1,3.757166667,4.652086811,64.48907563,0.0,2014
9428,38385,1.5,Debris Burning,41.09,-88.729722,Nov,0,10.88175047,5.309439252,59.23446328,0.0,2010
9429,38388,3.0,Lightning,35.38166667,-111.4522222,Aug,11,19.04314607,1.974592075,58.28400955,69.8,2011
9430,38389,100.0,Lightning,41.1939,-109.2265,Jun,3,18.40057637,2.863112392,43.5,3.5,2000
9431,38396,0.6,Debris Burning,35.30694444,-108.4772222,Jul,1,22.15289673,2.929471033,45.86363636,29.7,2011
9432,38397,20.0,Debris Burning,40.357495,-109.346566,Apr,2,6.131421446,3.144638404,46.03241895,3.3,2010
9433,38400,5.0,Arson,47.9708,-99.0962,Nov,0,6.07082153,6.253197674,56.42657343,0.0,1999
9434,38401,2.0,Arson,30.7881653,-88.51196462,Jan,0,0.0,0.0,0.0,0.0,1993
9435,38402,8.0,Accidental,37.2186,-108.6757,Jul,0,22.02247191,3.095786517,45.26369863,12.2,2000
9436,38403,2.0,Lightning,62.35,-141.77,Jun,12,14.40625,3.501041667,46.80208333,0.0,2013
9437,38406,3.6,Accidental,32.34613166,-82.5311103,Nov,0,12.69444444,2.385462963,66.44897959,0.0,2011
9438,38417,1.0,Debris Burning,39.969717,-122.08,Dec,0,6.56135402,1.249291785,61.11664296,0.0,2013
9439,38418,1.0,Debris Burning,48.27166667,-115.505,May,0,13.0,2.462068966,0.0,0.0,1999
9440,38423,1.0,Arson,48.8583,-99.8349,Oct,0,7.922727273,4.308181818,67.07329843,0.6,2005
9441,38432,0.75,Debris Burning,33.06493056,-84.34040278,Nov,0,11.5825603,2.273562152,55.73747681,0.0,2013
9442,38436,10.0,Debris Burning,45.4286,-97.177,Apr,0,2.013071895,4.297385621,69.83052632,0.0,2005
9443,38440,10.0,Arson,34.16916667,-87.25166667,May,0,18.64902507,1.746796657,58.95061728,0.0,2007
9444,38442,24.0,Arson,33.946928,-87.522795,Jan,0,0.0,0.0,0.0,0.0,2005
9445,38443,1.5,Lightning,42.80553,-122.24447,Jul,2,25.25582524,2.339563107,44.93932039,4.0,2002
9446,38445,30.0,Arson,31.76867308,-89.25563197,Feb,0,15.93248731,2.252791878,75.9035533,0.0,1992
9447,38446,2.0,Debris Burning,36.69634,-84.0343,Nov,0,8.873477037999999,0.6357547170000001,68.53684211,0.0,2010
9448,38448,5.0,Debris Burning,48.54557375,-96.62496732,Oct,0,15.7886406,5.91452514,60.51545364,0.0,2011
9449,38454,22.0,Arson,35.585483,-85.4183,Feb,0,3.0431818180000003,2.810330579,69.47629309999999,15.3,2011
9450,38460,0.53,Arson,33.8988,-85.2906,Aug,0,29.21558824,1.682941176,57.12352941,0.0,1993
9451,38466,60.0,Lightning,31.05444444,-93.55694444,Aug,0,29.48874598,2.265702036,60.8640553,0.0,2011
9452,38467,1.0,Arson,44.20015,-90.38528,May,0,19.18967593,0.0,0.0,0.0,2012
9453,38469,2.0,Lightning,65.9953,-153.9468,Jul,1,51.56779661,2.697457627,43.25,0.0,2000
9454,38472,0.75,Debris Burning,34.8584,-84.3447,Feb,0,5.8882681560000005,2.811550152,64.78571429,0.0,2002
9455,38475,1.0,Debris Burning,25.639889,-80.508111,Mar,0,21.0017341,4.657514451,73.26488095,0.0,1994
9456,38478,2.5,Debris Burning,43.98071479,-84.79797182,May,2,15.45625,3.575,0.0,0.0,1992
9457,38487,2.5,Lightning,42.04790101,-76.96223165,Mar,0,2.384766585,1.9004914,59.77295918,7.4,2009
9458,38488,3.0,Arson,31.077842,-87.50543,Mar,0,0.0,0.0,0.0,0.0,2006
9459,38492,27.0,Lightning,32.37998333,-94.054,Sep,0,25.2736,3.096987952,58.60240964,34.2,2011
9460,38495,254.0,Lightning,43.023,-122.2314,Sep,56,23.50785124,1.466037736,45.57861635,0.0,2011
9461,38503,5.6,Debris Burning,30.98535414,-83.0601026,Jun,0,26.33308958,2.055210238,66.30452675,18.8,2011
9462,38511,0.78,Debris Burning,31.1559,-84.1354,Jan,0,0.0,0.0,0.0,0.0,1997
9463,38516,1.74,Debris Burning,43.32612783,-77.99522449,Apr,0,8.367605634,3.219483568,53.25609756,3.6,2005
9464,38518,8.0,Arson,31.33332692,-89.10632677,Jan,0,0.0,0.0,0.0,0.0,1992
9465,38520,2.2,Lightning,40.6275,-108.4586,Jul,3,22.35639535,3.008548708,39.28031809,3.0,2007
9466,38526,1.33,Debris Burning,32.2356,-83.5102,Feb,0,3.551633987,2.704835165,63.63058824,9.2,2000
9467,38530,85.0,Debris Burning,37.24063,-83.52946,Mar,0,8.14893617,1.3471358430000002,71.55938038,52.8,2009
9468,38539,7.3,Arson,26.0955,-98.2689,Oct,0,25.46766467,5.496084337,66.76807229,0.0,1993
9469,38541,1.0,Debris Burning,30.5049,-87.0927,Sep,0,25.66440678,2.993220339,70.45762712,0.0,2015
9470,38548,10.0,Debris Burning,30.9097,-85.0899,Jan,0,13.58809524,1.35952381,77.4084507,0.3,2012
9471,38551,10.0,Arson,32.73333333,-116.95,Jul,0,19.45238095,2.223544974,75.70509383,1.8,1999
9472,38558,5.6,Debris Burning,32.24107385,-84.0798643,May,0,20.5115942,2.895652174,66.99238579,1.6,2011
9473,38562,3.0,Debris Burning,47.0988,-95.8534,Mar,0,-3.299389002,3.88299389,75.81435897,0.0,2003
9474,38566,3.0,Debris Burning,31.437743800000003,-85.3421229,Dec,0,-7.21587963,2.738333333,0.0,0.0,2011
9475,38567,1.0,Debris Burning,47.8833,-94.9669,May,0,4.926462396,4.024512535,62.41225627,0.0,1994
9476,38569,125.0,Arson,35.75483335,-95.15145,Oct,0,14.00669746,3.449074074,62.70320856,42.1,2011
9477,38571,2602.0,Utilities,37.45,-114.3508,Jul,4,0.0,0.0,0.0,0.0,1998
9478,38572,9.92,Debris Burning,32.681,-82.8044,Aug,0,26.3525,2.393333333,77.58888889,530.2,1993
9479,38573,2.0,Lightning,45.785,-114.785,Jul,119,19.19085873,0.8166204990000001,63.5401662,3.4,2009
9480,38574,1.0,Debris Burning,31.756888,-85.900624,Sep,0,0.0,0.0,0.0,0.0,2003
9481,38576,1.0,Lightning,42.87027778,-110.7083333,Aug,1,19.18926554,3.46920904,43.25501433,0.0,2000
9482,38577,5.0,Debris Burning,34.68319895,-89.98928105,Apr,0,12.75972222,4.061111111000001,56.96648045,14.5,1996
9483,38578,14.0,Arson,31.34887947,-88.98688074,Feb,0,9.747340426,2.7946808510000003,77.45212766,0.0,1992
9484,38581,0.63,Debris Burning,46.59724,-91.06038,Jul,0,16.04224599,2.2310160430000003,78.20426829,37.7,2015
9485,38582,7.0,Utilities,44.03737,-85.07813,Sep,0,17.77437326,3.2963369960000004,71.34798535,0.0,2001
9486,38587,1.0,Debris Burning,38.184740000000005,-92.804531,Jul,0,24.04267161,2.247309833,72.04638219,38.2,2014
9487,38589,60.0,Debris Burning,38.78,-95.29,Mar,0,-2.744920993,3.952954545,65.52424942,5.6,2015
9488,38596,30.0,Lightning,32.734,-110.4679,Aug,1,34.09944444,4.146944444,21.6,0.5,1995
9489,38598,17.0,Accidental,43.218790000000006,-116.38592,Sep,1,14.70486111,3.606264501,44.13225058,7.2,2006
9490,38601,10.0,Arson,32.72892621,-90.03443447,Sep,0,26.92898172,1.835509138,67.26963351,0.0,1995
9491,38605,10.0,Debris Burning,37.32,-95.66,Mar,0,9.996359743,1.958441558,71.97732997,0.5,2015
9492,38606,14.4,Lightning,66.6736,-158.9475,Jul,1,15.03151066,1.750880445,63.24467099,0.0,2012
9493,38608,1.0,Arson,35.411667,-84.920433,May,0,15.93011647,3.162881356,75.79690189,127.7,2010
9494,38619,5.0,Debris Burning,33.535194,-79.754799,Feb,0,7.43836886,1.562094532,63.0446281,0.0,2011
9495,38621,3.0,Arson,31.50486193,-89.81227668,Sep,0,28.23881579,1.425986842,66.19078947,0.0,1995
9496,38622,3.0,Lightning,42.6187,-123.6031,Jun,2,18.67611111,2.167222222,61.40555556,92.5,1995
9497,38624,1.0,Lightning,32.82833333,-116.4452778,Aug,0,25.45273632,3.153233831,48.20895522,0.0,2003
9498,38625,0.7,Accidental,47.46907966,-92.57790017,Apr,0,3.847727273,2.950340909,54.65605875,0.0,2015
9499,38631,2.0,Arson,34.74925155,-88.81387769,Nov,0,8.536423841,2.21551561,68.03479125,0.0,2012
9500,38638,17.0,Lightning,39.7066,-112.2055,Jul,11,0.0,0.0,0.0,0.0,2003
9501,38642,15.0,Utilities,27.9001,-82.1672,May,0,24.08426966,2.5432457790000003,57.24572127,0.0,2012
9502,38644,10.0,Utilities,39.247531,-121.140431,Jul,0,23.69333333,3.548691099,57.97814208,0.0,2000
9503,38645,0.7,Lightning,44.71,-111.6,Sep,1,14.02197802,2.896666667,0.0,0.0,1994
9504,38649,0.64,Debris Burning,33.4357,-84.4446,Feb,0,9.933518006,3.662603878,63.46268657,53.0,1994
9505,38650,75.0,Arson,33.6931,-85.3084,Nov,0,12.53378378,1.164640884,65.65454545,0.3,2001
9506,38652,1.0,Accidental,36.88948,-87.16512,Oct,0,22.40285036,1.440238095,69.0548926,35.7,2007
9507,38653,8.0,Debris Burning,31.097145,-85.10505400000001,Apr,0,20.92923833,2.213022113,66.86206897,0.3,2007
9508,38655,0.8,Accidental,43.98305556,-121.30694440000002,Sep,1,17.6420765,2.78852459,46.36263736,0.5,2009
9509,38657,5.0,Debris Burning,31.73896667,-95.37363333,Oct,0,22.68051948,2.199350649,62.43192488,6.9,2010
9510,38659,72.13,Debris Burning,33.3238364,-82.55098504,Mar,0,12.07540057,2.629217719,66.66982922,0.0,2011
9511,38664,11641.0,Lightning,65.6811,-141.1564,Jun,24,16.725,2.039240506,51.97402597,0.0,2005
9512,38667,6.0,Debris Burning,29.6561,-82.7103,Jan,0,0.0,0.0,0.0,0.0,2012
9513,38677,0.63,Debris Burning,34.67180556,-84.3508,Feb,0,5.035217793999999,2.581464319,47.93470149,0.0,2015
9514,38678,2.0,Debris Burning,33.714764,-81.560577,Apr,0,13.37453532,2.451301115,56.56845564,0.0,2014
9515,38680,2.0,Debris Burning,30.91990332,-88.70480361,Mar,0,12.43722222,4.680277778,72.54723127,504.3,1993
9516,38685,94.0,Lightning,38.59,-120.0275,Sep,9,16.17562327,1.969577465,37.23380282,0.3,2014
9517,38688,2.0,Debris Burning,34.61627034,-89.48689272,Feb,0,5.253564155,3.085363357,60.9662803,0.0,2015
9518,38693,2.0,Arson,41.268117,-123.7836,Sep,0,15.15983871,1.634677419,86.40077821,3.2,2013
9519,38700,1.0,Debris Burning,37.24337,-87.4676,Oct,0,16.31099196,2.1978552280000003,53.95978552,0.3,2010
9520,38704,4.51,Arson,32.527,-83.4881,Sep,0,24.16987952,1.981445783,70.39552239,0.0,1997
9521,38707,0.65,Debris Burning,32.0303,-84.7618,Oct,0,15.12600536,2.440833333,53.72272727,23.6,2001
9522,38718,4.0,Debris Burning,34.73746557,-89.80936168,Jan,0,0.0,0.0,0.0,0.0,1996
9523,38719,10.0,Arson,34.75322487,-88.31758086,Aug,0,28.46582915,1.654522613,74.43669251,32.5,1999
9524,38721,0.85,Debris Burning,31.58702553,-83.05826953,Jan,0,15.32314924,2.186839013,72.76566416,0.0,2012
9525,38722,2.0,Accidental,41.9874,-116.177,Jul,0,22.89693593,5.150609756000001,31.24695122,0.0,2000
9526,38724,11.0,Debris Burning,42.8592,-115.5497,Apr,0,3.634716157,4.658515284,62.80470588,16.2,2008
9527,38728,2.0,Arson,47.9722,-98.8559,Apr,0,4.175833333,5.874166667000001,67.94166667,9.0,1996
9528,38732,0.8,Arson,47.8694,-94.9675,Apr,0,4.237209302,4.7398139530000005,59.18344519,0.0,2012
9529,38737,25.0,Debris Burning,47.58,-97.35,May,0,3.681060606,4.576850095,73.12368973,328.2,2013
9530,38743,26.31,Debris Burning,32.51428056,-83.42308889,Mar,0,10.28156182,4.268112798,61.29130435,37.1,2013
9531,38750,1.33,Arson,43.44062339,-76.23202578,Apr,0,4.465075922,3.57505423,70.04395604,28.2,2006
9532,38756,2.0,Utilities,33.042592,-85.532617,Mar,0,15.80952381,1.503548086,63.48217636,0.0,2007
9533,38759,26.2,Arson,31.6645376,-83.93388178,May,0,23.78986667,2.3824,54.784,0.0,2011
9534,38760,67.0,Lightning,29.8045,-99.4861667,Sep,0,25.28478664,2.792207792,38.58232558,0.0,2011
9535,38769,274.0,Debris Burning,37.300990000000006,-83.3244,Oct,0,14.74891566,1.533253012,55.2905569,37.7,2010
9536,38772,1.0,Lightning,34.09596,-92.48038,Aug,0,30.3761039,2.5703125,66.859375,0.0,2011
9537,38773,20.0,Utilities,35.67699,-91.91691,Jun,0,22.62675398,2.255846586,65.95219885,60.3,2012
9538,38790,10.0,Arson,33.5,-85.86666667,Mar,0,10.85152355,3.788365651,60.49307479,47.0,1992
9539,38792,3.0,Debris Burning,34.60916665,-95.3085,Aug,0,25.59396135,2.557246377,67.64009662,7.9,2009
9540,38793,50.0,Debris Burning,37.47,-96.26,Mar,0,12.01207057,3.14187558,67.33820663,0.0,2015
9541,38799,0.6,Arson,38.34147033,-79.95879127,Mar,0,0.2235897439999999,6.30625641,68.38532109999998,0.0,2013
9542,38801,1.0,Utilities,33.1929,-94.42311667,Aug,0,30.74050046,2.057089898,48.4747191,0.0,2011
9543,38804,1.0,Debris Burning,40.31528,-122.334921,Nov,0,14.11917098,4.2141361260000005,57.45,0.0,2015
9544,38805,1.5,Debris Burning,46.45837,-91.81815,Apr,0,1.300281955,2.963533835,75.17374136,33.7,2013
9545,38806,2.0,Arson,35.5544,-83.2528,Apr,1,10.85283721,1.442418605,63.90493942,0.0,2010
9546,38807,2.8,Utilities,34.76222222,-93.52833333,Jun,1,24.4955157,0.903363229,74.81424936,11.7,2009
9547,38812,64.0,Lightning,39.975,-120.735,Aug,5,22.69916435,1.648467967,30.43454039,0.0,1996
9548,38818,185.0,Lightning,48.16101,-114.81971,Aug,8,21.76563246,2.23150358,46.76076555,0.0,2000
9549,38819,1.0,Lightning,45.73111111,-114.5719444,Aug,2,18.04263207,1.414020427,50.454039,0.3,2015
9550,38825,45.0,Arson,33.62333333,-108.7066667,Jun,2,0.0,0.0,0.0,0.0,1995
9551,38826,29.0,Arson,27.0034,-81.9978,Mar,0,17.85150215,3.457296137,72.58944954,8.5,2013
9552,38828,5000.0,Lightning,42.557033,-104.3546,Aug,1,27.50592593,0.0,0.0,0.0,2012
9553,38833,2.36,Debris Burning,34.224000000000004,-83.7028,Nov,0,13.26330532,2.937184116,45.53790614,0.8,2001
9554,38838,2.0,Debris Burning,31.12634065,-90.00405712,Oct,0,21.28468208,2.188439306,64.2283237,0.0,1995
