,fire_name,fire_size,fire_cause,latitude,longitude,state,discovery_month,putout_time,Vegetation,Temp_pre_30,Wind_pre_30,Hum_pre_30,Prec_pre_30,remoteness,year
41704,FY2014-WARREN-001,1.7,Debris Burning,33.39088889,-82.58913889,GA,Oct,0,16,21.98285449,1.047532588,74.91232048,0.0,0.1402369703445394,2013
41714,FY2002-FLOYD-057,3.9,Debris Burning,34.1559,-85.1493,GA,Feb,0,16,0.0,0.0,0.0,0.0,0.162660235939801,2002
41715,PORK,155.9,Other,40.4644,-116.0378,NV,Sep,1,14,16.88678474,2.553814714,31.93051771,9.6,0.4539293709523695,2005
41726,LAND FILL,31.0,Arson,35.7067,-94.6269,OK,Mar,0,15,8.434437704,2.8292113860000003,63.59651985,0.0,0.2485750435188476,2012
41727,FERRIS FIRE,1.0,Arson,43.58388889,-85.83777778,MI,Aug,0,9,18.52233192,1.730903104,74.56684211,0.0,0.1642572816608243,2004
41728,MP 153,2.0,Other,38.83721,-112.47652,UT,Jul,0,0,18.43927083,2.685972222,0.0,0.0,0.4190075819260224,2011
41730,KING RANCH,1.5,Debris Burning,35.801361,-104.969361,NM,Mar,0,15,-1.315739868,4.582233742,55.36797355,0.0,0.3469054759831371,2012
41732,FY2002-SEMINOLE-048,5.87,Debris Burning,31.0533,-84.8737,GA,Feb,0,12,12.74631268,3.275247525,68.21521739,21.2,0.1623748591457434,2002
41738,CEMETARY,1.0,Debris Burning,66.5663,-145.2693,AK,Jun,1,0,9.3616,2.85008,41.7952,0.0,0.7640085074580387,1999
41739,NINE MILE,1435.4,Lightning,40.6636,-114.8006,NV,Jul,3,15,28.02468561,3.330088496,25.29995342,249.7,0.4414007274699789,2006
41740,CAN'T STAND THE HEAT,150.0,Arson,34.34361111,-94.67194444,OK,Nov,0,16,11.56677368,1.112369478,81.53721374,42.2,0.2498445146418819,2009
41743,ERIC 2,3.0,Arson,33.1334,-110.134,AZ,May,0,16,22.22308064,2.2304683730000003,27.30951231,0.0,0.3991457570313621,1993
41747,KING,3242.0,Lightning,35.485,-118.5013889,CA,Aug,0,15,26.53297619,3.12641737,41.36188179,0.0,0.4814552561990701,2000
41749,SUGAR CAMP BRANCH,3.0,Debris Burning,37.36984652,-81.19628812,WV,Mar,0,0,5.16200565,3.275988701,61.77729885,72.3,0.1254270080762065,1992
41750,COUGAR BUTTE,32.0,Lightning,42.95361111,-122.58944440000002,OR,Aug,5,4,25.44554759,2.1788643530000003,40.06624606,19.4,0.5197406783312764,2009
41751,150,3.0,Arson,48.0019,-99.0475,ND,Apr,0,15,-0.152653828,5.67212806,70.86283816,21.2,0.2854397964923656,2007
41752,STOLEN VAN,5.0,Arson,30.575,-88.88583333,MS,Aug,7,12,28.70911765,4.229411765,72.98088235,0.0,0.1991034990312465,2000
41753,CAMPMOHAVE,2.0,Debris Burning,35.0247,-114.6269,AZ,Jan,0,15,4.6904645480000005,3.334534535,49.93072289,5.6,0.4426163562956144,2002
41761,INCIDENT 112,1.0,Lightning,48.87611111,-118.68805559999998,WA,Aug,0,15,20.52777778,0.425925926,46.32407407,7.2,0.478351996860175,2002
41764,FY2001-PULASKI-006,5.11,Debris Burning,32.2184,-83.4699,GA,Aug,0,12,25.93222331,2.166005946,74.29262926,84.1,0.1489218638686429,2000
41768,FY2011-IRWIN-075,3.08,Accidental,31.63078225,-83.24487047,GA,May,0,12,24.23812217,1.714649321,55.13631222,0.0,0.1473396564895828,2011
41779,SE10220A,1.0,Debris Burning,34.3814,-94.8472,OK,Oct,0,16,19.56626506,2.607182576,70.59176916,0.0,0.2514565165178981,2014
41782,FORT HILL,1.0,Debris Burning,35.31583333,-83.79666667,NC,Dec,0,15,4.071649485,1.352010309,71.41213064,0.0,0.1497810800459413,2005
41784,MARINE 14,0.75,Other,48.0509,-122.2141,WA,Jul,3,15,19.50232342,2.60478847,58.61227336,5.9,0.5145607712409563,2015
41788,TOMKI 4,1.0,Debris Burning,39.345575,-123.229273,CA,Mar,0,0,9.443757293,2.014018692,73.32680539,82.1,0.5278199199913483,2009
41793,FY2014-HARALSON-016,8.05,Debris Burning,33.84691944,-85.111425,GA,Feb,0,16,8.059898477,2.798781726,57.23271605,0.0,0.1625227836871106,2014
41804,BRIGHT  LITES FIRE,1.0,Other,35.93583333,-80.19966667,NC,Feb,0,15,2.773759852,1.140055633,59.85575167,0.0,0.1174216041640225,2011
41807,EASTERLING,228.7,Debris Burning,34.4194,-96.6217,OK,Dec,0,16,4.904243743,2.46172301,76.9865643,0.0,0.2680613473979971,2007
41809,BUCKLAND R,3.0,Lightning,65.9091,-161.06799999999998,AK,Jul,1,0,14.45483871,3.691612903,71.04666667,0.8,0.9433846104442972,2004
41816,EVERGREEN COMM. CENTER,1.0,Other,34.29666666,-78.22883333,NC,Dec,0,16,8.660213144,3.485231317,69.13742690000001,149.6,0.1011030526721841,2010
41824,MM62 FRONTAGE,1.0,Other,30.43638889,-88.64583333,MS,Jan,0,12,7.970930233,3.006976744,73.47674419,10.4,0.197020862857461,2013
41829,FY2011-DADE-050,0.56,Arson,34.85327822,-85.49876225,GA,Feb,0,16,-9.98162037,3.83625,0.0,0.0,0.1653612934460953,2011
41836,VAN1866395,1.0,Debris Burning,35.6621,-92.7025,AR,Jan,0,15,3.490697674,1.34744186,76.09139785,0.0,0.2307065492100988,2014
41846,FREEWAY,1.5,Other,37.7842,-112.9733,UT,Sep,0,0,22.37566489,2.929654255,29.55718085,8.4,0.4244925613256463,2009
41847,SALT SPRINGS #16,1221.0,Lightning,29.3125,-81.7969444,FL,Jun,14,12,27.70315399,2.034601113,72.1307578,0.0,0.1362495937548364,2010
41848,ARCTIC,144.0,Lightning,48.8931,-121.1539,WA,Aug,33,15,15.35599506,3.091718171,73.96149068,7.7,0.5035365440306148,2008
41853,MS. JENNIFER'S NEIGHBORHOOD,1.5,Debris Burning,36.11866667,-78.56283333,NC,Jun,0,0,19.99273959,1.1446272990000002,62.43573944,0.0,0.1029078946100465,2012
41857,BRINKER FARM,4.0,Utilities,39.40870209,-78.73669436,WV,Mar,0,0,0.0,0.0,0.0,0.0,0.1026983847016074,2004
41860,OLD SLAB FORK,184.0,Arson,37.70070168,-81.39094473,WV,Oct,1,0,12.36801541,2.623671498,62.60892388,22.5,0.1269760704324269,1999
41865,BLACKSHEEP,1.0,Arson,35.0667,-108.784,NM,Apr,0,15,26.02930556,3.666388889,76.06397775,0.0,0.384582151393646,1992
41867,FY2013-CANDLER-022,2.9,Debris Burning,32.47311111,-81.99369444,GA,Feb,0,12,12.26310861,2.165168539,63.22990033,0.0,0.1355745357253444,2013
41876,GLENNDALE,1.0,Accidental,35.10795,-87.39868299999999,TN,Jul,0,15,26.43121175,2.08208589,59.5791411,39.4,0.182392013374683,2012
41882,FOUR,3.0,Arson,33.355,-97.7675,TX,Jul,0,16,28.61277705,3.835071708,57.57887875,1.6,0.2795624902925262,2005
41887,FY2014-WALKER-003,6.7,Debris Burning,34.84517778,-85.38020833,GA,Nov,0,16,2.7230769230000003,4.370940171,76.38888889,0.0,0.1642979292474486,2013
41897,NW PONSTORD,40.0,Accidental,46.97,-95.3806,MN,Apr,0,15,4.788837209,4.045209302,55.98697674,19.8,0.2510817241655199,2006
41901,WALKERTOWN,1.0,Debris Burning,35.540667,-85.0865,TN,Apr,0,15,12.19712016,2.8794,67.35931174,103.0,0.1612238678463373,2007
41904,9750 NE 118TH TERR(38),2.0,Debris Burning,29.4767,-82.5778,FL,Feb,0,12,12.11872247,3.300331126,73.20818291,96.5,0.1430639860133777,2015
41908,RUSSELL GRAY STORE,8.0,Utilities,35.134567,-88.41634,TN,Aug,0,15,28.33682171,2.255943152,62.76462939,26.2,0.1916346348273681,2007
41912,HOOT OWL,190.0,Arson,32.15333333,-89.57333333,MS,Mar,1,12,16.25699874,3.140862944,56.94642857,20.6,0.2042058412295146,2007
41915,BEAR,57.0,Other,38.25,-106.5416667,CO,Oct,5,0,5.018679775,2.309831461,48.21785174,0.0,0.3608346990627267,1995
41921,6048,11.0,Debris Burning,32.86171667,-95.3132,TX,Feb,0,12,5.551467163,2.084360672,57.68448576,0.0,0.256833843913016,2014
41927,FY2013-JASPER-007,0.68,Debris Burning,33.41978333,-83.56298333,GA,Mar,0,16,8.783238489,1.498861873,57.86539724,0.0,0.1489138259178353,2013
41931,BLACK RIVER,10.0,Other,32.2118,-104.267503,NM,Jan,1,12,2.7296875,3.500813008,61.44537815,0.0,0.3424741683948267,2014
41936,CINNAMON,124.0,Lightning,48.82166667,-120.88,WA,Aug,60,16,24.51152074,3.282795699,44.01848998,2.0,0.5007384331612226,1998
41941,MAGIC CITY,15000.0,Other,35.4306,-100.3819,TX,Apr,3,15,11.21213845,5.186296823,49.61501901,0.0,0.3030285266825352,2009
41971,VIPER 2,49.0,Accidental,31.34583333,-95.04972222,TX,Feb,0,12,13.52797203,0.0,73.16666667,0.0,0.255468382881185,2009
41980,FY2012-WAYNE-059,1.5,Debris Burning,31.67287341,-81.98669415,GA,Feb,0,12,12.86776062,2.043822394,70.62354248,0.0,0.1360930904729702,2012
41982,YOCUM #3,8.8,Other,37.83277778,-91.17694444,MO,Apr,0,0,0.0,0.0,0.0,0.0,0.2153901529938353,2006
41987,SESSER3,20.0,Other,38.097416,-89.061871,IL,Aug,1,0,27.34366504,2.29418162,62.92278412,19.3,0.1958454530648397,2012
41988,CHAMPS,1.0,Lightning,40.73416667,-120.9188889,CA,Aug,0,15,21.67597765,2.403072626,36.37359551,3.3,0.5034253077912414,2004
41994,BURKE,230.0,Other,34.46555556,-118.3075,CA,Dec,0,16,18.04973822,0.929679144,27.0,0.0,0.4801218335144293,2000
42013,01/WINDSOR FIRE,2.9,Other,29.6966,-82.1823,FL,Apr,0,12,21.30454545,2.51969697,71.28469751,36.4,0.1393630859221963,2011
42024,BOX CYN,1032.0,Lightning,41.1841,-117.521,NV,Jun,1,15,18.50449575,3.929890644,35.81287971,0.6,0.4686140179757128,2000
42027,BAR X,8.3,Lightning,33.565222,-105.875528,NM,Aug,0,16,20.54499072,3.153449905,52.1497093,0.0,0.3571229232255255,2009
42028,LINDEN - 197,24.0,Utilities,32.63188111,-95.06650991,TX,Oct,0,12,24.86452514,1.7541899440000002,67.69327309,0.0,0.2546881399496268,2010
42036,BEAR CREEK,1.0,Lightning,39.645,-107.9601,CO,Jul,1,0,23.28717201,3.222303207,23.21865889,0.0,0.3740184025099251,2002
42053,PORCUPINE,3.5,Lightning,45.69833333,-115.09,ID,Aug,3,15,1.0,0.0,0.0,0.0,0.4426017541025497,1996
42057,SOUTHFORK,1.0,Arson,48.8264,-99.743,ND,Apr,0,15,2.131124592,5.415996258,67.37629351,22.5,0.2919174764976462,2007
42059,BEAUTY HILL ROAD,8.2,Debris Burning,35.2957,-88.49145,TN,Mar,1,15,8.820756757,3.641837838,69.63478261,58.5,0.1922201499001297,2009
42061,NEON,10.0,Accidental,37.2124,-82.6837,KY,Mar,0,0,4.972170686,2.888543599,57.79464286,0.0,0.1387364150634098,2015
42062,197 AVE,1.0,Debris Burning,25.654611,-80.512277,FL,Mar,0,12,22.04063861,4.441364296000001,77.15037594,0.0,0.1281034820464766,1994
42069,RATTLESNAKE,39.0,Lightning,43.57027778,-115.7213889,ID,Jul,1,9,22.60574163,3.614216867,34.1939759,0.0,0.4495643678749477,2000
42072,BEAVER,1.5,Accidental,33.3192,-110.502,AZ,Apr,0,16,13.9679878,4.571646341,46.37654321,4.6,0.4026540669776863,1998
42078,OTA 1,59.2,Lightning,43.18543,-116.09931,ID,Oct,0,9,11.28592593,4.280868167,37.09967846,0.0,0.4534994154372782,1999
42090,LA PORTE,1.0,Other,39.442258,-121.311808,CA,Sep,0,0,26.39710145,2.784927536,39.89212828,0.0,0.5080317873210853,2006
42095,RIMROCKBAR,3.0,Lightning,43.3616,-106.2689,WY,Jul,0,9,22.05750351,4.457643759,46.84120172,7.6,0.3560230577269276,2000
42101,TANK,2.5,Lightning,35.110803000000004,-106.6119,NM,Sep,2,15,24.25929412,3.415029586,37.2260355,30.7,0.3632936675236997,2009
42110,SOUTHEND,2.0,Accidental,33.3334,-110.4673,AZ,Jun,0,16,25.27090549,1.861405245,26.77238991,0.0,0.4023013574229241,1993
42112,PLAYGROUND,2.0,Accidental,46.3936,-100.601,ND,Apr,0,9,-1.679785156,4.749902344,69.75447316,20.9,0.3005389390333972,2002
42115,OLD UNION CHURCH,2.0,Other,35.67636667,-80.40365,NC,Feb,0,15,6.623595506,2.078745318,53.01267674,0.0,0.119378016224549,2011
42125,ARAUCO,0.7,Other,35.59266667,-79.0408,NC,Mar,0,15,5.465949486,2.080636109,69.28811974,69.9,0.1074173666123354,2013
42126,COUNTY ROAD #1,4.0,Arson,38.74166667,-82.53805556,OH,Mar,0,0,3.0264069260000004,2.352060738,62.14805825,56.4,0.1366429496762653,2002
42135,FY2012-TIFT-023,1.98,Debris Burning,31.48602236,-83.41811475,GA,Apr,0,12,20.12528648,2.049350649,62.10553633,0.0,0.1489959414253014,2012
42148,CLEAR SAGE,19941.0,Lightning,45.22027778,-114.43805559999998,ID,Jul,110,9,20.85145267,1.761314554,38.71401693,0.0,0.4361836824362206,2007
42158,BOX (13),1.0,Utilities,25.7647,-80.4187,FL,May,0,12,25.64514877,3.454980595,72.56640625,26.4,0.1271720302739267,2011
42170,HWY21MP9.5,2.0,Utilities,43.5379,-116.0871,ID,Oct,0,9,20.572976500000003,2.8960835510000003,54.88203753,49.8,0.4532591981551814,1998
42172,LUTHER HILL FIRE,2700.0,Utilities,30.00388889,-96.83805556,TX,Sep,6,12,31.20755597,2.537779851,56.11473881,0.0,0.2732797662780777,2011
42176,WHITMORE,60.0,Lightning,36.2833,-113.2174,AZ,Jun,1,0,27.89305556,4.995,73.05416667,0.0,0.4277576135074519,1994
42179,MOUNTAIN PLACE,0.7,Debris Burning,35.17633333,-82.47601667,NC,Apr,0,15,-2.736805556,4.765,81.93148688,0.0,0.138070645963908,2013
42183,USFS SCFC,100.0,Debris Burning,33.183334,-79.599998,SC,Mar,0,16,0.0,0.0,0.0,0.0,0.1138920838639092,2011
42188,SEABOARD TRAM SOUTH (08),10.0,Lightning,26.8051,-81.8719,FL,Apr,0,12,22.48446171,3.752513966,74.55704698,49.8,0.1390863791911634,2014
42195,0NE TREE,4.0,Debris Burning,36.4275,-105.5708,NM,Feb,0,0,0.897703549,3.024686192,44.55230126,0.0,0.3523753876888051,2000
42197,35TH LANE,1.0,Other,47.01583,-122.7252,WA,Jul,0,15,19.44587353,2.620150054,63.55793991,10.5,0.5200201707479124,2009
42201,SATURDAY NIGHT,1.5,Accidental,43.66083333,-85.98444444,MI,Jun,0,9,16.89309057,2.795704949,70.87915262,0.0,0.1655566460973649,2008
42204,MORGAN,5.9,Utilities,45.2758,-101.7721,SD,Sep,0,9,17.71725601,5.968660969,59.72647059,25.7,0.3120112956386287,2009
42212,109,10.0,Accidental,37.78,-94.82,KS,Mar,0,0,3.44120603,2.760323887,70.97794928,0.5,0.2492105679571092,2015
42218,FY2011-DECATUR-069,6.13,Debris Burning,31.02392266,-84.47110883,GA,Feb,0,12,-11.20068295,3.553472222,0.0,0.0,0.1587796776008552,2011
42225,MESQUITE 3,197.0,Lightning,35.637778000000004,-115.666389,CA,Sep,2,15,32.58856749,3.483172414,17.29005525,0.0,0.4526857057626834,2006
42226,LIVINGSTON - 332,1.0,Debris Burning,30.55166667,-94.40222222,TX,Oct,0,12,26.54170528,1.4109360519999998,74.89110287,28.2,0.2500307596139763,2010
42227,MESA,2.0,Lightning,33.92333333,-111.9811111,AZ,Aug,0,16,0.0,0.0,0.0,0.0,0.4169088358660939,1996
42231,EXIT 2,2.0,Utilities,26.1698,-80.8545,FL,May,0,12,25.22411533,3.727296588,64.20131579,2.6,0.1306464620030087,2006
42232,ELI BOWEN 2,5.0,Other,35.78825,-77.08683333,NC,Feb,0,15,7.243148046,2.449036874,53.40300375,0.0,0.0901924155218962,2011
42240,LEGION #1,4.0,Arson,41.0268,-123.5667,CA,Jun,0,15,11.43784822,2.509864603,84.13930886,15.4,0.5305626273664181,2007
42243,TOOTH ACE RIDGE,5.0,Debris Burning,36.9085,-84.9313,KY,Nov,0,0,13.9164271,1.777823409,70.43252595,31.8,0.1590326465749072,2015
42246,OAK 2,1.5,Lightning,41.180367,-122.022667,CA,Sep,0,15,0.0,0.0,0.0,0.0,0.5145736034501007,2013
42277,STREET,5.0,Arson,36.0208,-118.7965,CA,Jul,0,0,21.4965035,2.727272727,48.80839161,0.0,0.4841363787299062,1998
42282,RL115,1.0,Other,47.868,-94.9678,MN,Apr,0,15,0.128531073,3.753320772,58.09467734,20.6,0.2470499050502528,2006
42285,CARRASCO,1.3,Other,32.5233,-104.2561,NM,Jun,0,12,28.79310777,4.454761905,38.47619048,15.1,0.3421410337538069,2010
42290,BEARGRASS,16.0,Lightning,46.62361111,-121.5497222,WA,Aug,9,15,14.5798133,3.393115519,66.33285917,5.6,0.5080057138685057,2003
42303,E.F/R LAKE,23.6,Lightning,35.9164,-109.2187,AZ,Aug,0,15,20.73819163,2.392037787,46.53981107,34.0,0.3883414090188757,2004
42308,TSCHAEKOSTKE,3.0,Other,47.5125,-102.2486,ND,Jul,0,15,19.76290098,2.464435146,64.40725244,0.0,0.3160740840698368,2006
42310,MM58-N,1.0,Other,30.432778000000003,-88.692194,MS,Sep,0,12,0.0,0.0,0.0,0.0,0.1974467311666734,2014
42317,LIVINGSTON - 398,1.0,Lightning,31.10753333,-94.824,TX,May,0,12,21.67010309,3.800750117,68.09001406,166.0,0.2535393377766508,2011
42321,FY2014-MURRAY-009,1.8,Debris Burning,34.72948333,-84.81603611,GA,Feb,0,16,1.384507699,2.403639757,66.60726447,0.0,0.1592931003362214,2014
42322,303,15.0,Arson,30.84592814,-89.44844088,MS,Sep,0,12,28.50855397,1.542201835,70.69317023,23.1,0.2040375597817056,2015
42329,WORLEY 05,6.8,Arson,36.6994,-84.5364,KY,Nov,1,0,12.74698189,1.6336382109999998,70.10794045,0.0,0.1556006299764551,2005
42332,CROSSTIE,2.0,Debris Burning,30.71611111,-88.94805556,MS,Mar,2,12,16.30567423,2.946395194,80.47100803,69.9,0.1995623771223058,2007
42333,HILL,1.0,Arson,47.25,-95.567,MN,Apr,0,15,3.327239488,4.434186472,69.45498783,0.0,0.2527703719570999,1999
42341,REFUGE,2.0,Lightning,43.9794,-112.3147,ID,Aug,0,9,21.6875,5.0230769230000005,38.71830986,8.4,0.4153382302819919,2000
42342,TORO INC,60.0,Other,33.72025,-117.318831,CA,Oct,0,16,0.0,0.0,0.0,0.0,0.4705843499245536,2001
42350,RICKEY,16.0,Debris Burning,38.72861111,-119.4308333,CA,Jul,0,0,21.17456359,3.71446384,36.6225,0.0,0.4891329087937202,1999
42351,CEDAR,1.0,Lightning,29.11777778,-81.57916667,FL,May,0,12,22.44894027,2.989210019,71.43137255,139.9,0.1344760865972982,1999
42354,DANCE,577.0,Arson,41.29166667,-123.5583333,CA,Jul,37,15,12.18351064,1.947534669,87.76545842,1.2,0.53036775415841,2013
42355,FY2015-BRANTLEY-035,43.3,Lightning,31.07172222,-82.1345,GA,May,0,12,23.3687235,2.401602262,71.99095669,0.0,0.1378587635868677,2015
42370,NITE OWL,16.6,Arson,35.925,-96.6986,OK,Jan,0,15,3.088729017,2.492153723,73.29495614,0.0,0.2678543772666033,2008
42373,ROCKYTOP,1.0,Accidental,45.9999,-116.001,ID,Aug,0,15,22.87921348,1.033988764,58.91690141,3.1,0.4516939938453668,2003
42380,FY2012-ROCKDALE-002,1.0,Arson,33.71145866,-84.00289999,GA,Sep,0,16,28.86444444,2.994419643,54.48883929,0.0,0.1526566257947814,2011
42383,RYAN,1.0,Lightning,34.0028,-109.6645,AZ,Oct,0,16,18.22644163,4.3730426630000006,40.91092358,0.0,0.3939284456983292,2005
42384,FOX LAKE ASSIST,1.0,Other,28.45916667,-80.85305556,FL,Apr,0,12,20.6856465,3.301897983,73.85,73.1,0.128592360981574,2006
42385,EARLY,15.0,Debris Burning,44.28333333,-85.98333333,MI,May,0,15,5.0975,4.344038462,70.96923077,0.0,0.1653529926816062,1992
42393,BUCKHORN,5.0,Lightning,30.34333333,-84.54833333,FL,May,0,12,22.03433476,3.474391989,77.99848714,18.0,0.160000078377035,1999
42403,OKAGA,454.0,Lightning,48.90166667,-115.5852778,MT,Aug,31,15,21.47691388,2.278349282,47.27185629,1.8,0.4469567890822639,2000
42406,KUDZU,13.0,Arson,36.180867,-85.76185,TN,Apr,0,0,0.0,0.0,0.0,0.0,0.1669299293218216,2012
42411,SADDLE MOUNTAIN,446.6,Lightning,46.8172,-119.4858,WA,Jun,8,15,24.20041096,3.3820334260000005,34.29108635,0.5,0.486839553210864,2015
42415,SHEEP MTN,0.8,Other,35.78436,-115.29942,NV,Jun,0,15,25.06643741,4.192403315,28.25138122,17.8,0.448906335222494,2015
42416,6000,4.0,Debris Burning,32.887,-94.28916667,TX,Jan,0,12,6.626776519,2.426158599,80.28867102,134.4,0.2472530133193295,2014
42420,WHITE SAGE,15.0,Lightning,39.05416667,-116.4722222,NV,Jul,3,0,23.35036496,2.6284671530000003,20.05109489,0.0,0.4589568980425855,2002
42428,FY2011-EFFINGHAM-108,8.3,Lightning,32.14987373,-81.38448942,GA,May,0,12,22.06363636,2.103382664,67.37973138,24.4,0.1303956671673387,2011
42433,RL018,1.0,Other,47.8769,-94.8889,MN,Apr,0,15,-1.4638019619999998,2.8166822430000003,71.60823171,0.0,0.2463111701238511,2006
42434,BROWN DECK FIRE,3.0,Lightning,47.55583333,-108.1569444,MT,Jul,1,15,16.852011100000002,3.289459085,58.92083333,46.7,0.3733846227850377,2009
42440,CHILLY FISH,2.7,Utilities,35.0661,-96.4978,OK,Aug,0,15,29.18603561,3.484817245,61.7510981,0.0,0.2664874951586709,2008
42445,9.12015E+12,2.0,Debris Burning,31.13620605,-89.73188389,MS,Feb,0,12,10.42900976,2.095297952,67.01815642,73.0,0.2064114517243021,2015
42449,WILLIAMS CREEK,0.6,Lightning,43.21194444,-111.1202778,ID,Sep,1,9,12.50625869,3.304922644,48.01687764,6.6,0.403728327661629,2000
42453,MANZORA,0.8,Other,32.0431,-109.9702,AZ,Jun,0,12,27.49828042,4.361721854,16.08222812,0.0,0.398300741681141,2013
42456,FY2011-MITCHELL-053,1.3,Debris Burning,31.24981298,-84.31394254,GA,Feb,0,12,-11.20068295,3.553472222,0.0,0.0,0.157197642932908,2011
42457,WIND FARM 2,0.61,Arson,40.8442,-76.20138,PA,May,0,15,13.8770339,3.053898305,57.14991763,134.0,0.0799144763428334,2014
42459,FUNDERBURG,2.0,Lightning,33.91833333,-108.7522222,NM,Jul,0,16,24.71303075,3.670424597,34.30645161,0.0,0.385006539720242,2000
42460,FISHEATING CREEK (22),1.0,Arson,26.9585,-81.1258,FL,Jan,0,12,-1.549580318,3.329513889,0.0,0.0,0.1323255890726906,2012
42462,3312015,3.0,Debris Burning,39.835781,-91.050073,IL,Mar,0,0,3.856798246,4.0915570180000005,70.13925439,26.5,0.2132399350137541,2015
42468,WHITE PINE,4.0,Other,32.5758,-104.4589,NM,Feb,1,12,4.68776175,4.66514658,40.80582981,0.0,0.3440652511383155,2011
42471,FY2002-DECATUR-079,1.23,Debris Burning,30.7447,-84.6917,GA,Mar,0,12,11.02222222,2.5928125,55.79416532,5.9,0.1609753687962309,2002
42478,STATE NORTH,20.0,Arson,46.9867,-95.4278,MN,Apr,0,15,-0.247529412,3.772457627,59.21563089,20.6,0.2515200607880097,2006
42481,TOQUERVILLE FALLS,158.0,Other,37.2733,-113.2797,UT,Aug,6,0,23.75237467,2.614531044,31.65918098,3.0,0.4278233141394232,2008
42485,GO,1.0,Arson,41.30583333,-123.5513889,CA,Jul,1,15,12.67328708,2.376194613,86.16404715,8.4,0.5302902155825826,2009
42486,MIDNIGHT,1083.0,Arson,30.41666667,-88.41666667,MS,Jan,3,12,7.652090032,3.315755627,71.47039474,200.5,0.1949462628916862,1994
42488,FY2014-TATTNALL-002,1.92,Debris Burning,32.23555556,-82.14111111,GA,Oct,0,12,22.81223922,2.031015299,75.44258978,0.0,0.1370558773744041,2013
42491,A1305010,5.0,Arson,42.0811,-96.3664,NE,Feb,0,9,-6.553631554,4.358585859,76.27417027,0.0,0.261751004593491,2005
42495,UNNAMED FIRE 3067,1.0,Utilities,34.085646999999994,-116.526436,CA,May,0,16,7.281076067000001,2.919897959,41.89210649,0.0,0.4623314936857199,2007
42498,WOODVILLE - 9153,2.0,Debris Burning,30.44116667,-93.8805,TX,Nov,0,12,12.19996523,0.0,0.0,0.0,0.245256799451222,2012
42500,SIMMONS MT.,1.0,Arson,38.5330269,-79.49644849,WV,Nov,1,0,4.494827586,1.858405172,74.92954265,38.1,0.109803190609788,1998
42509,COTTONWOOD,1.0,Utilities,35.7822,-120.220661,CA,Jul,0,15,26.44239631,3.906004619,40.35565820000001,0.0,0.4988040749678932,2004
42513,FLAG. ESTATES S. (18),60.0,Utilities,29.6109,-81.4381,FL,Feb,0,12,16.17378917,3.241025641,66.42941176,0.0,0.1328196014142848,2013
42518,MUD SPRINGS,17349.0,Lightning,44.2335,-117.3352,OR,Aug,8,15,27.37013699,2.667808219,30.67945205,0.0,0.465649600943836,2006
42520,FY2013-TAYLOR-026,1.02,Debris Burning,32.61636111,-84.32886111,GA,Mar,0,12,7.857875116000001,3.17082945,65.5323654,0.0,0.1563330261784403,2013
42525,RANGE,7.8,Other,34.84916667,-119.0563889,CA,May,1,16,22.06926714,2.762425684,37.95957194,0.0,0.487495016633015,2012
42526,LINDEN - 374,72.0,Other,33.46916667,-94.185,TX,Aug,0,16,30.95614973,1.85855615,60.46925134,10.7,0.2458821703582498,2011
42530,CLIFF ONE,200.0,Lightning,46.26666667,-115.1933333,ID,Aug,46,9,20.4704918,1.078986587,58.5976155,0.0,0.4435030746698984,1994
42539,S MTN 3,5.0,Utilities,40.5586,-112.3672,UT,Sep,0,15,19.28978224,3.286458333,42.92083333,0.0,0.4171276634606629,2001
42543,JUEL,755.0,Utilities,48.3992,-105.4144,MT,Sep,1,15,22.85365854,2.974390244,51.82716049,0.0,0.3464824832878168,1998
42547,BEECH CREEK,563.0,Lightning,34.45305556,-93.78638889,AR,Sep,1,16,24.78456464,0.7126649079999999,66.89151599,18.5,0.2415216302335885,2011
42548,WEST DY,4.0,Lightning,35.0553,-108.8183,NM,Sep,0,15,20.3421118,3.010062112,36.75031056,53.9,0.3849262947560428,2009
42567,STORMY PT,1000.0,Lightning,47.9332,-119.5845,WA,Sep,2,15,17.11581921,3.486299435,53.93304843,5.1,0.4876316438459378,2000
42570,CATTLE,1.0,Utilities,36.093739,-118.848599,CA,May,0,0,17.85986079,2.599071495,52.85933148,9.7,0.4846237311497261,2009
42573,SKINNER,18.1,Other,36.36666667,-121.7938889,CA,May,2,0,12.38138573,2.646018614,75.55067921,1.0,0.5145904142889142,2007
42576,BALLARD,16.6,Other,36.426659,-96.371681,OK,Jan,0,0,4.337883008,0.94911792,65.83101207,17.1,0.264489248667241,2014
42579,QUANAH,10.0,Debris Burning,34.5747,-98.395,OK,Feb,0,16,3.734375,4.283705357,72.75270108,0.0,0.2846894817302394,2004
42581,RANGER,2.5,Debris Burning,35.8442,-110.3103,AZ,Jun,0,15,0.0,0.0,0.0,0.0,0.3991477391135922,1998
42585,04-61-NOV/160TH ST FIRE-0464,2.0,Debris Burning,30.1593,-83.1907,FL,Feb,0,12,11.8178025,2.27162726,73.31896552,134.2,0.1479840444412579,2011
42588,SPRING HILL,6.0,Lightning,46.19083333,-114.0116667,MT,Aug,2,9,22.68150289,2.892074592,41.30652681,13.8,0.4316698339238674,2014
