,fire_size,fire_cause,latitude,longitude,discovery_month,putout_time,Temp_pre_7,Wind_pre_7,Hum_pre_7,Prec_pre_7,year
34764,2.0,Debris Burning,37.68375427,-80.98179715,Apr,0,10.57911647,3.006425703,58.90763052,24.9,2012
34788,13.0,Arson,35.779533,-84.947817,Mar,0,2.144385027,1.844919786,60.17647059,0.0,2010
34790,72.0,Arson,31.6703,-84.6786,Apr,4,15.93680982,3.742944785,50.63803681,0.0,1993
34792,1.28,Debris Burning,32.35337832,-83.09479662,Feb,0,5.12749004,1.8146,60.32522796,0.0,2011
34803,20.0,Utilities,37.995639,-120.695881,Jun,0,22.09704142,4.220710059,59.73372781,0.0,2002
34821,5.0,Accidental,33.46333333,-108.0416667,Oct,20,18.3918,3.075502008,33.26907631,0.0,1992
34822,35.0,Arson,34.77083333,-95.36666667,Apr,0,18.69941176,2.799411765,49.60588235,0.0,2010
34833,65.0,Arson,18.00111111,-67.08944444,Mar,1,23.7826087,4.068695652,75.07826087,0.0,2008
34843,18.0,Accidental,35.954583,-85.0224,Mar,0,9.373478261,3.944736842,63.60964912,13.5,2015
34845,0.69,Arson,32.7841,-83.4864,Apr,0,13.06443299,3.071649485,66.35294118,5.3,1996
34846,5.0,Accidental,43.5028,-100.7293,Nov,0,-0.7332191779999999,4.728522337,80.77898551,15.0,2003
34847,1.0,Lightning,38.3128,-109.0754,Jul,1,31.62424242,2.508484848,30.07272727,0.0,2002
34854,0.7,Arson,38.539,-120.8474,Aug,0,24.022,2.7404,28.026,0.0,2013
34865,5.0,Debris Burning,42.29211678,-75.25727341,Apr,0,9.481037924,3.349101796,51.34530938,34.5,2005
34874,4.0,Arson,39.47173813,-80.70330376,Nov,0,6.441860465,2.732941176,66.98170732,0.0,1999
34875,4.0,Debris Burning,36.20669,-91.81655,Oct,0,17.57142857,2.016865079,46.8015873,1.0,2015
34876,1.0,Lightning,46.72166667,-114.4583333,Sep,2,19.88888889,1.733333333,58.2962963,0.0,1997
34884,1.5,Lightning,38.30333333,-105.2441667,Jul,0,0.0,0.0,0.0,0.0,2004
34888,40.0,Debris Burning,32.552,-111.3858,Jun,0,23.64786706,0.0,0.0,0.0,2007
34896,2.6,Accidental,26.8682,-81.2216,Apr,0,3.123809524,4.949404762,66.60493827,0.0,2013
34924,1.0,Lightning,48.50305556,-116.0575,Aug,3,23.30357143,2.651785714,43.82738095,0.0,2000
34926,1.0,Lightning,45.3166,-107.034,Aug,0,18.16586538,4.2371980680000005,61.48543689,22.0,2009
34928,1729.4,Lightning,43.24668,-116.12574,Jul,0,24.01807229,4.337804878,31.98780488,0.0,1996
34929,0.63,Utilities,32.6985,-83.7308,Sep,0,27.08809524,2.739285714,70.44047619,0.0,1993
34937,1.0,Arson,42.00643471,-73.53544928,Mar,0,0.0,0.0,0.0,0.0,2006
34941,2.0,Arson,34.13583333,-94.59099998,Jun,0,25.82628866,1.3494845359999998,71.3908046,0.5,2011
34943,1.67,Accidental,39.65805556,-106.56416670000002,May,1,0.0,0.0,0.0,0.0,2006
34947,7.0,Debris Burning,33.487086,-85.47807,Feb,0,10.81319444,0.0,0.0,0.0,2007
34950,1.0,Arson,32.60784153,-89.24123903,Mar,0,20.56334325,0.0,0.0,0.0,2012
34952,1.0,Debris Burning,39.94325979,-80.59282662,Feb,0,0.0,0.0,0.0,0.0,2001
34962,4.0,Lightning,33.9816667,-108.7775,Aug,0,22.75968586,2.955497382,53.73298429,18.5,2010
34968,1.5,Debris Burning,35.80518333,-80.74618333,Mar,0,3.643625498,2.396613546,51.78850103,2.0,2010
34969,3.0,Arson,31.11694444,-89.01777778,Apr,1,23.59281437,1.962275449,63.07185629,0.0,1999
34976,2.0,Arson,34.68678021,-89.54749109,Sep,0,23.00777778,3.4911111110000004,51.24444444,0.0,1999
34977,50.0,Arson,34.71415506,-88.59410995,Mar,0,5.506730769,4.1625,64.57692308,0.0,1996
34988,14.4,Debris Burning,48.3127,-118.27,Apr,0,8.535714286000001,0.935714286,60.89285714,0.3,2000
34989,3.0,Arson,33.584625,-79.907478,Apr,0,18.06994819,2.112176166,59.07712766,0.0,2014
34991,15.0,Debris Burning,37.53,-94.69,Nov,0,13.36118721,2.440277778,78.02808989,2.8,2015
34992,3.0,Debris Burning,36.73513,-85.6137,Nov,0,7.580838322999999,0.993013972,61.13146552,0.3,2010
34999,64.0,Utilities,48.1147,-105.4511,Mar,0,-1.150289017,3.460693642,59.42196532,0.0,2008
35001,0.79,Arson,41.7587,-73.9001,Apr,0,16.89358586,1.78969697,0.0,0.0,2015
35006,1.0,Accidental,31.29663755,-89.70369159,Mar,0,9.583665339,3.172908367,77.74701195,25.1,2014
35012,3.0,Arson,38.2362458,-81.48565293,Dec,0,9.800374532,1.909433962,78.12345679,55.6,2001
35013,5.0,Debris Burning,32.82417,-87.720875,Dec,0,10.60862944,2.602538071,66.63076923,6.1,2005
35017,1.0,Accidental,33.21212458,-89.46936819,Aug,0,27.09343936,1.121471173,68.00814664,0.0,2014
35028,64.7,Arson,36.9992,-94.9219,Mar,0,5.307228916000001,1.687951807,60.66064257,0.0,2008
35033,4.0,Lightning,32.56221667,-94.46426667,Sep,1,24.26076555,2.691866029,68.4784689,42.2,2011
35035,1350.0,Lightning,36.2966,-113.1644,Jun,18,14.16080402,4.6407035180000005,44.7638191,9.9,1999
35037,2271.0,Lightning,47.38861111,-112.8697222,Sep,10,18.51351351,2.251351351,47.5,0.0,2006
35038,20.0,Lightning,66.8033,-158.2372,Jul,1,18.85977011,2.172183908,49.9908046,0.0,2005
35042,10.0,Lightning,27.7392,-80.5895,Apr,0,24.43036649,3.881052632,68.40740741,0.0,2015
35044,1.0,Utilities,30.10683333,-98.90983333,Apr,2,16.11270471,1.866666667,0.0,0.0,2015
35046,4.0,Arson,45.723,-96.7476,Apr,0,6.089820359,5.731137725,70.90388548,0.0,2004
35054,500.0,Utilities,33.5,-111.3216667,Jun,2,0.0,0.0,0.0,0.0,1993
35056,10.2,Arson,34.653,-85.238,Feb,0,7.294594595,1.435135135,74.24324324,0.0,1992
35059,5.1,Debris Burning,31.79972222,-81.74972222,Dec,0,9.083139535,0.955813953,70.62209302,0.3,2014
35069,5.0,Accidental,37.84,-94.77,Mar,0,10.13972603,2.430092593,75.26943005,0.5,2015
35074,1.0,Lightning,45.52638889,-113.9433333,Jul,1,20.45708583,1.243313373,53.744,6.9,2006
35075,80.0,Arson,34.06979312,-89.84123553,Dec,0,8.596178344,2.51910828,72.07843137,0.0,1993
35076,2.0,Lightning,38.44614,-112.60374,Jul,1,19.44311377,4.391017964,26.1257485,0.0,2002
35077,16.0,Arson,35.7133,-94.5342,Feb,1,14.13492063,3.004960317,69.45986985,0.0,2011
35079,1.0,Debris Burning,33.1333333,-83.7666667,Apr,0,0.0,0.0,0.0,0.0,2002
35082,23.0,Arson,34.88669498,-88.9138415,Mar,0,19.30357143,4.133928571,53.04761905,0.0,1995
35083,3.0,Utilities,39.06014515,-79.23880204,Mar,0,8.057236842,1.936017897,57.20054945,0.0,2015
35084,25.0,Utilities,42.76282,-102.4918,Aug,0,20.1125,2.695180723,61.51515152,0.5,2014
35091,3.0,Debris Burning,34.57143848,-88.35149890000001,Mar,0,12.53587786,3.869465649,62.6,0.0,1994
35092,1.0,Debris Burning,43.17528,-102.63672,Sep,0,17.02102273,2.807792208,61.62745098,3.6,2014
35095,1150.0,Lightning,40.6833,-107.934,Jul,4,18.17693878,2.426122449,24.03680982,0.0,1994
35104,5.0,Arson,34.31666667,-95.68816668,Jan,0,0.0,0.0,0.0,0.0,2009
35107,2.0,Debris Burning,34.925090000000004,-93.89591,Feb,0,15.7354067,1.912440191,76.72115385,0.0,2011
35111,17.8,Utilities,31.9442,-83.7134,Apr,0,19.1525,2.982,70.89041096,13.3,1996
35113,1.0,Lightning,67.1329,-147.986,Jul,0,17.18571429,0.5,0.0,0.0,1993
35122,0.65,Debris Burning,34.8758,-85.0323,Dec,0,14.21556886,3.845132743,71.03092784,0.0,2001
35132,4.0,Arson,33.14067187,-89.38588272,Dec,0,3.973469388,2.971428571,75.49214659999998,10.7,1999
35133,1.0,Arson,34.31657422,-89.50172672,Apr,0,20.325,4.017261905,51.75595238,0.0,1994
35135,7.0,Lightning,37.56666667,-108.44,Jul,2,24.63235294,3.3323529410000003,35.52592593,0.0,1998
35137,4317.0,Lightning,41.86666667,-121.125,Jul,2,0.0,0.0,0.0,0.0,2001
35139,2.0,Arson,34.68596668,-94.98474998,Aug,0,31.2764977,0.992857143,70.13317757,0.0,2010
35143,1.0,Arson,40.890117,-121.6501,Jun,0,15.89404762,5.864285714,84.10738255,0.0,2013
35145,11.0,Debris Burning,32.76856612,-82.13541831,Mar,0,15.238,3.1582,64.49682875,0.0,2012
35147,2.0,Utilities,36.98365,-88.65227,Oct,0,18.23047619,2.047142857,60.26666667,21.8,2008
35150,1065.0,Lightning,43.35694444,-109.8563889,Aug,88,15.66533066,3.089779559,52.0021978,0.0,2013
35153,40.0,Lightning,32.13065,-104.5838,Jun,6,24.40789474,7.129605262999999,35.35526316,0.0,2003
35159,10.0,Debris Burning,33.86592069,-89.29593974,Mar,0,8.182539683,2.061155378,54.76257545,0.0,2014
35160,2.0,Lightning,36.4,-109.084,Jul,1,0.0,0.0,0.0,0.0,1996
35177,1.0,Debris Burning,38.505833,-90.566944,Apr,0,5.733823529,4.987254902,65.53465347,5.3,2014
35179,3.0,Debris Burning,35.675,-85.035,Sep,0,19.83060109,0.896721311,69.59016393,0.6,2005
35180,2.0,Lightning,41.480303,-112.000831,Jun,0,23.31011905,2.911904762,30.73809524,0.0,2011
35185,53.0,Utilities,29.4142,-82.6287,Dec,0,7.493269231,2.9399038460000004,62.05555556,3.3,2010
35186,1.0,Debris Burning,39.41,-96.74,Nov,0,9.975824176,3.384065934,60.37362637,0.0,2015
35190,12.0,Utilities,37.97493349,-82.25418822,May,0,15.07153025,3.046071429,68.97807018,219.0,2014
35194,3.0,Arson,35.81204999,-94.91204999,Apr,0,10.1,2.183125,70.32055749,0.0,2011
35202,1.0,Accidental,48.1203,-105.2022,Mar,0,-3.392638037,5.226380368,75.65,0.3,2002
35211,2470.0,Lightning,40.298,-117.7479,Jun,4,19.67278107,3.227218935,36.43786982,0.0,1996
35215,21.0,Arson,33.56111111,-85.70083333,Oct,1,14.975,2.193604651,67.76687117,5.2,2003
35226,1.2,Debris Burning,42.6943,-73.5723,Apr,0,7.622330097000001,4.2237864080000005,61.53883495,17.6,2015
35227,24.0,Debris Burning,33.371226,-87.88164300000001,Mar,0,12.26111111,3.214444444,62.72881356,33.0,2006
35228,29.0,Lightning,41.90194444,-121.98555559999998,Sep,0,18.12790698,2.644767442,48.02906977,0.0,1999
35235,2.0,Accidental,38.02210447,-81.07189165,Jan,0,0.0,0.0,0.0,0.0,1999
35237,4.0,Lightning,45.66527778,-108.0377778,Aug,1,26.85802469,2.832716049,29.0,0.0,2003
35242,1.0,Lightning,44.3855556,-115.725278,Aug,3,15.8672619,1.842857143,43.38095238,0.0,2010
35243,2.4,Debris Burning,31.18722352,-83.01493969,Feb,0,0.0,0.0,0.0,0.0,2012
35246,3.0,Lightning,35.1,-119.6343,Jul,0,28.98392857,3.424404762,35.279761900000004,0.0,1996
35248,2.0,Arson,37.45236454,-81.12590703,Nov,0,9.192941176,1.01547619,52.82738095,0.0,2001
35251,1.0,Accidental,39.50685757,-78.74637474,Feb,0,0.0,0.0,0.0,0.0,2004
35255,1.0,Debris Burning,30.79715,-94.10928333,Mar,0,14.3658,2.882,62.93600000000001,0.0,2013
35256,1.5,Arson,33.49678,-81.889259,Oct,0,18.65819209,1.983615819,55.48571429,0.0,2014
35258,1.0,Lightning,46.1758,-106.1911,Jul,3,25.78176471,3.946470588,37.9,0.0,2006
35262,40.0,Lightning,41.2999,-117.8176,Sep,1,17.14176471,3.277058824,25.61764706,0.0,1996
35264,69060.0,Lightning,30.475,-82.395,May,20,21.09693878,3.062755102,76.23280423,0.0,1999
35266,341.7,Lightning,26.94,-81.5412,Apr,0,4.315972222,3.446428571,0.0,0.0,2014
35275,3.0,Arson,30.82468835,-88.61837534,Dec,0,11.49464286,2.889880952,68.49397590000001,9.2,1993
35276,40.0,Lightning,34.0667,-116.21754,Aug,1,34.0873494,2.315662651,0.0,0.0,1996
35282,13.0,Debris Burning,32.72631667,-94.64713333,Jan,0,0.0,0.0,0.0,0.0,2015
35289,1.0,Arson,33.43578164,-89.95278769,Dec,0,4.213772455,2.647904192,70.09580838,0.0,1999
35290,1.6,Accidental,35.22194444,-112.1397222,May,1,22.61538462,4.061538462,25.46153846,0.0,2001
35294,217.0,Lightning,38.66666667,-112.5416667,Jul,2,24.82195122,2.6375,32.575,0.0,1996
35297,130.0,Lightning,30.42283333,-101.6416667,Jun,4,31.58502024,6.273684211,36.46153846,0.0,2011
35299,5.0,Arson,39.936181,-122.09345,May,0,15.93954802,4.585310734,49.51977401,1.3,1999
35301,4.0,Lightning,40.4999,-115.8676,Jul,1,23.76784566,2.181672026,29.33440514,0.0,1994
35305,15.0,Arson,33.589061,-85.336177,Mar,0,7.408713692999999,1.331950207,55.28242075,0.0,2007
35307,1.36,Debris Burning,41.43592732,-73.60595141,Apr,0,6.986187845,3.381767956,52.80232558,8.9,2009
35309,40.0,Debris Burning,38.94,-96.64,Jan,0,0.0,0.0,0.0,0.0,2015
35313,1.25,Debris Burning,31.121909,-88.287603,Feb,0,11.28878505,4.268224299,57.04205607,4.0,2009
35314,600.0,Debris Burning,41.0005,-109.0268,Oct,5,10.30519481,1.5811688309999998,55.55921053,0.0,1996
35317,14.8,Lightning,34.2125,-109.7763889,Aug,41,20.76652893,2.7227272730000003,60.32644628,0.0,2011
35321,37.0,Arson,34.30735749,-88.48160666,Mar,0,5.506730769,4.1625,64.57692308,0.0,1996
35322,5.0,Utilities,42.01665,-97.30231,Nov,0,2.8192,3.7978,64.904,0.0,2012
35324,1.0,Lightning,47.575,-108.246,Aug,1,0.0,0.0,0.0,0.0,2000
35329,1.0,Debris Burning,38.3741,-93.8018,Feb,0,-4.251497006,3.752694611,62.54091816,0.0,2015
35331,4.0,Lightning,48.0211,-106.1322,Jul,0,21.9138756,4.6697115380000005,51.84134615,23.2,2008
35332,3.5,Arson,36.0172,-118.824917,Jul,0,30.92184369,2.693574297,32.03614458,0.0,2013
35334,3.0,Utilities,35.659,-76.545,Dec,0,11.32048682,0.807707911,64.96610169,0.0,2006
35336,4.0,Arson,48.0383,-99.0369,Apr,0,2.212,4.567676768,54.81818182,0.0,2008
35347,55.0,Debris Burning,37.042,-84.500999,Oct,1,10.13492063,1.047619048,67.17307692,0.0,2014
35357,2.7,Accidental,34.88106747,-85.15907776,May,0,22.03180915,0.633399602,67.35492958,0.0,2012
35358,2.0,Lightning,43.0531,-102.5633,Aug,0,18.84972678,3.071584699,56.10928962,1.1,2009
35359,1.4,Debris Burning,31.16473056,-84.49439444,Dec,0,12.26190476,2.365079365,69.1399177,0.0,2015
35364,3.0,Debris Burning,32.26833333,-89.575,Feb,0,10.74372294,2.921645022,71.99061033,21.6,1996
35370,4.1,Accidental,44.6539,-101.8806,Apr,0,6.754117647,6.268823529,57.12352941,3.6,2015
35384,220.0,Debris Burning,43.1311,-102.3336,Apr,1,10.66546392,5.467010309,62.71957672,9.4,2006
35395,1.73,Arson,31.0865,-81.5988,Mar,0,22.42990196,3.568137255,76.39690722,0.0,1997
35396,7.0,Debris Burning,31.238755,-88.15080999999999,Mar,0,12.6972973,3.20045045,63.90950226,24.4,2005
35397,2.0,Arson,35.057990000000004,-98.46202,Sep,0,33.62099448,4.14640884,33.60773481,0.0,2011
35398,23.0,Accidental,38.3105556,-79.1897222,Mar,0,8.706349206,1.623412698,72.48091603,0.0,2010
35400,3.0,Debris Burning,47.22277778,-95.78611111,Apr,0,10.86309524,5.403174602999999,45.6468254,0.0,2010
35402,3.0,Debris Burning,34.297859,-80.140114,Nov,0,0.0,0.0,0.0,0.0,2014
35405,1.64,Lightning,42.0882866,-76.84124749,May,0,11.73071429,1.768571429,52.51094891,0.0,2006
35420,1.0,Accidental,46.32464,-120.78052,Jun,0,17.43731343,2.736923077,52.21538462,3.0,2012
35422,0.8,Accidental,38.0711,-113.7283,May,2,13.79623656,3.841397849,47.38172043,8.4,2008
35423,12.0,Debris Burning,34.10978269,-89.95973031,Mar,0,12.46419753,3.842592593,63.29299363,38.5,1992
35428,20.0,Debris Burning,41.37316895,-96.20719147,Apr,0,2.354581673,3.771513944,77.81779661,0.0,2011
35436,10.0,Lightning,32.54955065,-110.9593249,Jul,1,31.44285714,3.563690476,23.11309524,0.0,1993
35445,1.0,Debris Burning,38.29,-97.64,Mar,0,-3.256410256,3.957692308,69.14102564,0.0,2015
35447,1.0,Accidental,34.15833333,-117.89166670000002,Sep,0,0.0,0.0,0.0,0.0,1998
35451,0.8,Accidental,38.56092,-109.59467,Jun,0,19.87569444,1.138095238,0.0,0.0,2008
35454,5.0,Lightning,36.6261,-114.1858,Jul,0,35.60952381,3.734131737,13.41566265,0.0,2006
35456,24.52,Accidental,31.8247,-85.0821,May,0,22.59813665,3.002484472,64.46583851,0.0,1993
35465,1.2,Accidental,39.3409749,-78.09271784,Mar,0,11.63870968,4.229032258,53.20879121,0.0,1995
35470,107.0,Lightning,40.1172,-117.6064,May,1,0.0,0.0,0.0,0.0,2006
35474,29.0,Lightning,44.77361111,-111.1438889,Jul,3,15.1,3.625,51.55,0.5,2000
35475,1.8,Accidental,45.973,-89.8918,Apr,0,2.340322581,4.243548387,54.1147541,0.0,1993
35477,6.1,Debris Burning,33.6448836,-82.60381640000001,Mar,0,16.18548387,3.007459677,68.16565657,0.0,2012
35480,15.0,Arson,46.979,-96.213,May,0,6.85515873,4.45218254,73.16515837,0.0,2014
35482,0.65,Accidental,31.9614,-83.7537,Aug,1,26.69166667,2.232738095,75.48214286,59.4,1993
35490,0.6,Lightning,46.69166667,-115.575,Aug,0,0.0,0.0,0.0,0.0,1996
35492,5.0,Lightning,36.46035,-77.99845,Jul,0,25.45417515,1.958044807,57.32229581,0.0,2012
35504,6.21,Lightning,31.6704,-84.8996,May,0,21.325,3.443902439,58.40853659,0.0,1993
35515,15.5,Accidental,31.515,-81.3746,May,0,18.44705882,3.991780822,58.10909091,0.0,2001
35517,1.0,Utilities,25.8937,-80.3874,Mar,1,20.31607143,2.651190476,63.05952381,0.0,2011
35521,18.0,Arson,33.140298,-85.714539,Nov,0,3.960119048,5.287349398,62.44578313,0.0,2005
35523,40.0,Accidental,34.19166667,-109.6466667,Oct,0,15.57777778,5.526666667000001,29.08888889,0.0,1998
35524,2.0,Lightning,59.1,-160.12,Jun,29,13.276346599999998,3.409601874,78.51913876,0.0,2015
35533,5.0,Debris Burning,42.9511,-108.9476,May,0,8.952195122000001,3.066829268,44.42926829,2.0,2006
35557,1.12,Debris Burning,31.50925,-84.00685,Mar,0,11.87692308,1.707211538,69.0,4.0,2014
35559,1.2,Debris Burning,48.8242,-99.8772,May,0,7.103379722000001,6.138446215,47.62151394,3.0,2008
35560,6.0,Debris Burning,32.784832,-80.63723,Jan,0,0.0,0.0,0.0,0.0,2011
35563,2.19,Arson,34.3958,-84.9034,Apr,0,18.16343284,2.295522388,51.47761194,0.0,1994
35571,25.0,Arson,43.6482,-123.522,Sep,0,21.13271605,1.937267081,46.53416149,0.0,2014
35576,1.5,Arson,37.865633,-120.439164,Nov,0,0.0,0.0,0.0,0.0,2005
35580,1.0,Utilities,43.80138889,-85.84,Jul,0,21.06586826,4.013888889,44.49074074,0.0,2001
35583,10.0,Debris Burning,31.38985657,-88.53238027,Jan,0,0.0,0.0,0.0,0.0,1993
35587,1.0,Arson,41.0499,-123.6845,Aug,0,13.98479087,2.9561538460000003,87.39682540000001,0.0,1996
35594,1.98,Arson,33.9844,-84.9412,Jul,0,28.23333333,0.969047619,64.17261905,3.0,1993
35598,1.5,Arson,46.3789,-100.5876,Apr,1,9.149758454,5.07826087,52.0531401,18.4,2004
35605,1.0,Arson,47.8,-99.0171,May,0,13.4994012,5.508982036,56.31137725,2.0,1992
35608,5.0,Debris Burning,38.29,-97.27,Mar,0,12.35586481,3.999005964,46.28628231,0.0,2015
35610,85.0,Arson,31.14823221,-89.33820937,Mar,0,11.46923077,2.541025641,63.61538462,0.0,1992
35620,53.0,Utilities,37.06166667,-119.45166670000002,Oct,1,24.86428571,2.766071429,45.94047619,0.0,1992
35634,1.0,Debris Burning,31.45400047,-109.7334976,Jan,0,11.2,0.838297872,35.53191489,0.0,2012
35636,0.8,Debris Burning,34.070267,-80.50293,Jan,0,0.0,0.0,0.0,0.0,2014
35640,30.0,Debris Burning,32.39487664,-82.56767447,Mar,0,15.79920477,2.354473161,55.66600398,0.0,2011
35641,80.0,Arson,42.0753,-96.3644,Mar,0,4.117277487,5.362303665,71.11518325,0.3,2007
35642,300.0,Debris Burning,37.613,-83.09700000000001,Apr,0,7.390243902000001,2.614146341,54.71122995,27.0,2002
35652,1200.0,Lightning,48.85,-108.0507,May,0,11.3547619,6.023214286,46.5952381,6.4,1992
35660,6.0,Debris Burning,31.98321863,-89.75767040000001,Jul,0,29.91823529,1.707647059,59.54117647,0.0,2012
35662,2.2,Debris Burning,35.9532,-89.38601700000001,Oct,0,17.44246032,1.954671968,47.94632207,0.0,2010
35663,0.66,Debris Burning,33.40548056,-82.04899722,Apr,0,20.75531915,2.7306451610000004,57.36956522,1.3,2014
35668,1.6,Lightning,33.43808611,-85.27662778,Jul,0,25.07370518,0.943824701,79.33409091,0.0,2012
35673,2.5,Debris Burning,34.796825,-83.282921,Mar,0,12.99613527,3.23902439,51.60487805,8.4,2014
35676,15.0,Arson,48.1761,-95.5872,Aug,0,18.95228628,3.870178926,68.2166998,3.6,2006
35679,1.0,Accidental,41.40222222,-111.5405556,Jun,0,0.0,0.0,0.0,0.0,2001
35687,108.0,Debris Burning,35.2545,-87.547067,Apr,0,14.00042373,3.674152542,70.83474576,59.6,2014
35689,1.16,Debris Burning,31.52747222,-83.77665,Mar,0,14.19,2.8534,56.40274599999999,0.0,2013
35693,1.47,Arson,36.95444439999999,-92.9519444,Nov,0,8.948717949,2.480769231,44.2275641,0.0,2010
35698,2.1,Lightning,35.40361111,-111.99944440000002,Jul,4,21.12830189,2.097641509,52.41037736,12.4,2006
35709,15.0,Lightning,44.4499,-116.7177,Jun,1,0.0,0.0,0.0,0.0,1992
35718,267.0,Lightning,67.388,-143.7635,Jun,38,14.99343545,3.176263736,41.24395604,0.0,2004
35724,20.0,Utilities,35.6497222,-82.26138890000001,Apr,0,18.27435388,1.806560636,47.82107356,0.0,2010
35726,0.78,Debris Burning,34.7215,-85.0932,Feb,0,4.8,3.2875,63.765625,0.0,1993
35731,2.0,Debris Burning,36.4233,-79.73383333,Mar,0,7.474007937,2.150992063,65.20436508,32.0,2014
35732,7.0,Arson,33.30194444,-86.04666667,Mar,1,0.0,0.0,0.0,0.0,2002
35733,25.0,Arson,45.6097,-96.9781,Mar,0,6.53125,4.403125,75.76626506,0.0,2003
35738,2.3,Utilities,45.53166667,-113.9891667,Jul,1,19.41516966,2.270459082,44.73253493,3.1,2011
35739,61.0,Utilities,44.70107503,-94.16539037,Oct,7,5.680473373,2.040039448,71.36094675,1.1,2011
35743,1.0,Debris Burning,39.47932235,-79.80010279,Apr,0,6.777579365,3.663095238,0.0,0.0,2014
35745,30.0,Arson,31.384441,-87.352508,Jun,0,22.845238100000003,3.497619048,62.26190476,0.0,2006
35751,2.2,Arson,42.9092,-108.8153,Aug,0,22.73589744,3.195897436,33.13333333,0.0,2011
35757,1.68,Accidental,31.9786,-83.794,May,0,27.1969163,3.64380531,65.79555556,0.5,2000
35767,80.0,Lightning,31.0475,-86.74138889,Jun,0,22.845238100000003,3.497619048,62.26190476,0.0,2006
35774,1.0,Arson,47.9247,-99.2053,Apr,0,-3.3710317460000003,5.708366534,73.13545817,0.0,2009
35783,1.0,Arson,33.532667,-87.083066,Mar,0,0.0,0.0,0.0,0.0,2006
35784,2.15,Debris Burning,31.2933,-85.07600000000001,Oct,0,17.63636364,4.06,57.30921053,0.0,2001
35785,3.0,Arson,34.06166667,-107.0683333,Sep,0,26.55802469,3.402469136,34.79012346,0.3,1997
35794,5.0,Debris Burning,37.9256,-93.6385,Feb,0,-4.719758065,2.813104839,74.1641791,0.0,2014
35795,1.0,Utilities,43.3122,-100.4704,Jul,0,26.31736527,3.811976048,68.11111111,13.5,1999
35796,18.0,Lightning,33.880539,-81.17466,Jun,0,30.48431373,2.580693069,56.97029703,58.0,2015
35797,5.3,Debris Burning,40.40545,-123.726033,Nov,0,8.91468254,2.72718254,84.89964158,0.0,2013
35799,10.0,Lightning,33.565,-109.9839,Jul,0,24.45833333,4.16031746,20.53571429,0.0,2005
35811,1.0,Accidental,31.6275,-94.80194444,Apr,0,16.567999999999998,3.130923695,67.78915663,0.0,2011
35812,3.0,Lightning,47.2486,-108.4104,Jul,1,18.0,3.79047619,51.5,0.5,2003
35815,352.0,Arson,41.23917,-78.17667,May,0,9.664622642,2.375,66.83743842,9.4,2013
35817,2.0,Arson,33.572509000000004,-86.839489,Aug,0,27.48487103,0.0,0.0,0.0,2007
35819,2.1,Utilities,39.481022,-110.782157,Apr,1,10.37894737,3.21754386,30.78362573,0.0,2010
35821,264.0,Arson,30.98944444,-93.90194444,Jun,0,28.33757455,1.595228628,69.94211577,0.0,2009
35823,14.0,Accidental,42.1167,-96.367,Nov,0,7.489325843,4.065730337,47.97191011,0.0,1999
35824,4.0,Lightning,35.86888889,-118.4175,Jul,2,36.33928571,4.4375,0.0,0.0,2003
35827,1.0,Debris Burning,34.24166667,-78.66166667,Mar,0,17.99401198,1.713772455,63.19493671,0.0,2012
35832,2.02,Debris Burning,34.7385,-84.5733,Mar,0,12.75301205,1.709638554,63.06289308,0.0,2000
35833,4.0,Accidental,34.57925745,-88.26615770000001,Mar,0,9.722222222,3.298412698,67.21063395,0.0,2014
35835,5.0,Debris Burning,32.66711813,-89.92362869,Aug,0,29.57219251,1.978609626,64.40106952,0.0,1999
35839,0.89,Debris Burning,32.94388889,-81.59555556,Feb,0,10.92995392,1.7119815669999998,67.09677419,0.0,2014
35843,5.5,Utilities,45.1086,-101.5824,Jun,0,21.46540881,5.2,56.54088050000001,5.9,2002
35845,15.0,Arson,31.38056255,-88.80543546,Mar,0,13.25535714,1.436309524,57.07738095,0.0,1994
35854,2.0,Debris Burning,33.54333333,-85.68333333,Oct,0,16.302197800000002,2.101098901,66.00558659,0.0,1998
35855,24.7,Debris Burning,30.49626771,-82.20978235,Mar,0,17.70803571,2.481696429,74.97196262,0.0,2012
35861,129730.0,Lightning,43.33972222,-115.4997222,Aug,1,25.2,4.593888889,25.18888889,1.5,2013
35862,1.25,Arson,42.64625028,-73.73974007,Apr,0,9.148815166,4.156937799,55.45544554,1.6,2001
35863,1.0,Arson,34.521,-94.5135,Jan,0,0.0,0.0,0.0,0.0,2014
35866,1.0,Debris Burning,26.53833333,-99.09777778,Jul,1,28.62944162,5.401015228,76.23834197,0.0,2004
35869,5.0,Accidental,37.86944444,-112.5122222,Jun,1,19.81395349,5.914634146,23.31707317,0.0,2000
35871,1.0,Arson,37.82931667,-92.93768333,Mar,0,0.276553106,3.564529058,48.74749499,0.0,2014
35878,1.1,Debris Burning,33.00869723,-83.81811278,Feb,0,12.76785714,2.239880952,61.20726496,0.0,2011
35883,4.6,Debris Burning,48.4217,-114.4215,May,0,10.57247191,2.739325843,56.8258427,2.8,2011
35885,4.0,Arson,33.15014,-111.81077,Jun,0,32.08571429,3.308571429,13.76923077,0.0,2009
35886,1.5,Debris Burning,34.74639419,-84.485326,Mar,0,17.51292247,2.317097416,70.30602409999999,0.0,2012
