,fire_name,fire_cause
50148,BUNKER,Lightning
50149,ESCONDIDO,Lightning
50150,MASHED O,Lightning
50151,ELPASODRAW,Lightning
50152,MARTIN,Lightning
50153,LINCH,Lightning
50154,UVAS,Lightning
50156,RANGE,Lightning
50157,LAVADE,Lightning
50158,JALTWO,Utilities
50159,BOTTOM,Lightning
50160,MOOSE CRK1,Lightning
50161,TOLKAT RV,Lightning
50162,MAYDAY,Lightning
50164,GREENMEADO,Arson
50166,CRATER CRE,Other
50168,HIGHWAY 24,Utilities
50174,RAVINE,Other
50188,FREEZEOUT,Lightning
50189,FERN CREEK,Lightning
50190,DEAN RIDGE,Lightning
50191,HELEN CREEK,Lightning
50192,LITTLE WOLF,Lightning
50193,BLACK BUTTE,Lightning
50194,NORTH FORK BIG CREEK,Lightning
50195,WEBB KNOB,Lightning
50196,SCENERY 1,Lightning
50197,SHEEP RANGE 3,Lightning
50198,WINDY POINT,Other
50199,HENRY PEAK,Lightning
50203,S CANYON,Lightning
50204,PINNACLE,Lightning
50205,POT,Lightning
50206,POGUE,Other
50208,COTTONWOOD,Lightning
50209,REDINGTON,Lightning
50210,RINCON,Lightning
50211,MULE,Lightning
50213,PATOS,Lightning
50214,BRIDGE,Lightning
50215,PECK,Lightning
50216,CASTLE,Lightning
50217,ARMOR,Lightning
50218,STAR GULCH,Arson
50219,RABBIT CREEK #1,Lightning
50222,PIONEER CREEK,Lightning
50223,BLACK WILLOW,Lightning
50224,PRUNTY,Lightning
50225,WILLOW BASIN,Accidental
50229,TAG,Lightning
50233,COTTONWOOD,Lightning
50234,DRY CANYON 2,Lightning
50235,EDGAR CANYON,Lightning
50237,SHOOTING,Other
50238,SECOND,Other
50239,JACK #1,Lightning
50240,SPECIMEN,Lightning
50241,BARKLEY,Lightning
50243,PALM,Lightning
50244,FAIRVIEW,Debris Burning
50245,LUCAS #4,Lightning
50246,BIG CREEK,Other
50247,COTTONWOOD,Arson
50248,CRYSTAL,Utilities
50250,POWDER,Lightning
50253,MENDENHALL,Lightning
50254,BOUNDARY,Lightning
50255,ALDER,Lightning
50259,TYEE CREEK,Lightning
50260,ROUND MTN,Lightning
50261,HATCHERY CREEK,Lightning
50262,RAT,Accidental
50263,COPPER BUTTE,Lightning
50264,FISH DAY,Arson
50267,NIARADA,Utilities
50268,MCDONALD,Lightning
50270,YEDLICK,Lightning
50271,LAKEBEDS,Lightning
50273,BABY DEAN,Arson
50274,BLACK RIDG,Lightning
50275,TOWERS-1,Lightning
50276,TAL S 27,Lightning
50277,BTT S 49,Lightning
50279,BTT NE 26,Lightning
50280,432225,Lightning
50282,TAL NE 33,Lightning
50283,404274,Lightning
50284,404275,Lightning
50285,431299,Lightning
50287,404307,Lightning
50288,412312,Lightning
50289,413330,Lightning
50290,FYU W 35,Lightning
50291,FYU E 76,Lightning
50293,413547,Lightning
50294,COYOTE,Lightning
50295,PERKINS,Lightning
50296,WARM,Lightning
50298,SODA,Utilities
50299,BRECKENRDG,Arson
50300,ALISO,Accidental
50301,HWY 41,Arson
50302,FORT PIUTE,Lightning
50303,TWO ROAD,Lightning
50304,WAKE,Lightning
50305,WEST SPR.,Debris Burning
50306,DEVILS CR.,Lightning
50308,OTA 9,Lightning
50309,POINT WELL,Accidental
50310,HAWLEY 2,Lightning
50311,ELEVATOR,Lightning
50312,BUTTE CITY,Utilities
50313,BUCKSKIN,Debris Burning
50314,HALLELUJAH,Other
50315,HOLBROOK,Arson
50316,LONE MTN,Lightning
50317,MAHOGANY,Lightning
50318,GOOSE CRK,Lightning
50319,RAIN,Utilities
50320,WOODHILLS,Lightning
50322,GREGERSON,Lightning
50323,MOORE,Lightning
50324,PORPHYRY,Debris Burning
50325,OSCURA,Lightning
50326,ORGAN,Lightning
50327,HAT,Lightning
50328,LOVELACE,Lightning
50329,BLACK,Lightning
50330,SHEARING,Lightning
50331,SOUTH,Lightning
50332,EPPERS,Lightning
50334,FERRYCANYN,Accidental
50335,SMITHCANYN,Lightning
50337,NARROWS,Lightning
50339,HORN BUTTE,Lightning
50340,THIRTYMILE,Lightning
50343,MILFORDBEN,Lightning
50344,BITTCRCOMP,Utilities
50345,ANTELOPEMT,Lightning
50347,SIMPSON BT,Arson
50348,DAVIS MTN,Arson
50349,ROUND TOP,Other
50352,E HARKER,Lightning
50353,REILLY CNY,Lightning
50354,COLDCREEK,Other
50358,BARREL SPR,Lightning
50359,ADAIR #2,Lightning
50360,STARVATION CREEK,Lightning
50361,ESTUFA,Lightning
50362,WESTEX,Utilities
50364,TERN,Lightning
50365,ROBINSON,Lightning
50366,HORIZON,Lightning
50368,CK CREEK,Lightning
50369,CHICAGOLAK,Other
50370,COTTONWOOD,Arson
50371,SEEHORN 94,Lightning
50372,CENTRAL P,Arson
50373,BADGER,Lightning
50376,UNIT6ARSON,Arson
50399,ORACLE,Lightning
50413,GOOD FRIDAY,Lightning
50414,HETT,Lightning
50415,ED,Lightning
50417,SOUTH,Lightning
50418,BONNER,Lightning
50419,SPRITE,Lightning
50420,H.B.,Accidental
50422,BASIN,Lightning
50423,SQUAW,Lightning
50424,RIVER,Other
50425,BATTLE CREEK,Lightning
50426,TERRA,Other
50427,PERRY CANYON,Lightning
50429,EL MONTE,Accidental
50430,POLE,Other
50431,VERBENIA,Utilities
50432,APACHE,Arson
50433,TERRAPIN CREEK,Arson
50435,LITTLE GABBRO,Lightning
50436,R92,Other
50437,MONTEZUMA,Arson
50438,CHUICHU02,Lightning
50439,LOST,Lightning
50440,532370,Lightning
50441,LIV E 19,Lightning
50442,MUD MTN,Lightning
50443,NEVERSHINE,Lightning
50444,TASTEFULL,Lightning
50445,STOVE,Other
50447,TOWERII,Lightning
50448,SENATORII,Lightning
50449,JOESHILL,Lightning
50450,ICEHOUSE,Accidental
50451,46,Utilities
50452,PEORIA,Utilities
50453,MIDWAY,Arson
50454,DAWSON,Accidental
50455,SYCAMORE,Accidental
50456,INITIAL PT,Utilities
50457,POT HOLE,Lightning
50459,POINT,Lightning
50460,TUANA,Lightning
50461,S. CLOVER,Lightning
50462,INSIDE DES,Lightning
50464,BLUE GULCH,Lightning
50465,SIGNALBUT.,Utilities
50466,CROSSROAD,Lightning
50467,BLACKFOOT,Other
50469,WALCOTT,Lightning
50470,BEARTRAP,Debris Burning
50472,GRANT COUL,Debris Burning
50473,FRENCHIE1,Lightning
50474,DANN,Lightning
50475,IZEN,Lightning
50477,BUFFALO,Lightning
50478,JUPITER,Lightning
50479,BARBER CYN,Lightning
50480,RADIO,Lightning
50484,MILFORDPAS,Lightning
50485,CEDAR POCK,Lightning
50486,VC#2,Lightning
50487,TRIANGLE,Lightning
50488,TURKEY,Lightning
50489,LAVA RIDGE,Lightning
50494,COVINGTON,Lightning
50495,VISION,Accidental
50496,E112,Utilities
50498,MCRNORTH,Arson
50499,WESTSIDE,Other
50504,RIO,Lightning
50520,POT,Lightning
50521,CLARK PEAK,Other
50524,DAMON/LONG,Lightning
50525,LONE,Accidental
50526,BELLI,Arson
50527,DALTON 3,Lightning
50531,RACER,Lightning
50532,STOCKWELL,Lightning
50534,SMILEY,Lightning
50536,BRIDGE,Lightning
50537,DISAPPOINTMENT,Lightning
50538,BIG BRUIN/PNF,Lightning
50539,FAYETTE,Other
50540,SWET CREEK,Lightning
50543,BRIDGER KNOLL,Lightning
50544,JUMP,Lightning
50547,TOWER,Lightning
50550,WARRIORS FACE,Lightning
50552,WHITEFEATHER LAKE,Lightning
50554,SLOANS RIDGE,Lightning
50556,POLE CREEK,Lightning
50557,CANYON,Other
50558,SHEPARD MTN,Lightning
50559,CANYON,Accidental
50560,BUFFALO CREEK,Accidental
50561,COYOTE,Utilities
50562,MADDALENA,Utilities
50564,DOME,Accidental
50565,EIGHTH STREET,Utilities
50571,ACKERSON,Lightning
50572,COYOTE PNF,Lightning
50573,UPLAND ISLAND,Arson
50574,FORK,Arson
50575,SPRING,Lightning
50576,TRIMMER 2,Arson
50577,ADELAIDE,Lightning
50578,ALDERRIDGE,Lightning
50579,GRAND,Other
50580,BEE #2,Other
50582,HIGHWAY 58,Utilities
50583,HONDO,Debris Burning
50584,WILD,Arson
50585,SUR,Other
50588,ALLENTOWN5,Lightning
50589,SIMNASHO,Utilities
50592,LASTSTAND,Utilities
50593,COLFAX,Utilities
50594,ROLLOVER,Utilities
50595,CHINO WELL,Other
50596,WHITESPRG,Arson
50597,PETAN/DRY,Lightning
50598,HILLBILLY,Arson
50599,603159,Accidental
50600,631305 STE,Lightning
50601,632321,Arson
50604,603411,Debris Burning
50605,613415,Debris Burning
50606,WINDY CREE,Lightning
50608,631460  BI,Lightning
50609,604463,Lightning
50610,632469,Lightning
50611,632472,Lightning
50612,632482,Lightning
50613,SLED ROADS,Lightning
50614,HOCHANDOCT,Lightning
50615,CIRC MOUNT,Lightning
50616,DAVID CREE,Lightning
50618,DEADMAN IS,Lightning
50619,42 MILE CR,Lightning
50621,632521,Lightning
50623,SLENDER SM,Lightning
50627,HWY 41,Arson
50629,MESA CMPLX,Arson
50630,MERCY,Utilities
50631,GILBRETH,Arson
50634,ROGGE,Lightning
50635,KAWEAH,Utilities
50637,WHITEOAK,Other
50638,WOLFSKILL,Debris Burning
50639,CORRAL,Lightning
50641,HATCHET,Lightning
50642,SINKERBUTT,Utilities
50644,BROWNSGLCH,Lightning
50645,COYOTEBT.,Lightning
50646,YOTE BUTTE,Other
50647,ANTELOPE,Lightning
50649,BASE,Lightning
50650,3 CR. WELL,Other
50651,SWINTRCAMP,Lightning
50652,CRANEFALLS,Lightning
50653,CANYON CR.,Lightning
50654,KUNA,Lightning
50655,OTA 18,Lightning
50656,OTA 21,Lightning
50657,COTTONWOOD,Lightning
50659,MABEY,Lightning
50660,COX'S WELL,Lightning
50661,MULEBUTTE1,Lightning
50662,MULEBUTTE2,Lightning
50665,LAKEWALCOT,Lightning
50666,ELBA,Debris Burning
50667,NORTH WAPI,Lightning
50669,TIP TOP,Utilities
50673,SLAVEN II,Lightning
50674,DESERTPEAK,Lightning
50675,SUNRISE,Accidental
50676,SHEEP#1,Lightning
50677,DIVISION,Lightning
50678,GOLDQUARRY,Lightning
50679,TUNNEL,Lightning
50680,SUSIE,Lightning
50681,OREGON,Lightning
50682,BOBS FLAT,Lightning
50683,UP BOULDER,Lightning
50684,FRENCHIE,Lightning
50685,MULE,Lightning
50686,BOYD,Utilities
50687,MAYNARD,Lightning
50688,SHOEMAKE,Lightning
50689,SILVER STA,Lightning
50690,FLAT CR.,Lightning
50691,ROCK HILL,Lightning
50692,HUMBOLDT,Lightning
50693,LITTLEVALL,Lightning
50695,GETCHELL,Lightning
50696,DUTCH FLAT,Lightning
50697,N CHIMNEY,Lightning
50698,2 FORKS,Lightning
50699,WMCAMT3,Lightning
50700,BLOODRUN2,Lightning
50701,COYOTE,Lightning
50702,SPAULDING2,Arson
50703,ARCHULETA,Lightning
50707,BUZZARD,Lightning
50717,HONEY BOY,Lightning
50718,CUNNINGHAM,Lightning
50719,LTL SAHARA,Lightning
50720,TWIN,Lightning
50721,EIGHTMILE,Lightning
50722,CHERRY CK,Lightning
50723,LEAMINGTON,Lightning
50724,WASH,Lightning
50725,ERICCOMPLX,Lightning
50726,EAST SAGE,Lightning
50727,FRISCOPEAK,Lightning
50728,SARAH,Lightning
50729,ROUND TOP,Utilities
50730,SOLDIER PS,Lightning
50731,SHEEP ROCK,Lightning
50733,DAVIS KNOL,Lightning
50735,SIMPSON,Other
50736,CAMP FLOYD,Lightning
50737,TEDDY BEAR,Other
50738,SOUTH DUGW,Lightning
50741,ELEPHANT 2,Utilities
50742,JUNIPER,Utilities
50743,QUINCY,Lightning
50744,COLD CREEK,Other
50745,LINCOLN,Debris Burning
50751,CEDAR RIDG,Lightning
50752,BATES,Lightning
50753,WILLOW,Lightning
50754,EBLACK MTN,Lightning
50755,NBROKENBAC,Lightning
50756,CHAPIN 5,Lightning
50757,POTTER 1,Other
50758,WILDCAT,Lightning
50760,CALABASAS,Utilities
50761,BLOCK B,Other
50762,CARD SOUND,Other
50763,OTAY322,Accidental
50764,GATTON,Arson
50765,ALKALIE,Other
50766,SAN PEDRO,Other
50767,CATNIP,Debris Burning
50803,THEDFORD,Accidental
50804,LOGAN,Other
50805,CHOKE,Lightning
50809,BAKER,Debris Burning
50810,PAUBA,Accidental
50811,JACKS,Lightning
50812,CANYON 2,Utilities
50813,NARROWS,Debris Burning
50816,DR. BEAVER,Lightning
50817,SIMELS 732,Lightning
50818,KOKHILA HI,Lightning
50820,MUD FIRE 7,Lightning
50821,TOUGH/7043,Lightning
50823,HAWK RIVER,Lightning
50824,GEORGE RIV,Lightning
50825,TRAIL,Lightning
50826,FORAKER,Lightning
50827,REED RIVER,Lightning
50828,BIG CREEK,Lightning
50830,LOCKWOOD 7,Lightning
50836,SOONKAKAT,Lightning
50837,COTTONWD 2,Utilities
50838,LOKERN,Utilities
50839,MIDWAY CPX,Arson
50840,HOPPER,Arson
50841,CHOCKTAW,Arson
50842,WILLIAMS,Utilities
50843,RABBIT,Arson
50844,SEWEMUP,Lightning
50845,HIGHWAY55,Debris Burning
50846,TABLE,Lightning
50847,TOLBERT,Lightning
50848,SENTINEL,Utilities
50849,SUMMIT,Utilities
50850,WARRIOR,Lightning
50853,FLAT,Lightning
50854,POWWAHKEE,Lightning
50855,OLYMPIA ST,Debris Burning
50856,DEWEY 2,Utilities
50857,BUOY LINE,Debris Burning
50859,CORFU,Lightning
50887,HOLIDAY,Arson
50888,OAK,Arson
50889,OSO,Arson
50890,DOME,Lightning
50891,ARCTIC CREEK,Lightning
50894,GYPSY,Lightning
50895,SHEEPEATER,Lightning
50896,LAIDLOW,Lightning
50897,SCHOFIELD,Lightning
50898,RAINIER CREEK,Lightning
50899,BEND,Lightning
50900,NORTH 25 MILE,Lightning
50902,TOM,Other
50904,NORTH RYE,Debris Burning
50905,BOYER,Arson
50906,REFUGE,Utilities
50907,EDNA,Other
50909,CHALLENGE,Lightning
50910,CHEAHA WILDERNESS,Arson
50911,AVERY,Other
50913,ROCK BLUFF,Lightning
50914,JOJO#3,Utilities
50915,WILDCAT,Lightning
50916,CARLA LAKE,Lightning
50918,BRECK,Arson
50919,PIRU,Utilities
50920,JUNIPER,Lightning
50922,TILDEN #2,Lightning
50923,LONE PINE,Lightning
50924,SPRING,Lightning
50925,EAGLE #2,Lightning
50926,BUCKSKIN,Utilities
50927,POCATELLO,Utilities
50928,SANDBURN,Lightning
50929,BRADSHAW,Lightning
50930,BIA7,Utilities
50931,BOULDER V,Utilities
50932,MM272,Other
50933,BLACK MTN,Lightning
50934,RAINBOW,Lightning
50935,BOYD II,Utilities
50936,KEYSTONE,Lightning
50937,SPAULDING,Lightning
50939,SOUTH TUB,Lightning
50940,PAHCOON,Debris Burning
50941,BULLDOG,Utilities
50942,MINERSVILE,Accidental
50943,GEORGE,Lightning
50944,FAUST,Other
50947,TOPLIFF,Lightning
50948,MUDDYCYN,Lightning
50949,SADDLE MTN,Lightning
50950,RATTLESNAK,Lightning
50951,VIEW PT,Arson
50952,CLEVELAND,Lightning
50953,TOKIO,Utilities
50956,FRITCH2,Other
50957,PALO DORO,Other
50958,HONEYSCRUB,Lightning
50959,HERMAN RDG,Lightning
50960,SUGARLOAF,Lightning
50962,SKULLCK,Utilities
50963,ELKMEADOW,Lightning
50999,FY1998-CHARLTON-049,Arson
51005,PILOT,Utilities
51008,SHEEP CR,Accidental
51009,PINE,Lightning
51010,YELLOW,Lightning
51011,COW HOUSE,Other
51012,FRIENDLY,Lightning
51013,SELLEM/USFS#5,Other
51014,BRIDGE,Arson
51015,LAGUNA_100,Arson
51016,LA_JOLLA,Debris Burning
51021,JONES,Other
51023,TROUT CREEK II,Arson
51024,TASSAJARA,Lightning
51025,HARE,Lightning
51026,FIVE,Lightning
51027,SPANISH,Utilities
51028,DEHAVEN,Utilities
51029,WEST MOUNTAIN 2,Other
51030,BUCKS,Lightning
51031,HORTON_2,Utilities
51032,CEMETARY,Other
51033,PIEGEON,Lightning
51035,MIXING,Arson
51036,PENDOLA,Other
51038,GUN 2,Other
51039,NORTON CREEK,Lightning
51041,ROUGH CRK,Other
51042,GAP/ROUGH CREEK,Debris Burning
51043,ANTELOPE,Utilities
51044,LA JARA,Arson
51045,STATE FIRE,Arson
51046,BURNOUT,Lightning
51047,HELLSGALE,Utilities
51048,RAINBO QUR,Accidental
51049,HEHE FIRE,Debris Burning
51050,RAINBOW,Arson
51051,DONNELLY F,Arson
51053,DENNISON,Lightning
51054,BEAR CREEK,Lightning
51056,UPPERWESTF,Lightning
51057,WITCH,Lightning
51058,KINK,Lightning
51059,MINTO,Debris Burning
51060,JESSICA,Lightning
51061,PINGO,Lightning
51062,KOCACHO,Lightning
51063,BEAVER CRE,Lightning
51065,TETTHAJIK,Lightning
51066,WOOD RIVER,Lightning
51067,KEVINJIK,Lightning
51068,UVGOON2,Lightning
51069,MELOZI MOR,Lightning
51071,MARSHALL,Lightning
51072,TOLOVANA,Lightning
51073,PAH FLATS,Lightning
51074,ROUNDABOUT,Lightning
51075,SIRUK CREE,Lightning
51077,N FORK DAG,Lightning
51078,JUMPSPRING,Lightning
51079,HARCUVAR,Lightning
51080,SHANNON,Other
51081,SHOCKEY,Debris Burning
51082,DRY,Lightning
51083,RAVE,Lightning
51084,INKS,Lightning
51085,BTU DOE 2,Lightning
51086,WILLOW,Other
51088,LNU SIXTEE,Arson
51090,LITTLE BIG,Lightning
51091,BROKE WAGO,Lightning
51092,MIDBUTTE 1,Lightning
51093,SHOOFLY,Lightning
51094,EAST SLICK,Utilities
51095,IMPACT SE,Debris Burning
51096,CEDARBUTTE,Lightning
51097,MULE BUTTE,Lightning
51098,GRANDVIEW,Lightning
51099,WHISKEYBT,Lightning
51100,WEDGEBUTTE,Utilities
51101,WILSONGUL,Debris Burning
51102,MALLARDLK,Debris Burning
51103,FISHEL CRK,Lightning
51104,HORSE THIE,Lightning
51106,MILL IRON,Utilities
51108,ANTELOPE 2,Lightning
51109,CEDARS,Lightning
51110,MULECANYON,Lightning
51111,CEDAR 2,Lightning
51113,BLITZ,Lightning
51114,RESERVOIR,Utilities
51115,PAH RAH,Other
51116,STILLWATER,Lightning
51117,SANDSPRGS,Debris Burning
51118,WILCOX 2,Lightning
51119,NEW PASS,Lightning
51120,SHIRTTAIL,Lightning
51121,POCO,Lightning
51122,SHOSHONE,Lightning
51123,FISH 2,Lightning
51124,RED ROCK,Utilities
51125,HUNTER,Debris Burning
51126,CLOVER,Utilities
51127,PILOT,Lightning
51128,RAIN,Other
51129,WAGON BOX,Lightning
51130,IZZENHOOD,Lightning
51131,FRENCHIE,Lightning
51132,HORSECREEK,Lightning
51135,ROSE,Lightning
51136,WELCHES CR,Lightning
51137,DIDOCOMPLE,Lightning
51138,NOSCHOOL2,Accidental
51139,SIGNBOARD,Accidental
51140,BLUEGARDEN,Lightning
51141,DELAMAR,Lightning
51142,LANG SYNE,Utilities
51143,DUNGLENCOM,Lightning
51144,G VALLEY 1,Lightning
51145,CYANCO,Lightning
51146,DENIO COM,Lightning
51147,COSGRAVE,Lightning
51148,SOMBRERO,Lightning
51149,POKER BROW,Lightning
51150,JUNGO COM,Lightning
51151,CHIMNEY,Lightning
51152,ROCHESTER,Lightning
51153,EUGENE,Lightning
51154,LONE BUTTE,Lightning
51155,TUNG HOUSE,Lightning
51156,PASS CRK,Lightning
51157,GARCIA,Lightning
51158,LNG HOLLOW,Lightning
51159,STONEHOUSE,Lightning
51161,HORSE CR,Other
51162,LITTLEHOLE,Lightning
51163,S RAILROAD,Utilities
51164,RUSH,Lightning
51165,PETERSON,Lightning
51166,CLAY PIT,Other
51167,DRY CYN,Lightning
51168,CLARKELEN,Utilities
51171,JUNIPER,Lightning
51174,BIGELK,Accidental
51177,HICKORY IS,Debris Burning
51181,BADGER FIR,Lightning
51183,NORTH UNIT,Other
51214,FULTON CREEK,Accidental
51215,MARSH FORK,Arson
51217,BIG JARRELL,Accidental
51233,PAD,Debris Burning
51234,CANYON II,Lightning
51235,CROOKED,Utilities
51236,ELIZABETH,Lightning
51238,BOBCAT,Accidental
51239,OUTLET,Other
51240,ROCKY HULL,Lightning
51241,VIVEASH,Other
51242,TRAIL CREEK,Lightning
51243,SIERRA,Lightning
51244,BURNT FLATS,Lightning
51245,PUMPKIN,Lightning
51248,MONUMENT CANYON,Lightning
51249,WEST BASIN,Lightning
51250,PLASKETT 2,Other
51254,THREE BEARS,Lightning
51256,BLACK LAKE,Lightning
51261,CAMP,Lightning
51265,MAYNARD,Lightning
51266,WARM SPRINGS,Lightning
51267,BLODGETT TRAILHEAD,Accidental
51268,THIRTY,Lightning
51269,LONELY CREEK,Lightning
51270,HAMILTON CREEK,Lightning
51271,COYOTE,Lightning
51272,BEAR,Lightning
51273,FALLS,Lightning
51274,LITTLE BLUE JOINT,Lightning
51275,TAYLOR SPRINGS,Lightning
51276,RAZOR,Lightning
51277,MARLIN SPRINGS,Lightning
51278,BURKE,Lightning
51279,FONTENELLE,Lightning
51280,ENOS,Lightning
51281,BOULDER,Lightning
51282,BLIND TRAIL,Lightning
51283,MORSE,Lightning
51284,RANKIN CREEK,Lightning
51286,BUTTS,Lightning
51287,FILLY,Lightning
51288,PACKER MEADOWS,Lightning
51289,APAREJO,Lightning
51290,PINE GULCH,Lightning
51291,SHORT CREEK II,Lightning
51292,CLEAR CREEK,Lightning
51293,LONG BAY,Arson
51295,MILE POST 244,Utilities
51296,LYDIA MTN.,Lightning
51297,CLIFF POINT,Lightning
51298,STONE HILL,Lightning
51299,UPPER BEAVER,Lightning
51300,CHIPMUNK,Lightning
51302,JIM CREEK RANCH,Lightning
51303,DEEP CREEK CABIN,Lightning
51304,CARROL CREEK,Lightning
51305,THORN,Lightning
51306,CAVE GULCH,Arson
51307,HIGH MEADOWS,Accidental
51308,MANTER,Other
51309,FLAT FIRE,Lightning
51310,UPPER NINEMILE,Lightning
51311,ALPINE DIVIDE,Lightning
51312,MONTURE COMPLEX,Lightning
51313,SPREAD RIDGE,Lightning
51314,LANDOWNER MNT,Lightning
51315,BEAVER CREEK,Lightning
51316,JASPER,Arson
51317,STORRIE,Utilities
51318,MORNING DOVE,Lightning
51319,PASTURE 9 BURN,Lightning
51320,CREE,Other
51324,MUSSIGBROD,Lightning
51325,WILD CREEK,Arson
51326,BOAR CREEK,Arson
51327,FTMANUEL,Other
51328,TRIBLE,Other
51329,JENSEN,Lightning
51330,GENO H.,Utilities
51331,CLOVER,Accidental
51332,PEPPER CR.,Lightning
51333,NO FLESH,Accidental
51334,DECKER,Lightning
51335,RL208,Other
51336,RL207,Other
51337,VANDERBURG,Lightning
51338,CLEARDIVID,Lightning
51339,BUFFALO LK,Other
51340,RANGE,Debris Burning
51341,MULE DRY,Lightning
51342,VIEJAS,Accidental
51343,PEASE,Debris Burning
51344,MUDDYCRK,Lightning
51346,PONY,Lightning
51347,RIDGE,Lightning
51349,WILD,Lightning
51350,SPIRIT LAKE,Lightning
51351,BEAVER CRE,Lightning
51352,GRANT CREE,Lightning
51353,ZITZIANA,Lightning
51354,TOLOVANA F,Lightning
51355,BERING CREEK,Lightning
51356,FORAKER,Lightning
51357,OTTER CREE,Lightning
51358,BEARPAW MT,Lightning
51359,YUKONCREEK,Lightning
51360,UPPER OTTE,Lightning
51361,NATLARATLE,Lightning
51362,BOX RIVER,Lightning
51363,CHITSIA,Lightning
51364,GRAND CREEK,Lightning
51365,PASTOLIAK,Utilities
51366,SHELL,Utilities
51367,HUNTER,Other
51368,LNU MORGAN,Other
51369,TGU WEIN,Debris Burning
51371,BUSTERFLAT,Lightning
51372,SCANDARD,Lightning
51373,WINTERVLLY,Lightning
51374,CONE MTN,Lightning
51375,HAMILTON,Lightning
51376,ARCH CANYN,Other
51377,SE IMPACT,Utilities
51378,BLUE CREEK,Lightning
51379,FLAT BROKE,Lightning
51380,MCDONALD,Lightning
51381,GRASS FIRE,Lightning
51382,OREGONTRAI,Arson
51384,KETTLE BTE,Debris Burning
51385,MOONSHINE,Lightning
51386,COFFEE PNT,Lightning
51387,FISHER SPG,Lightning
51388,FLAT TOP,Lightning
51389,SUPPON CRK,Lightning
51390,TIN CUP,Lightning
51391,BUCKSKIN,Lightning
51392,CAMAS,Utilities
51393,TAYLOR,Lightning
51394,CEDARFIELD,Lightning
51396,E FALL CRK,Lightning
51397,NAF,Lightning
51398,HIGHPOINT,Lightning
51399,CALDERCR,Lightning
51400,COALBANKS,Lightning
51401,C ROCKS,Lightning
51402,SNOWLINE,Accidental
51403,BOULDER COMPLEX,Lightning
51404,RYAN GULCH,Other
51405,TOSTON MAUDLOW,Utilities
51406,CEDARBUTTE,Lightning
51408,TOOKE,Lightning
51409,ANTELHUNG,Lightning
51410,RAMSEY,Lightning
51411,COTTONWOOD,Lightning
51412,TWIN PEAKS,Lightning
51415,LINKA,Lightning
51416,BEOWAWE,Lightning
51417,COUNTYZONE,Lightning
51418,COLD SPRGS,Lightning
51419,3 MILE,Lightning
51420,WILDCAT,Lightning
51422,CHOKECHERR,Lightning
51423,CHERRY,Lightning
51424,COYOTE,Lightning
51425,KELLY CRK,Lightning
51426,CHERRY,Lightning
51427,DOUBLE H,Lightning
51428,PRINCE,Lightning
51429,KEYSTONE,Lightning
51430,JUNGO,Lightning
51431,COW CREEK,Lightning
51432,TRUCKEE,Lightning
51433,S WILLOW,Other
51434,MAHOGANY,Accidental
51435,XT,Accidental
51436,CASCABEL,Other
51439,GRANDADDY,Lightning
51440,BRANTLEY,Debris Burning
51441,CHANCE,Lightning
51445,SNIPTONCYN,Lightning
51446,JACKSON,Lightning
51447,WHITE MULE,Lightning
51448,KERN,Lightning
51449,GRASSY,Lightning
51450,BROAD,Lightning
51451,MONA WEST,Lightning
51452,SWAINS,Other
51454,BORROW PIT,Utilities
51456,SROSERANCH,Lightning
51458,BISMARK,Lightning
51460,TENMILEPAS,Other
51461,SWEETWATER,Lightning
51463,ORMSBY,Lightning
51465,HENDERSON,Lightning
51467,WLD HORSE,Lightning
51468,SHEEP MT,Lightning
51469,SAND,Debris Burning
51470,BIRCHER,Lightning
51471,CERRO GRANDE,Debris Burning
51472,POTTER #2,Accidental
51473,MORAN,Lightning
51474,PINNACLES,Accidental
51475,OLD RAG,Arson
51476,HAPPY,Debris Burning
51477,DARROW RDG,Arson
51479,CITYHALL2,Accidental
51482,GA-2,Debris Burning
51483,RED CROSS,Utilities
51485,DRYWELLS,Lightning
51488,CRATERLK-L,Lightning
51490,24 COMMAND,Utilities
51544,HAWKINS,Arson
51545,KING,Lightning
51546,PECHANGA,Arson
51547,CANYON FERRY COMPLEX,Accidental
51548,ALDER,Lightning
51549,FLAGPOLE MOUNTAIN,Lightning
51550,WARBONNET,Lightning
51551,MALONEY,Lightning
51553,HORN BUTTE,Other
51570,LONE PINE,Lightning
51571,TACO,Lightning
51572,30 MILE,Accidental
51573,LIBBY SOUTH,Utilities
51574,BAILEY,Lightning
51575,MURPHY,Lightning
51576,TROUGH,Other
51578,UPPER WILLOW CREEK,Utilities
51579,STREAM,Lightning
51580,HORSE CREEK,Lightning
51581,MARTIS,Accidental
51583,BLUE,Lightning
51584,CRANE CREEK,Arson
51585,STAR,Other
51586,REX CREEK COMPLEX,Lightning
51588,PINATOSA,Accidental
51589,FRIDLEY,Lightning
51590,PURDY CREEK,Lightning
51591,BERGSICKER,Lightning
51592,MOOSE,Lightning
51593,BIRK,Lightning
51595,CRATER,Lightning
51596,ELK MOUNTAIN #2,Lightning
51597,ROGER'S SHACK,Lightning
51598,STABLES,Other
51599,FOURTH OF JULY,Lightning
51600,MT. LEONA,Lightning
51601,FALCON,Lightning
51602,GREEN KNOLL,Accidental
51604,KENAI LAKE,Debris Burning
51605,WHITETAIL,Lightning
51606,PICKUP,Utilities
