,fire_name,latitude,longitude,state,remoteness
37089,FY2014-TWIGGS-013,32.71126111,-83.55262778,GA,0.1493109014894043
37092,PAINTE,47.5744,-101.8314,ND,0.3120611457125468
37094,ALTOONA 12,28.97666667,-81.595,FL,0.1347339564888208
37097,LONG,36.123000000000005,-96.7072,OK,0.2678188223050424
37099,3 WELL,42.9022,-114.5125,ID,0.4376437483766298
37103,HANSEN,34.27222222,-118.3811111,CA,0.4809945229013508
37106,GOODNOE,45.7443,-120.4395,WA,0.4968297060057072
37109,BOOKCLIFF,39.2069,-108.4953,CO,0.3794726543194546
37113,FY2012-TROUP-008,33.12374011,-84.89754331,GA,0.161087705611467
37120,CHEESMAN,45.60166667,-104.1183333,MT,0.3345034949272749
37122,LEOLA,48.91777778,-117.1019444,WA,0.4622571513983036
37129,30/HORSE BARN RD-0094,30.8358,-85.95,FL,0.1722403197452735
37131,KENWOOD,36.3069,-94.9019,OK,0.2507895253696321
37135,OTA 19,43.23955,-116.14972,ID,0.4539893825743843
37139,9,37.29,-95.88,KS,0.2593922636505139
37143,I KNEW IT,35.6732,-78.47063333,NC,0.1023631506881666
37145,OAK,34.47472222,-118.7094444,CA,0.4842017457906662
37146,EASTLINE,44.877011,-88.49058000000001,WI,0.1879344046670836
37147,SUPPLYCK7,41.1212,-123.7162,CA,0.5320701578411724
37154,SAVANNAH,35.19277778,-84.345,TN,0.1547724068171272
37163,MARBLE HILLS,41.706651,-112.305323,UT,0.4160412828484232
37168,Z-WATER,46.0983,-100.6557,ND,0.3011293220847795
37173,03/TWO TRAIL ROAD-0052,30.5301,-85.4199,FL,0.1676949775095737
37174,SPENCER,41.60121,-87.24863,IN,0.1777387899567633
37175,COON CREEK,36.9,-95.798,OK,0.258838309224477
37176,QUEBEC MOUNTAIN,35.14018333,-82.87536667,NC,0.1416536403085622
37179,PADHAM FIRE,44.916833,-69.83255600000001,ME,0.023851874411046
37180,OLSEN HILL,48.96666667,-115.2066667,MT,0.4431402751959672
37182,CLARK,33.3667,-110.4507,AZ,0.4021145880434236
37183,FY2015-GRADY-010,30.69854722,-84.36397778,GA,0.1580678784626414
37186,HEN,42.1739,-120.11,OR,0.4945721561727993
37192,LIVINGSTON - 280,30.68278333,-95.47355,TX,0.2599389058261221
37201,1050 WEST,42.6259,-113.871803,ID,0.4313249740979119
37211,SE 67,34.1692,-95.2611,OK,0.2554631956222828
37215,CANYON CR.,43.2499,-115.7009,ID,0.4494640185354905
37220,LIVINGSTON - 8083,30.45676667,-94.76375,TX,0.2534782925021512
37221,A1305054,42.13,-96.4414,NE,0.262437209373827
37226,GLENWOOD HILLS,38.7725,-111.96825,UT,0.4139841218252478
37229,57-ELAINE STREET FIRE -1212,30.4984,-87.0877,FL,0.1827979843528375
37246,OLEMA I,38.0333,-122.7678,CA,0.5237065779193566
37250,CAPPS,38.64722222,-120.4888889,CA,0.4999819652824859
37260,432226,64.416,-157.5691,AK,0.9022024837962324
37263,WILLIS FIRE,34.8105,-96.5597,OK,0.2672292745759259
37269,ABC,38.9316,-85.8009,IN,0.1658116112702969
37273,(33) RABON RD,30.5017,-83.9253,FL,0.1542870974774077
37276,ROAD N,33.8988,-103.2976,NM,0.331946216895632
37279,PORCH ROCK RD 3 15 13,35.627483000000005,-85.108017,TN,0.1613651464083008
37289,FY2002-GRADY-025,30.8474,-84.1548,GA,0.1560765010285416
37292,SUGAR RUN RD,38.52932752,-81.28071678,WV,0.1255715170853886
37294,CONCHO 2,35.6,-98.9837,OK,0.2896305614185104
37302,LONGHORN,32.5848,-116.8347,CA,0.4664686477578148
37308,POWERJUNCT,30.0833333,-89.83333329999999,LA,0.208158976403227
37318,AARONS CREEK,38.65083333,-82.55,OH,0.136794348656333
37320,FY2002-MCDUFFIE-042,33.4523,-82.5221,GA,0.1395978407578553
37321,WF SJU5,28.561,-80.88055556,FL,0.1287492640609107
37328,BRIGHT,36.301294,-112.025289,AZ,0.4158739130573574
37332,DEEP CREEK,38.4175,-119.4505556,CA,0.489489341309935
37334,BROADFOOT,37.1956,-91.3036,MO,0.2168988467851189
37339,FY2013-WILCOX-013,32.09046944,-83.50308056,GA,0.1493111301442786
37343,PURGATORY FIRE,34.119,-78.67083333,NC,0.1050945919308457
37348,BENSEN,32.76722222,-105.8666667,NM,0.3575855207924445
37350,FY2001-CRISP-031,31.9785,-83.7536,GA,0.1516345216013783
37359,HENDERSON - 007,32.10093227,-94.0817482,TX,0.2458794205742502
37361,POWERLINE RD (58),27.1234,-82.1968,FL,0.1416882592142316
37362,RAMSEYE BRANCH FIRE,36.8554,-83.00109,KY,0.141765515282779
37365,SUPPORTER,44.0608,-99.4476,SD,0.2901811700242138
37371,3117,41.665303,-70.347879,MA,0.0293090041001029
37388,BAMBOO,33.3517,-110.4423,AZ,0.4020417761054364
37393,PISGAH,41.56491218,-111.9035882,UT,0.4121029168276608
37398,HOWARD MOUNTAIN,34.93083333,-83.48611111,GA,0.1472401762826394
37401,FY2014-WAYNE-028,31.46481944,-81.98465556,GA,0.136229622180656
37407,529,32.58773142,-88.49348634,MS,0.1940277430162289
37411,HOMESITE,34.0978,-109.912,AZ,0.3963066738923952
37413,HIGHLAND GAMES ROAD,34.85051667,-79.16316667,NC,0.1089503520212633
37415,WESTKULLIH,34.7953,-96.4592,OK,0.2662943323309499
37423,GROUSE MTN,38.6992,-105.1691,CO,0.3472620003447171
37424,LITTLE SUWANNEE,30.5,-82.575,FL,0.1422219768124915
37429,SEATON,35.225133,-88.33739,TN,0.1908590957030187
37430,966,31.49385778,-89.69029207,MS,0.2057613873108035
37441,BARRETT,32.68194444,-116.64,CA,0.4644329166807626
37444,MACK FIRE,43.2392,-102.4747,SD,0.3193652083099854
37450,1.09201E+13,30.88744934,-89.58343571,MS,0.2052414916557057
37451,CANNA ROAD FIRE (53),28.2685,-81.6702,FL,0.136000861170026
37455,PINECREST,38.2283333,-119.914167,CA,0.4943170459992152
37459,CONTINENTAL 2,42.1903,-109.0056,WY,0.3832179859565832
37463,FY2000-POLK-139,34.0359,-85.148,GA,0.1627271661145608
37471,PROGRESS FIRE,35.93661666,-82.09646666,NC,0.1342322016003918
37475,PAXSON,38.26666667,-95.91666667,KS,0.2592214586336649
37481,SIMON,39.6702,-95.630997,KS,0.2558626448824097
37486,HAINES,34.25138889,-118.26805559999998,CA,0.4798595594023813
37489,NO NAME,40.153611,-89.420556,IL,0.1981387056484345
37490,EAST ANDRE,63.0159,-161.6524,AK,0.949031490043084
37499,NBROCKTON,48.1589,-104.933,MT,0.3418514310272855
37505,SHITIKE PH,44.7621,-121.2792,OR,0.505695772441838
37513,FY2014-WILKINSON-007,32.93075,-83.20447222,GA,0.1460446025111268
37527,CLOUSER ONE,40.38472,-77.24778,PA,0.0892239155599172
37530,223 ROAD FIRE,44.155,-98.51083333,SD,0.2812676704240715
37531,SCROGGIE STRIKE,47.3406,-117.7871,WA,0.4694584301441353
37542,OLD FIRE TOWER ROAD,36.98083333,-91.36805556,MO,0.2176113270081257
37543,CASCADE,37.76954,-119.6753,CA,0.4921164542349281
37568,MILL CREEK ROAD,34.52333333,-77.79861111,NC,0.0971910101952704
37569,BELCHER AV / THORNTON RD,37.339018,-120.522469,CA,0.5010051763258179
37570,9.32015E+12,34.64716997,-89.56677429,MS,0.2024511599318705
37576,9132,30.27828333,-93.97795,TX,0.2462918440814199
37589,BUCKET,41.61105,-87.27685,IN,0.1779910421186976
37595,FY2000-HARALSON-053,33.8474,-85.2899,GA,0.1641294731714506
37596,CROOKS,41.6916,-119.9561,NV,0.4931838660779775
37600,30186,36.4879,-94.74989999,OK,0.2492658198281538
37602,RAIN DROP,33.497778000000004,-105.513611,NM,0.3536511743570651
37603,GRANITE,39.735781,-121.551369,CA,0.5103552148540684
37604,UNIT P-9 WILDFIRE,35.342579,-90.182533,AR,0.2076619408328941
37605,DAVIS RD.,37.67908576,-80.90653056,WV,0.1226942238347001
37606,59,38.96,-95.11,KS,0.2513230263383124
37607,WELLS,41.6127,-108.1309,WY,0.3748509882369468
37608,HAUL ROAD,37.73333333,-91.125,MO,0.214964049232843
37613,CAPPS,39.58333333,-99.08277778,KS,0.2884456120817915
37616,OTAY 198,32.5848,-116.8347,CA,0.4664686477578148
37619,PINE CREEK,44.290555600000005,-116.191111,ID,0.4540722696177717
37620,ALLEN,41.2625,-123.6125,CA,0.5309397601199453
37623,03/NEWMAN PT RD-0673,30.2816,-85.6625,FL,0.1700770527521884
37628,HEAVY,43.2461,-101.1057,SD,0.3062446439327591
37636,FY2012-TOOMBS-045,32.09167514,-82.20918589,GA,0.1377656233242985
37645,PORK CHOP,35.1334,-107.3839,NM,0.3708173785727631
37657,SPRING GULCH,46.74444444,-114.5416667,MT,0.4368551159722507
37662,AIRPORT FIRE,35.025,-79.19083333,NC,0.1090844417227758
37663,DUCK POND,36.24505,-81.26966667,NC,0.1267083138317839
37669,WOODVILLE - 189,31.07048333,-93.99945,TX,0.2458784296202751
37671,ROCK,35.09916667,-120.1191667,CA,0.4981820587694603
37674,RANGE FIRE,30.21514833,-97.29927333,TX,0.2774556261131613
37701,HIGDON,38.3903,-120.5797,CA,0.5010402276192489
37702,OLD HWY,47.4155,-117.5532,WA,0.4670732469728818
37707,DOUBLE K,36.725,-113.8233,AZ,0.4335589343115245
37712,6025,33.42385,-95.11796667,TX,0.2546207611790998
37716,GARCIA 1,39.495,-123.09333329999998,CA,0.5263458515540802
37717,STO29469874,35.77983,-92.19542,AR,0.2259421557790653
37718,MS0814,48.0111,-98.9254,ND,0.2842801558692107
37719,CODY,33.3533,-110.4528,AZ,0.4021444695059148
37727,CRAW,38.2141,-114.5519,NV,0.4400548145128278
37739,WILLOW ROAD,47.61138889,-92.44527778,MN,0.2236350741068433
37744,LONDONDERRY,39.265556,-82.78694399999999,OH,0.138608274571341
37748,TXPTEAST,29.683000000000003,-93.8667,TX,0.2457317804572389
37756,SANDSPRING,42.02087,-113.96116,ID,0.4324419474078125
37761,SUMMIT,37.7333,-114.0841,NV,0.4356179862686831
37766,GOOSENECK,36.55083333,-112.4119444,AZ,0.4195762786659462
37769,BURNTBEET,43.01652,-115.62104,ID,0.4487395741901754
37776,015-023,38.65,-96.17,KS,0.2614053411641628
37780,SPRING CREEK,36.393717,-85.492283,TN,0.1643754939652206
37782,FY2015-DODGE-006,32.26146667,-83.28631667,GA,0.1472495152308834
37784,DAGUERRA,39.199969,-121.436289,CA,0.5094242193455898
37787,RT 399 1ST GATE ON LEFT,40.82722,-76.15444000000001,PA,0.0795137236453551
37796,COOKSEY,32.08812,-104.06622,NM,0.3406181626631963
37799,LANDFILL,41.976000000000006,-117.6251,NV,0.469356475340728
37801,RESERVE,35.2942,-119.5686,CA,0.4924395568176158
37810,LIPAZANNER FIRE,36.13275,-81.39466666,NC,0.1278823675546052
37827,241ST,35.8964,-96.2722,OK,0.2638642360791319
37828,GOLDMINE,33.1667,-111.6174,AZ,0.4138070708007453
37829,FY2011-TIFT-097,31.40462789,-83.52327819,GA,0.1499973591494829
37834,SAWMILL,32.64972222,-108.4886111,NM,0.3832849579584541
37842,1.09202E+13,30.7847159,-89.52834499,MS,0.2048160775192082
37849,HALFWAY,33.34833333,-116.74666670000002,CA,0.4650486706635364
37850,WEST HUNT,42.6664,-114.2797,ID,0.4353937903386771
37851,ROPE,33.1351,-110.1193,AZ,0.3989994539876709
37852,YADEN LANE,36.43805,-84.444767,TN,0.1549265547097962
37855,RIVER BOTTOM,41.27083751,-112.1027971,UT,0.4142003706041339
37865,FY2013-HANCOCK-034,33.42552778,-82.909075,GA,0.143066843153629
37871,BEE ROCK,34.56833333,-119.9680556,CA,0.496972106754207
37877,ROUND HOUSE FIRE,35.26861111,-93.41305556,AR,0.237538129448573
37883,FY2002-CHATTOOGA-028,34.533,-85.27799999999999,GA,0.1635752850364302
37885,TYE FORK FIRE,36.74636841,-83.85878754,KY,0.1494965472881311
37900,JIM CREEK,48.3599,-118.2094,WA,0.4735643843283388
37903,COCKRAN 1,36.19666667,-92.35333333,AR,0.227157310738387
37909,KNIGHTON,40.512661,-122.343031,CA,0.5181515832469656
37914,20192,34.88916664,-95.23566667,OK,0.2547643792708138
37919,DRISKELLLN,43.0,-108.9173,WY,0.382059087416092
37924,HOGTOMMY,40.7816,-115.5526,NV,0.4489074704800024
37926,FY2014-DADE-032,34.84674167,-85.57582778,GA,0.1660602155852997
37929,SAND CYN,35.3166,-118.4176,CA,0.4807063672185956
37931,KENTON,33.3167,-110.434,AZ,0.4019836047020331
37935,FY2000-WHITFIELD-044,34.9272,-84.9494,GA,0.1603679340515869
37938,TISHTANG#10,41.0617,-123.6842,CA,0.531763564942098
37939,GILLEY HILL,35.6789,-86.14676700000001,TN,0.1707027152290368
37940,FY2015-COLQUITT-009,31.15673333,-83.71474722,GA,0.1518975766604473
37941,MM 147,44.28416,-105.10016,WY,0.3443733865863936
37942,LINDEN - 137,33.09027778,-94.39944444,TX,0.2481400643934266
37951,SHELL,48.8019,-99.8615,ND,0.2930482597254147
37955,OTA 33,43.27308,-116.18978,ID,0.4543820647307648
37960,SANTA,32.8175,-104.6914,NM,0.346145548828028
37967,STATE PARK,39.1375,-120.15416670000002,CA,0.4963190314858237
37976,SLEEPER I & II,45.8892,-100.5674,SD,0.3003371303675204
37989,CHAMPLIN,39.6333,-112.2674,UT,0.416547538159733
37999,HORMEL,36.8594,-94.865,OK,0.2501306783084682
38008,GOLD FORK,44.0022222,-115.595556,ID,0.4481606188284008
38013,CAYADA CREEK,47.00277778,-121.8655556,WA,0.5111710202412119
38018,HORSE HUNTER,48.3215,-115.0265,MT,0.4414257718013445
38019,LGT 151,40.9166,-121.1677,CA,0.5058997247471619
38023,TRANSIENT,45.67083333,-121.2427778,OR,0.5050788117469069
38024,REESE-HURT HAY FIRE,36.946362,-85.52179699999999,KY,0.1643290062682008
38027,JACK,37.5642,-119.6703,CA,0.4921744219054442
38033,WINTERBURG,33.45,-112.9174,AZ,0.426545464523185
38035,NORTHFORK,47.95,-108.634,MT,0.3779951178918328
38036,TRAIL,35.77666667,-106.4333333,NM,0.3611480801533828
38041,BEARWALO,34.1767,-110.2773,AZ,0.3998612596117095
38049,RL210,48.0069,-94.7683,MN,0.2451623560998603
38059,END OF KAYS RD.,46.49558,-120.57057,WA,0.4979937365584579
38064,LITTLE COAL RIVER,38.23984885,-81.81328926,WV,0.1304454503178789
38069,FY2002-COWETA-088,33.2987,-84.7305,GA,0.1594658379398854
38070,FY2015-FLOYD-019,34.18535833,-85.15802778,GA,0.1627195807679522
38075,LINDEN - 317,32.62166667,-95.00555556,TX,0.254125620028343
38079,CHEROKE,39.533061,-121.549411,CA,0.5104288066933989
38083,BOURGEAU R,48.2454,-118.1692,WA,0.4731745251534027
38087,STREET,36.01381,-118.7881,CA,0.4840550211645504
38092,CINDER-,40.45,-121.2186111,CA,0.5066206211077728
38093,POPLAR,39.83416667,-120.75,CA,0.5020904671675326
38097,FY2015-BURKE-016,32.93683333,-82.05383333,GA,0.1357830245294327
38100,HENDERSON - 7009,32.3632,-95.22976667,TX,0.2564057570241156
38118,WF TANK BATTERY WEST,29.57861111,-94.57555556,TX,0.252421920576533
38120,RIVERBEND ROAD (22),26.7693,-81.4203,FL,0.1351086540330803
38125,FOSTER,41.6098,-120.398719,CA,0.4977409354156894
38126,FRITZLER,45.2666,-107.3673,MT,0.3661710029500584
38133,FY2002-HARRIS-066,32.6303,-85.01,GA,0.1624436143767869
38134,GLENDA,34.5544,-96.3058,OK,0.2650063086184817
38142,JONES CANYON,38.53611111,-119.65833329999998,CA,0.4915493840467895
38147,4.52014E+12,30.28818069,-89.38708981,MS,0.2039102127847916
38151,FY2014-ATKINSON-002,31.32333333,-83.02666667,GA,0.1456201592864472
38159,SHUTTLE,33.1501,-111.7824,AZ,0.4154565722504326
38171,BITTER,37.82111111,-118.6863889,CA,0.4820137689088251
38187,FY2002-HARALSON-062,33.8817,-85.2698,GA,0.1639256824233435
38188,PEAK,40.33833333,-123.3563889,CA,0.5286815635353315
38201,I-10 ROAD (12),30.2576,-82.4838,FL,0.1415995388573543
38202,APPLE ORCHARD CIRCLE,39.54738493,-78.26038913,WV,0.0984560899944719
38204,255 (40),30.4279,-83.2988,FL,0.1487384131218536
38208,CHERRY GUL,44.2166,-116.5343,ID,0.4575574240753586
38209,CLEAR CUT,38.96833333,-105.385,CO,0.3492251589439936
38218,ROAN RIDGE,45.44611111,-114.6163889,ID,0.4379121808336772
38221,ATHOS,35.0741,-114.1206,AZ,0.4375120126700773
38222,TESLA,37.647626,-121.650589,CA,0.5124083069707261
38223,METRO (29),27.6875,-82.4604,FL,0.1435341630013984
38224,PEACH,33.89666667,-116.7616667,CA,0.4648318713352997
38229,NEWMARK,36.901914,-119.520235,CA,0.4910048748795705
38242,ALLEN PARK,46.86916667,-110.8969444,MT,0.4005151919873122
38244,K J FIRE,48.2583,-108.709,MT,0.3786802952937511
38247,BLOWDOWN,47.0958,-95.7925,MN,0.2549139223471033
38254,FY2011-CRISP-031,31.96993417,-83.68225564,GA,0.1510020627418051
38260,BARNES FIRES,35.012283000000004,-87.0639,TN,0.1794133676309879
38265,373 FIRE,38.68805556,-82.63916667,OH,0.1375706584452052
38267,V ROAD,38.44277778,-96.48222222,KS,0.2644413430311527
38268,129036-05007-10082015-1354,38.0442,-90.4942,MO,0.2089983259226826
38271,SWAMP,35.04694444,-111.47944440000002,AZ,0.4112068427742887
38275,RL107,47.8758,-94.8905,MN,0.2463263094467354
38276,WHEAT,33.50166667,-110.8333333,AZ,0.4058076195835978
38277,CHATFIELD,47.52416667,-116.5997222,ID,0.4574081054712322
38278,FY2002-DAWSON-020,34.3784,-83.9918,GA,0.1521189292182929
38283,BLACK DOG,34.3775,-97.8094,OK,0.2792799404883443
38289,DOUBLE,33.35093,-110.31565,AZ,0.4007907803659605
38291,FY2015-CLINCH-005,30.78571667,-82.60953056,GA,0.1423081422299954
38296,FY2012-WARE-021,31.23775544,-82.4028778,GA,0.1401220205548137
38312,CRAIGHOLEN,48.1234,-105.4272,MT,0.3466513070938339
38318,PEANUTS,45.4128,-107.6372,MT,0.3687725131517521
38321,CAL 5,64.6658,-146.5672,AK,0.7775991188106817
38324,CUT ROCK,40.741121,-111.356994,UT,0.4070149575786832
38333,RL213,47.8744,-95.0419,MN,0.2477413113804207
38342,FY2011-DODGE-148,32.22230883,-83.03851264,GA,0.145064055295456
38347,WILDHORSE 1,35.2147,-109.0836,AZ,0.3874360327902613
38349,THUNDER  FROG,35.05611111,-84.49888889,TN,0.1562385172979377
38357,HINES,47.65472222,-94.59888889,MN,0.243643134598978
38362,OWL,34.92194444,-120.0519444,CA,0.497605523628905
38371,AMERICAN,39.11888889,-120.6461111,CA,0.5013610563756061
38373,DEER STAND,31.53527778,-90.87305556,MS,0.2165897233458193
38374,VIGIL,33.37138889,-109.0186111,NM,0.387992052081352
38382,NORTH H.B.,41.60758,-87.28408,IN,0.1780580310256929
38385,11210,41.09,-88.729722,IL,0.1914244664904871
38388,PINE,35.38166667,-111.4522222,AZ,0.4107305215579184
38389,RAMSEY,41.1939,-109.2265,WY,0.3857802337461502
38396,BUCK,35.30694444,-108.4772222,NM,0.3814210618908631
38397,STEWART LAKE,40.357495,-109.346566,UT,0.3873154577769233
38400,LD2209,47.9708,-99.0962,ND,0.2859071644413127
38402,POTTERY,37.2186,-108.6757,CO,0.3822616139397643
38403,BRUIN CREEK,62.35,-141.77,AK,0.7236878959098696
38406,FY2012-TREUTLEN-052,32.34613166,-82.5311103,GA,0.1404491178008968
38418,MTN MEADOWS,48.27166667,-115.505,MT,0.4462436692530158
38421,FIRST,39.4997,-96.0,KS,0.2594008199089401
38423,DONT KNOW,48.8583,-99.8349,ND,0.2927871776860349
38432,FY2014-PIKE-006,33.06493056,-84.34040278,GA,0.1561230366524597
38436,SEABOY,45.4286,-97.177,SD,0.2683101341837721
38440,HOUSTON,34.16916667,-87.25166667,AL,0.1816547817843683
38443,CASTLEPOIN,42.80553,-122.24447,OR,0.5162386839301776
38444,CAR,42.93805556,-118.89083329999998,OR,0.4818616736816363
38446,ROCK SPRINGS FIRE,36.69634,-84.0343,KY,0.1510974128700808
38454,JAMES SHOCKLEY 2 20 11,35.585483,-85.4183,TN,0.1641849549173268
38466,LIVINGSTON - 749,31.05444444,-93.55694444,TX,0.2417739669211436
38467,MARTINSON FIRE,44.20015,-90.38528,WI,0.2054714898774277
38469,POCHAHONTA,65.9953,-153.9468,AK,0.8613560772274955
38472,FY2002-FANNIN-053,34.8584,-84.3447,GA,0.154977989159829
38475,194 AVE,25.639889,-80.508111,FL,0.1280806345098448
38490,388 FIRE                                          ,45.71373,-87.68811,MI,0.1804064223728527
38492,HENDERSON - 582,32.37998333,-94.054,TX,0.2454200933645847
38495,OASIS,43.023,-122.2314,OR,0.516028468363517
38503,FY2011-LANIER-048,30.98535414,-83.0601026,GA,0.1461748293046443
38507,LATE,34.23444444,-117.8669444,CA,0.4757994125275231
38520,SOLACE,40.6275,-108.4586,CO,0.3784697904229048
38526,FY2000-PULASKI-056,32.2356,-83.5102,GA,0.1492699354938962
38537,MOUND FIRE,29.73483,-96.21842,TX,0.2676717925152947
38539,HIDALGO4,26.0955,-98.2689,TX,0.2901640815579498
38541,HARPER ST (57),30.5049,-87.0927,FL,0.1828382605495708
38548,BATES RD (32),30.9097,-85.0899,FL,0.1644295849596508
38551,DEHESA,32.73333333,-116.95,CA,0.4675294176298921
38558,FY2011-MACON-043,32.24107385,-84.0798643,GA,0.1543674039623161
38562,TOAD,47.0988,-95.8534,MN,0.2554842146170384
38566,"LODGE ST, AL",31.437743800000003,-85.3421229,AL,0.1663009635488692
38569,30514,35.75483335,-95.15145,OK,0.2534464934408929
38571,UNION COMP,37.45,-114.3508,NV,0.4384402454978642
38573,ECHO,45.785,-114.785,ID,0.439517755625505
38576,VIRGINIA PEAK,42.87027778,-110.7083333,WY,0.3997672767071298
38581,CHERRYVILLE ROAD,46.59724,-91.06038,WI,0.2110537293357908
38589,28,38.78,-95.29,KS,0.2530944996525703
38596,NORTHFORK,32.734,-110.4679,AZ,0.402722253882857
38598,SWAN FALLS,43.218790000000006,-116.38592,ID,0.4563789230849431
38605,1540056,37.32,-95.66,KS,0.2573140078209441
38606,KUCHUK,66.6736,-158.9475,AK,0.9191192166557692
38608,RIDGE RD,35.411667,-84.920433,TN,0.1598080481926282
38611,NARROWS 5,34.535,-85.23333333,GA,0.1631717356737319
38622,BAILEY CRK,42.6187,-123.6031,OR,0.5303246818192959
38624,SUNRISE,32.82833333,-116.4452778,CA,0.4623641245836518
38638,S TURN,39.7066,-112.2055,UT,0.4158980614171463
38642,SAND MINE (29),27.9001,-82.1672,FL,0.1407376480105764
38644,JOHN,39.247531,-121.140431,CA,0.5063654649243663
38650,FY2002-HARALSON-020,33.6931,-85.3084,GA,0.1643989734397899
38655,804,43.98305556,-121.30694440000002,OR,0.5062119240476484
38657,HENDERSON - 137,31.73896667,-95.37363333,TX,0.258205338679911
38659,FY2011-GLASCOCK-017,33.3238364,-82.55098504,GA,0.1399425913104828
38664,CHANGE,65.6811,-141.1564,AK,0.7182507864190093
38667,60TH AVE TRASH(21),29.6561,-82.7103,FL,0.1440993427783923
38677,FY2015-GILMER-004,34.67180556,-84.3508,GA,0.1551506516489724
38682,BARTON,39.9258,-114.8481,NV,0.4422015204098091
38685,IRENE,38.59,-120.0275,CA,0.4952922443987666
38688,9.32015E+12,34.61627034,-89.48689272,MS,0.2017395225251532
38691,TIMBER LANE,30.44305556,-88.64,MS,0.1969624209720717
38693,WIED,41.268117,-123.7836,CA,0.5327076790011529
38700,CROOKED STREET FIRE,37.24337,-87.4676,KY,0.1817734205510184
38707,FY2002-STEWART-015,32.0303,-84.7618,GA,0.1606416086656199
38713,LEE,47.9778,-102.5444,ND,0.3188312648453251
38721,FY2012-IRWIN-010,31.58702553,-83.05826953,GA,0.1457052744949019
38722,INDEPENDEN,41.9874,-116.177,NV,0.4547132136296818
38724,BROWNS CREEK,42.8592,-115.5497,ID,0.448076268707521
38728,MS2112,47.9722,-98.8559,ND,0.2836278554480613
38732,RED LAKE 279,47.8694,-94.9675,MN,0.2470468563766883
38737,13,47.58,-97.35,ND,0.2694613150994158
38741,MAZZETTI,33.263289,-116.953639,CA,0.4671986681798861
38743,FY2013-TWIGGS-039,32.51428056,-83.42308889,GA,0.1482915125726334
38759,FY2011-WORTH-097,31.6645376,-83.93388178,GA,0.153479893835674
38760,MILL CREEK FIRE,29.8045,-99.4861667,TX,0.298479810741761
38765,SANDERSON,33.73036,-117.32631,CA,0.4706533099341623
38767,LEADER,36.1361,-92.5611,AR,0.2291159330131791
38769,DEVIL SKULL,37.300990000000006,-83.3244,KY,0.1444080026338767
38774,ORANGE TREE FIRE,26.36,-80.9669,FL,0.1314651665317943
38791,DURRANCE (18),29.2938,-81.1804,FL,0.1307933089734245
38792,10360,34.60916665,-95.3085,OK,0.2556228486598983
38793,1500034,37.47,-96.26,KS,0.2628604474548663
38799,RIVER RD 2,38.34147033,-79.95879127,WV,0.1139745118547514
38801,LINDEN - 492,33.1929,-94.42311667,TX,0.2482901519192795
38804,SADDLEBACK,40.31528,-122.334921,CA,0.5181539332334943
38805,BENNETT ROAD,46.45837,-91.81815,WI,0.2180723754034157
38806,CHURCH,35.5544,-83.2528,NC,0.1447706238197468
38807,SMITH CREEK #1,34.76222222,-93.52833333,AR,0.2389249282326022
38812,TOWER,39.975,-120.735,CA,0.5018730519350838
38818,DAHL LAKE,48.16101,-114.81971,MT,0.4393756126365775
38819,BEAVER JACK,45.73111111,-114.5719444,ID,0.4373938768744387
38822,"WHITE OAK CHURCH D , AL",31.8007185,-85.1688213,AL,0.164471022207278
38825,CHIMNEY,33.62333333,-108.7066667,NM,0.3847556408396331
38826,HARBOUR DR. (08),27.0034,-81.9978,FL,0.1400260154836892
38828,GOSHEN RANGE,42.557033,-104.3546,WY,0.3377232324882488
38830,BEAVER SLIDE,36.99,-94.8158,OK,0.2495984427841802
38831,VIEWPOINT,32.83777778,-116.6597222,CA,0.4645227459789245
38833,FY2002-HALL-018,34.224000000000004,-83.7028,GA,0.1496304442363731
38854,RT. 10 GRAFTON,39.32895434,-80.08984896,WV,0.1146469731177588
38862,ELLIOT,37.24060059,-84.83075714,KY,0.1579453295582165
38863,HONEY BUNCH #1,41.0242,-123.6489,CA,0.5314138833216242
38865,RYE,38.90416667,-78.70555556,VA,0.102666656049319
38867,BRANCH OFF,36.290118,-106.6134,NM,0.3626014718810884
38868,LINDEN - 340,33.55083333,-94.16527778,TX,0.2456432378655841
38870,MUD HOLE,35.126999999999995,-96.2692,OK,0.26430226753799
38873,BILTMORE CIRCLE,35.35413333,-83.55175,NC,0.1475654113508777
38877,TONKA TOY,31.11833333,-89.17166667,MS,0.2012977438799745
38882,MIDGET,26.1,-97.43333333,TX,0.2822679061838034
38883,TANK,36.4,-113.8508,AZ,0.4340190196375799
38885,SODA,43.1175,-116.95946,ID,0.4622066491700107
38891,ISUZU,30.56861111,-88.90222222,MS,0.1992581476292916
38898,BOTTLE,33.1834,-111.8007,AZ,0.4156154096593807
38899,HIGHWAY 5 FIRE,35.16826666,-79.47148333,NC,0.111465145907543
38906,CLAUDE ROGERS,35.31555556,-83.8275,NC,0.1500573847138682
38914,SLAUGHTER HOUSE,42.96766,-115.34953,ID,0.4460251286969974
38920,RL288,47.8677,-95.0042,MN,0.2473901224154286
38923,APPLE,37.28,-119.5683333,CA,0.4912872544125546
38930,CANEY FLAT,30.28833333,-82.50166667,FL,0.1417344917658731
38932,GOLDSTONE,35.1711,-116.968,CA,0.4661017947139731
38939,BUCKHORN,47.26722222,-103.5513889,ND,0.3286553340327709
